Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
8382,Sointula Branch,vancouver island regional library,library or archives,government of british columbia,..,280,1st street,V0N 3E0,langley,bc,280 1st street,Mount Waddington A,5943037,59,50.641414,-127.028812
8405,South Hill,..,library or archives,vancouver,..,6076,fraser st,..,vancouver,bc,6076 fraser st,Vancouver,5915022,59,49.2295,-123.0903
8440,Spencer Goring,individual artists,artist,new westminster,..,310,durham street,..,new-westminster,bc,310 durham street,New Westminster,5915029,59,49.21692135,-122.9191299
8444,Spirit Wrestler Gallery,museum/gallery,gallery,vancouver,..,47,water st,V6B 1A1,vancouver,bc,47 water st vancouver bc v6b 1a1,Vancouver,5915022,59,49.2837331,-123.105348
8476,St James Community Square,theatre/performance,theatre/performance and concert hall,vancouver,..,3214,10th av w,V6K 2L2,vancouver,bc,3214 w 10th av vancouver bc v6k 2l2,Vancouver,5915022,59,49.2630518,-123.1765215
8553,St. Roch National Historic Site C/O Vancouver Maritime Museum,historic site-building or park,museum,canadian museums association,..,..,..,V6J 1A3,vancouver,bc,vanier park vancouver british columbia v6j 1a3 canada,Vancouver,5915022,59,49.2762481,-123.1430717
8565,Stagecoach Theatre Arts School,performing arts school,theatre/performance and concert hall,township of langley,..,22930,48 ave,..,township of langley,bc,..,Langley,5915001,59,49.0876119,-122.5894912
8570,Stanley Park Nature House,museum/gallery,museum,vancouver,..,..,..,..,vancouver,bc,stanley park vancouver bc,Vancouver,5915022,59,49.294408,-123.137914
8614,Steveston Museum And Visitor Centre,community/regional museum historic site-building or park other,museum,canadian museums association,..,3811,moncton street,V7E 3A7,richmond,bc,3811 moncton street richmond british columbia v7e 3a7 canada,Richmond,5915015,59,49.1253077,-123.182869
8653,Strathcona Branch,vancouver public library,library or archives,government of british columbia,..,592,pender street east,V6A 1V5,richmond,bc,592 east pender street,Vancouver,5915022,59,49.280215,-123.091958
8676,Studio Theatre At Surrey Arts Centre,attraction,theatre/performance and concert hall,surrey,..,..,..,..,surrey,bc,..,Surrey,5915004,59,49.16239448,-122.8420413
8700,Sum Gallery,museum/gallery,gallery,vancouver,..,268,keefer st,V6A 1X5,vancouver,bc,268 keefer st vancouver bc v6a 1x5,Vancouver,5915022,59,49.279234,-123.098127
8717,Surrey Art Gallery,attraction,gallery,surrey,..,..,..,..,surrey,bc,..,Surrey,5915004,59,49.16239467,-122.8421785
8718,Surrey Little Theatre,attraction,theatre/performance and concert hall,surrey,..,..,..,..,surrey,bc,..,Surrey,5915004,59,49.13005476,-122.7128784
8719,Surrey Museum & Archives,community/regional museum,museum,canadian museums association,..,17710,56a avenue,V3S 5H8,surrey,bc,17710-56a avenue surrey british columbia v3s 5h8 canada,Surrey,5915004,59,49.1049308,-122.7318198
8721,Susan Mccallum,artist,artist,burnaby,..,7231,antrim av,..,burnaby,bc,7231 antrim av,Burnaby,5915025,59,49.21822879,-122.9856531
8746,Synthesis Consulting Ltd,children's art centre visual and performing arts programs,art or cultural centre,burnaby,..,4562,hastings st,..,burnaby,bc,4562 hastings st,Burnaby,5915025,59,49.28073295,-123.0008875
8775,Taylor Public Library,taylor public library,library or archives,government of british columbia,..,10008,104 ave,V0C 2K0,surrey,bc,10008 - 104 ave,Taylor,5955030,59,56.153335,-120.683744
8777,Teck Gallery,museum/gallery,gallery,vancouver,..,515,hastings st w,V6B 0B2,vancouver,bc,515 w hastings st vancouver bc v6b 0b2,Vancouver,5915022,59,49.2841655,-123.1119735
8808,Terry Erickson,individual artists,artist,new westminster,..,234,fenton street,..,new-westminster,bc,234 fenton street,New Westminster,5915029,59,49.18945071,-122.9349707
8911,The Act Arts Centre & Theatre,attraction,theatre/performance and concert hall,maple ridge,..,11944,haney pl,..,maple ridge,bc,..,Maple Ridge,5915075,59,49.219156,-122.5983229
8913,The Apartment,museum/gallery,museum,vancouver,b,119,pender st e,V6A 1T6,vancouver,bc,119b e pender st vancouver bc v6a 1t6,Vancouver,5915022,59,49.2804859,-123.1015866
8915,The Art of Law Gallery,..,gallery,new westminster,..,711,columbia street,..,new-westminster,bc,711 columbia street,New Westminster,5915029,59,49.20227237,-122.9105812
8922,The Bernie Legge Theatre,..,theatre/performance and concert hall,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21419488,-122.9031079
8946,The Fort Gallery,art gallery,gallery,township of langley,..,9048,glover rd,..,township of langley,bc,..,Langley,5915001,59,49.16684947,-122.5811598
8963,The Ironworks Studio,theatre/performance,theatre/performance and concert hall,vancouver,..,235,alexander st,V6A 1C2,vancouver,bc,235 alexander st vancouver bc v6a 1c2,Vancouver,5915022,59,49.284153,-123.099046
8976,The Michael J Fox Theatre Society,community theatre,theatre/performance and concert hall,burnaby,..,5455,rumble st,..,burnaby,bc,5455 rumble st,Burnaby,5915025,59,49.21649647,-122.9852237
8982,The Mojo Stars,individual artists,artist,new westminster,..,530,columbia street,..,new-westminster,bc,530 columbia street,New Westminster,5915029,59,49.20341367,-122.9069978
8997,The Polygon Gallery,art gallery,gallery,canadian museums association,..,101,carrie court,V7M 3J4,vancouver,bc,101 carrie cates court north vancouver british columbia v7m 3j4 canada,North Vancouver,5915051,59,49.310375,-123.0805596
9013,The Royal Westminster Regiment Museum,..,museum,new westminster,..,530,queens avenue,..,new-westminster,bc,530 queens avenue,New Westminster,5915029,59,49.20713369,-122.9119034
9118,Tom Lee Music Recital Hall,theatre/performance,theatre/performance and concert hall,vancouver,..,929,granville st,V6Z 1L3,vancouver,bc,929 granville st vancouver bc v6z 1l3,Vancouver,5915022,59,49.2800125,-123.1224555
9122,Tommy Douglas Branch,burnaby public library,library or archives,government of british columbia,..,7311,kingsway,V5E 1G8,vancouver,bc,7311 kingsway,Burnaby,5915025,59,49.281898,-123.000644
9123,Tommy Douglas Library,..,library or archives,city of burnaby,..,..,..,..,burnaby,bc,..,Burnaby,5915025,59,49.21875996,-122.95235
9153,Tracey Lawrence Gallery,museum/gallery,gallery,vancouver,..,1531,4th av w,V6J 1L6,vancouver,bc,1531 w 4th av vancouver bc v6j 1l6,Vancouver,5915022,59,49.267975,-123.139461
9171,Trench Gallery,museum/gallery,gallery,vancouver,..,148,alexander st,V6A 1B5,vancouver,bc,148 alexander st vancouver bc v6a 1b5,Vancouver,5915022,59,49.2839469,-123.1010921
9181,Trillium North Park,museum/gallery,museum,vancouver,..,699,national av,..,vancouver,bc,699 national av vancouver bc,Vancouver,5915022,59,49.274169,-123.09379
9199,Tumbler Ridge Public Library,tumbler ridge public library,library or archives,government of british columbia,..,340,front street,V0C 2W0,pitt meadows,bc,340 front street,Tumbler Ridge,5955003,59,55.125356,-121.000472
9208,Twilight Drive-In Theatre Ltd,drive in theatre,theatre/performance and concert hall,township of langley,100,3350,260 st,..,township of langley,bc,..,Langley,5915001,59,49.06243557,-122.5021659
9218,UBC Botanical Garden,natural history or natural sciences museum other,museum,canadian museums association,..,6804,marine drive,V6T 1Z4,vancouver,bc,6804 southwest marine drive vancouver british columbia v6t 1z4 canada,Greater Vancouver A,5915020,59,49.2538228,-123.2473213
9219,UBC Museum of Anthropology,museum/gallery,museum,vancouver,..,6393,marine dr,V6T 1Z2,vancouver,bc,6393 nw marine dr vancouver bc v6t 1z2,Greater Vancouver A,5915020,59,49.26907,-123.259174
9244,Underwater Archaeological Society of British Columbia,historical society maritime or marine museum,museum,canadian museums association,..,1905,ogden avenue,V6J 1A3,vancouver,bc,1905 ogden avenue vancouver british columbia v6j 1a3 canada,Vancouver,5915022,59,49.277482,-123.1477655
9252,Unit/Pitt Projects,museum/gallery,museum,vancouver,..,236,pender st e,V6A 1T7,vancouver,bc,236 e pender st vancouver bc v6a 1t7,Vancouver,5915022,59,49.280103,-123.098813
9255,United Church of Canada B.C. Conference Archives,library and/or archives,library or archives,canadian museums association,..,2195,45th west,V6M 2J2,vancouver,bc,2195 west 45th vancouver british columbia v6m 2j2 canada,Vancouver,5915022,59,49.2301609,-123.1260872
9269,University of Bc: Charles Woodward Memorial Room,historical society natural history or natural sciences museum,museum,canadian museums association,..,..,..,V6T 1Z3,vancouver,bc,woodward biomedical library vancouver british columbia v6t 1z3 canada,Greater Vancouver A,5915020,59,49.2645689,-123.2476074
9270,University of British Columbia: Rare Books And Special Collections,library and/or archives,library or archives,canadian museums association,..,1961,east mall,V6T 1Z1,vancouver,bc,1961 east mall vancouver british columbia v6t 1z1 canada,Greater Vancouver A,5915020,59,49.26761935,-123.252761
9297,Uno Langmann Limited Fine Arts,museum/gallery,museum,vancouver,..,2117,granville st,V6H 3E9,vancouver,bc,2117 granville st vancouver bc v6h 3e9,Vancouver,5915022,59,49.2666423,-123.1388698
9316,Vagabond Theatre/Fisheries Exibition Building,city cultural,theatre/performance and concert hall,new westminster,..,600,first st,..,new-westminster,bc,..,New Westminster,5915029,59,49.21416596,-122.9031593
9324,Valerie Mcrae,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.19867539,-122.9205677
9331,Van Dop Gallery,..,gallery,new westminster,..,421,richmond street,..,new-westminster,bc,421 richmond street,New Westminster,5915029,59,49.23107737,-122.898803
9332,Van Dusen Botanical Garden,museum/gallery,museum,vancouver,..,5251,oak st,V6M 4H1,vancouver,bc,5251 oak st vancouver bc v6m 4h1,Vancouver,5915022,59,49.238472,-123.128627
9336,Vancity Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,1181,seymour st,V6B 3M7,vancouver,bc,1181 seymour st vancouver bc v6b 3m7,Vancouver,5915022,59,49.276974,-123.124732
9337,Vancouver Access Artist Run Centre,museum/gallery,museum,vancouver,..,222,georgia st e,V6A 1Z7,vancouver,bc,222 e georgia st vancouver bc v6a 1z7,Vancouver,5915022,59,49.278453,-123.098757
9339,Vancouver Art Gallery,museum/gallery,gallery,vancouver,..,750,hornby st,V6Z 2H7,vancouver,bc,750 hornby st vancouver bc v6z 2h7,Vancouver,5915022,59,49.283158,-123.120932
9340,Vancouver Art Gallery Offsite,museum/gallery,gallery,vancouver,..,1100,georgia st w,V6E 0A8,vancouver,bc,1100 w georgia st vancouver bc v6e 0a8,Vancouver,5915022,59,49.286205,-123.124298
9341,Vancouver Biennale,museum/gallery,museum,vancouver,..,290,3rd av w,V5Y 1G1,vancouver,bc,290 w 3rd av vancouver bc v5y 1g1,Vancouver,5915022,59,49.268419,-123.110397
9342,Vancouver Contemporary Art Gallery,museum/gallery,gallery,vancouver,..,555,nelson st,V6B 6R5,vancouver,bc,555 nelson st vancouver bc v6b 6r5,Vancouver,5915022,59,49.278238,-123.121183
9344,Vancouver East Cultural Centre - Vancity Culture Lab,theatre/performance,theatre/performance and concert hall,vancouver,..,1895,venables st,V5L 2H6,vancouver,bc,1895 venables st vancouver bc v5l 2h6,Vancouver,5915022,59,49.276676,-123.065816
9348,Vancouver Holocaust Education Centre,museum/gallery,museum,vancouver,..,950,41st av w,V5Z 2N7,vancouver,bc,950 w 41st av vancouver bc v5z 2n7,Vancouver,5915022,59,49.233442,-123.126013
9353,Vancouver Island University Museum of Natural History,community/regional museum natural history or natural sciences museum,museum,canadian museums association,..,900,5th street,V9R 5S5,vancouver,bc,900 5th street vancouver island university building 370 nanaimo british columbia v9r 5s5 canada,Vancouver,5915022,59,..,..
9355,Vancouver Maritime Museum,museum/gallery,museum,vancouver,..,1905,ogden av,V6J 1A3,vancouver,bc,1905 ogden av vancouver bc v6j 1a3,Vancouver,5915022,59,49.277465,-123.147587
9356,Vancouver Naval Museum,military museum or fort,museum,canadian museums association,..,1200,stanley park drive,V7V 3P1,vancouver,bc,1200 stanley park drive vancouver british columbia v7v 3p1 canada,Vancouver,5915022,59,49.2949211,-123.1485038
9357,Vancouver Playhouse Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,600,hamilton st,V6B 6A1,vancouver,bc,600 hamilton st vancouver bc v6b 6a1,Vancouver,5915022,59,49.2808,-123.112328
9359,Vancouver Police Museum,museum/gallery,museum,vancouver,..,240,cordova st e,V6A 1L3,vancouver,bc,240 e cordova st vancouver bc v6a 1l3,Vancouver,5915022,59,49.282247,-123.0987999
9360,Vancouver Public Library,museum/gallery,library or archives,vancouver,..,350,georgia st w,V6B 6B1,vancouver,bc,350 w georgia st vancouver bc v6b 6b1,Vancouver,5915022,59,49.2804357,-123.1151119
9363,Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall),theatre/performance,theatre/performance and concert hall,vancouver,..,843,seymour st,V6B 3L4,vancouver,bc,843 seymour st vancouver bc v6b 3l4,Vancouver,5915022,59,49.280207,-123.119792
9441,Vivo Media Arts Centre,art gallery library and/or archives other,library or archives,canadian museums association,..,2625,kaslo st,V5M 3G9,vancouver,bc,2625 kaslo st. vancouver british columbia v5m 3g9 canada,Vancouver,5915022,59,49.2847803,-123.0466984
9442,Vogue Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,918,granville st,V6Z 1L2,vancouver,bc,918 granville st vancouver bc v6z 1l2,Vancouver,5915022,59,49.2799671,-123.1218259
9505,Waterfront Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,1412,cartwright st,V6H 3R7,vancouver,bc,1412 cartwright st vancouver bc v6h 3r7,Vancouver,5915022,59,49.270119,-123.135508
9569,West Vancouver Museum,art gallery library and/or archives community/regional museum,museum,canadian museums association,..,680,17th st west,V7V 3T2,vancouver,bc,680 -17th st west vancouver british columbia v7v 3t2 canada,West Vancouver,5915055,59,49.3335234,-123.1601822
9570,West Vancouver Museum And Archives,arts,museum,district of north vancouver,..,..,..,..,vancouver,bc,..,West Vancouver,5915055,59,49.33068623,-123.1640427
9580,Western Front - Gallery,museum/gallery,gallery,vancouver,..,303,8th av e,V5T 1S1,vancouver,bc,303 e 8th av vancouver bc v5t 1s1,Vancouver,5915022,59,49.263916,-123.098654
9581,Western Front - Luxe Hall,theatre/performance,theatre/performance and concert hall,vancouver,..,303,8th av e,V5T 1S1,vancouver,bc,303 e 8th av vancouver bc v5t 1s1,Vancouver,5915022,59,49.263894,-123.098716
9605,Whistler Public Library,whistler public library,library or archives,government of british columbia,..,4329,main street,V0N 1B4,delta,bc,4329 main street,Whistler,5931020,59,50.117127,-122.956295
9623,White Rock Museum And Archives,library and/or archives community/regional museum,museum,canadian museums association,..,14970,marine drive,V4B 1C4,white rock,bc,14970 marine drive white rock british columbia v4b 1c4 canada,White Rock,5915007,59,49.0221917,-122.8086382
9644,Wil Aballe Art Projects,museum/gallery,museum,vancouver,..,1356,frances st,V5L 1Y9,vancouver,bc,1356 frances st vancouver bc v5l 1y9,Vancouver,5915022,59,49.2794145,-123.0757838
9670,Willowbrook Art Gallery,art gallery & framing,gallery,township of langley,302,19705,fraser hwy,..,township of langley,bc,..,Langley,5915001,59,49.11490646,-122.6757778
9690,Winsor Gallery,museum/gallery,gallery,vancouver,..,258,1st ave e,V5T 1A6,vancouver,bc,258 e 1st ave vancouver bc v5t 1a6,Vancouver,5915022,59,49.2689553,-123.0984496
9694,Wise Club Hall,theatre/performance,theatre/performance and concert hall,vancouver,..,1882,adanac st,V5L 2E2,vancouver,bc,1882 adanac st vancouver bc v5l 2e2,Vancouver,5915022,59,49.2772414,-123.0660915
9728,Woodward's Atrium,theatre/performance,theatre/performance and concert hall,vancouver,..,111,hastings st w,V6B 1H4,vancouver,bc,111 w hastings st vancouver bc v6b 1h4,Vancouver,5915022,59,49.282541,-123.107579
9740,Woss Branch,vancouver island regional library,library or archives,government of british columbia,b,4503,railway ave,V0N 3P0,richmond,bc,4503b railway ave,Mount Waddington D,5943033,59,50.217,-126.59
9753,Yarrow Library,fraser valley regional library,library or archives,government of british columbia,..,4670,community street,V2R 5E1,north vancouver,bc,4670 community street,Chilliwack,5909020,59,49.086416,-122.052378
9766,York Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,639,commercial dr,V5L 2W2,vancouver,bc,639 commercial dr vancouver bc v5l 2w2,Vancouver,5915022,59,49.2786795,-123.0707458
9780,Yuk Yuk's Comedy Club,theatre/performance,theatre/performance and concert hall,vancouver,..,2837,cambie st,V5Z 3Y8,vancouver,bc,2837 cambie st vancouver bc v5z 3y8,Vancouver,5915022,59,49.2600654,-123.1151069
9787,Zemi Cultural Heritage Services,office for heritage consulting,heritage or historic site,township of langley,23,21150,76a ave,..,township of langley,bc,..,Langley,5915001,59,49.14061431,-122.63683
