,Player,Season,Stage,True shooting percentage
31152,Wesley Matthews,2015,Regular_Season,53.2
31153,Dwight Howard,2015,Regular_Season,60.35
31154,Ish Smith,2015,Regular_Season,46.53
31155,Mirza Teletovic,2015,Regular_Season,57.09
31156,J.R. Smith,2015,Regular_Season,54.19
31157,Marvin Williams,2015,Regular_Season,58.49
31158,Jeff Green,2015,Regular_Season,50.99
31159,Gary Harris,2015,Regular_Season,56.59
31160,Julius Randle,2015,Regular_Season,48.18
31161,Jeremy Lin,2015,Regular_Season,53.36
31162,Luol Deng,2015,Regular_Season,54.91
31163,Arron Afflalo,2015,Regular_Season,53.06
31164,George Hill,2015,Regular_Season,55.46
31165,Bojan Bogdanovic,2015,Regular_Season,54.95
31166,Dennis Schroder,2015,Regular_Season,51.04
31167,Kent Bazemore,2015,Regular_Season,55.09
31168,Otto Porter,2015,Regular_Season,56.38
31169,Shabazz Muhammad,2015,Regular_Season,54.8
31170,Rajon Rondo,2015,Regular_Season,50.65
31171,Tony Parker,2015,Regular_Season,54.57
31172,Evan Turner,2015,Regular_Season,51.34
31173,Isaiah Canaan,2015,Regular_Season,52.8
31174,Robin Lopez,2015,Regular_Season,57.45
31175,Al-Farouq Aminu,2015,Regular_Season,53.26
31176,Jared Sullinger,2015,Regular_Season,47.56
31177,Allen Crabbe,2015,Regular_Season,57.16
31178,Gorgui Dieng,2015,Regular_Season,60.09
31179,Ramon Sessions,2015,Regular_Season,56.52
31180,J.J. Barea,2015,Regular_Season,53.63
31181,Nikola Jokic,2015,Regular_Season,58.22
31182,Elfrid Payton,2015,Regular_Season,47.81
31183,Ersan Ilyasova,2015,Regular_Season,52.62
31184,Ricky Rubio,2015,Regular_Season,52.89
31185,Doug McDermott,2015,Regular_Season,56.1
31186,Raymond Felton,2015,Regular_Season,50.23
31187,Dion Waiters,2015,Regular_Season,49.16
31188,Courtney Lee,2015,Regular_Season,55.07
31189,Matt Barnes,2015,Regular_Season,50.28
31190,Hollis Thompson,2015,Regular_Season,52.48
31191,Mason Plumlee,2015,Regular_Season,56.37
31192,Jerami Grant,2015,Regular_Season,50.56
31193,Derrick Williams,2015,Regular_Season,55.04
31194,Kyle Korver,2015,Regular_Season,57.76
31195,Terrence Ross,2015,Regular_Season,55.11
31196,Aaron Gordon,2015,Regular_Season,54.15
31197,Alex Len,2015,Regular_Season,48.21
31198,Patrick Beverley,2015,Regular_Season,55.32
31199,Patty Mills,2015,Regular_Season,54.12
31200,Kelly Olynyk,2015,Regular_Season,56.1
31201,Cory Joseph,2015,Regular_Season,51.17
31202,Luis Scola,2015,Regular_Season,52.29
31203,Ian Mahinmi,2015,Regular_Season,60.33
31204,P.J. Tucker,2015,Regular_Season,50.58
31205,Zaza Pachulia,2015,Regular_Season,54.95
31206,Jordan Hill,2015,Regular_Season,53.39
31207,Tristan Thompson,2015,Regular_Season,61.07
31208,Cody Zeller,2015,Regular_Season,59.17
31209,Jared Dudley,2015,Regular_Season,60.18
31210,Steven Adams,2015,Regular_Season,62.08
31211,Taj Gibson,2015,Regular_Season,55.46
31212,Langston Galloway,2015,Regular_Season,48.97
31213,Gerald Henderson,2015,Regular_Season,52.59
31214,Nik Stauskas,2015,Regular_Season,51.68
31215,Gerald Green,2015,Regular_Season,49.09
31216,Frank Kaminsky,2015,Regular_Season,51.35
31217,Stanley Johnson,2015,Regular_Season,45.98
31218,Corey Brewer,2015,Regular_Season,48.08
31219,Wayne Ellington,2015,Regular_Season,49.77
31220,Garrett Temple,2015,Regular_Season,51.96
31221,JaMychal Green,2015,Regular_Season,52.05
31222,Amir Johnson,2015,Regular_Season,60.2
31223,Lance Stephenson,2015,Regular_Season,54.8
31224,Danny Green,2015,Regular_Season,49.21
31225,Matt Dellavedova,2015,Regular_Season,52.68
31226,Shane Larkin,2015,Regular_Season,51.54
31227,David West,2015,Regular_Season,57.33
31228,Wesley Johnson,2015,Regular_Season,51.29
31229,Jason Smith,2015,Regular_Season,51.27
31230,Jose Calderon,2015,Regular_Season,57.13
31231,Patrick Patterson,2015,Regular_Season,53.45
31232,Clint Capela,2015,Regular_Season,55.32
31233,Kosta Koufos,2015,Regular_Season,54.01
31234,Darrell Arthur,2015,Regular_Season,51.43
31235,Ed Davis,2015,Regular_Season,61.63
31236,Aron Baynes,2015,Regular_Season,56.29
31237,Marreese Speights,2015,Regular_Season,50.58
31238,Justise Winslow,2015,Regular_Season,48.88
31239,Maurice Harkless,2015,Regular_Season,54.15
31240,T.J. McConnell,2015,Regular_Season,51.14
31241,Shaun Livingston,2015,Regular_Season,58.11
31242,Trey Lyles,2015,Regular_Season,51.69
31243,Boris Diaw,2015,Regular_Season,58.23
31244,Dante Cunningham,2015,Regular_Season,54.01
31245,Roy Hibbert,2015,Regular_Season,50.65
31246,Thabo Sefolosha,2015,Regular_Season,57.75
31247,Mario Hezonja,2015,Regular_Season,54.1
31248,Raulzinho Neto,2015,Regular_Season,53.03
31249,Timofey Mozgov,2015,Regular_Season,59.26
31250,Randy Foye,2015,Regular_Season,46.06
31251,Mike Scott,2015,Regular_Season,57.47
31252,Trevor Booker,2015,Regular_Season,53.26
31253,Bismack Biyombo,2015,Regular_Season,58.59
31254,Leandro Barbosa,2015,Regular_Season,54.5
31255,Lavoy Allen,2015,Regular_Season,53.22
31256,Jerian Grant,2015,Regular_Season,47.85
31257,Channing Frye,2015,Regular_Season,58.64
31258,Jason Terry,2015,Regular_Season,54.03
31259,Richard Jefferson,2015,Regular_Season,58.52
31260,Dwight Powell,2015,Regular_Season,55.65
31261,Anthony Tolliver,2015,Regular_Season,54.3
31262,Anthony Morrow,2015,Regular_Season,54.26
31263,Andrew Bogut,2015,Regular_Season,62.29
31264,JaKarr Sampson,2015,Regular_Season,50.45
31265,Kyle Anderson,2015,Regular_Season,52.79
31266,Joe Ingles,2015,Regular_Season,57.21
31267,Spencer Hawes,2015,Regular_Season,50.81
31268,Jonas Jerebko,2015,Regular_Season,53.07
31269,Andre Roberson,2015,Regular_Season,56.59
31270,Alonzo Gee,2015,Regular_Season,57.21
31271,Thomas Robinson,2015,Regular_Season,45.29
31272,Brandon Rush,2015,Regular_Season,56.0
31273,Noah Vonleh,2015,Regular_Season,47.1
31274,Luc Mbah a Moute,2015,Regular_Season,49.77
31275,Kyle Singler,2015,Regular_Season,48.05
31276,Tayshaun Prince,2015,Regular_Season,46.55
31277,Rashad Vaughn,2015,Regular_Season,39.8
31278,Justin Anderson,2015,Regular_Season,52.21
31279,Chris Johnson,2015,Regular_Season,48.24
31280,Mike Muscala,2015,Regular_Season,57.64
31281,Klay Thompson,2015,Playoffs,58.76
31282,LeBron James,2015,Playoffs,58.53
31283,Kyrie Irving,2015,Playoffs,57.39
31284,Kevin Durant,2015,Playoffs,54.22
31285,Russell Westbrook,2015,Playoffs,51.47
31286,Stephen Curry,2015,Playoffs,60.34
31287,DeMar DeRozan,2015,Playoffs,46.23
31288,Kyle Lowry,2015,Playoffs,50.83
31289,Draymond Green,2015,Playoffs,54.94
31290,Dwyane Wade,2015,Playoffs,53.16
31291,Kevin Love,2015,Playoffs,53.86
31292,Damian Lillard,2015,Playoffs,52.66
31293,J.R. Smith,2015,Playoffs,61.35
31294,Goran Dragic,2015,Playoffs,51.35
31295,Kawhi Leonard,2015,Playoffs,59.7
31296,C.J. McCollum,2015,Playoffs,51.79
31297,LaMarcus Aldridge,2015,Playoffs,57.86
31298,Serge Ibaka,2015,Playoffs,62.86
31299,Harrison Barnes,2015,Playoffs,47.38
31300,Andre Iguodala,2015,Playoffs,56.33
31301,Shaun Livingston,2015,Playoffs,53.18
31302,Paul George,2015,Playoffs,63.18
31303,Luol Deng,2015,Playoffs,60.11
31304,Steven Adams,2015,Playoffs,63.58
31305,DeMarre Carroll,2015,Playoffs,50.62
31306,Enes Kanter,2015,Playoffs,61.68
31307,Joe Johnson,2015,Playoffs,50.43
31308,Cory Joseph,2015,Playoffs,52.44
31309,Paul Millsap,2015,Playoffs,51.8
31310,Jonas Valanciunas,2015,Playoffs,60.15
31311,Al-Farouq Aminu,2015,Playoffs,57.19
31312,Kemba Walker,2015,Playoffs,47.21
31313,Patrick Patterson,2015,Playoffs,51.89
31314,Dion Waiters,2015,Playoffs,52.0
31315,Jeff Teague,2015,Playoffs,50.39
31316,Isaiah Thomas,2015,Playoffs,51.9
31317,Tristan Thompson,2015,Playoffs,55.95
31318,Al Horford,2015,Playoffs,54.45
31319,Marreese Speights,2015,Playoffs,50.9
31320,James Harden,2015,Playoffs,55.51
31321,Leandro Barbosa,2015,Playoffs,66.33
31322,Terrence Ross,2015,Playoffs,49.3
31323,Bismack Biyombo,2015,Playoffs,61.08
31324,Maurice Harkless,2015,Playoffs,50.0
31325,Hassan Whiteside,2015,Playoffs,67.9
31326,Kent Bazemore,2015,Playoffs,45.53
31327,Dennis Schroder,2015,Playoffs,53.32
31328,Richard Jefferson,2015,Playoffs,61.42
31329,Channing Frye,2015,Playoffs,79.08
31330,Allen Crabbe,2015,Playoffs,64.53
31331,Tony Parker,2015,Playoffs,49.92
31332,Jamal Crawford,2015,Playoffs,45.61
31333,Kyle Korver,2015,Playoffs,65.22
31334,Dirk Nowitzki,2015,Playoffs,56.37
31335,Andrew Bogut,2015,Playoffs,60.73
31336,Andre Roberson,2015,Playoffs,52.74
31337,Chris Paul,2015,Playoffs,57.51
31338,George Hill,2015,Playoffs,71.24
31339,Josh Richardson,2015,Playoffs,48.87
31340,Al Jefferson,2015,Playoffs,52.41
31341,Festus Ezeli,2015,Playoffs,52.63
31342,Justise Winslow,2015,Playoffs,51.61
31343,Jeremy Lin,2015,Playoffs,54.27
31344,Danny Green,2015,Playoffs,64.84
31345,Monta Ellis,2015,Playoffs,50.37
31346,J.J. Redick,2015,Playoffs,50.42
31347,Evan Turner,2015,Playoffs,42.51
31348,Matt Dellavedova,2015,Playoffs,46.12
31349,Mason Plumlee,2015,Playoffs,45.55
31350,Gerald Henderson,2015,Playoffs,43.54
31351,Raymond Felton,2015,Playoffs,50.79
31352,Myles Turner,2015,Playoffs,48.03
31353,Marcus Smart,2015,Playoffs,51.99
31354,Marcus Morris,2015,Playoffs,62.15
31355,DeAndre Jordan,2015,Playoffs,54.72
31356,Iman Shumpert,2015,Playoffs,53.98
31357,Norman Powell,2015,Playoffs,46.25
31358,Manu Ginobili,2015,Playoffs,58.65
31359,Andre Drummond,2015,Playoffs,48.58
31360,Dwight Howard,2015,Playoffs,50.99
31361,Patty Mills,2015,Playoffs,57.05
31362,Ian Clark,2015,Playoffs,57.49
31363,Mike Scott,2015,Playoffs,74.68
31364,Wesley Matthews,2015,Playoffs,47.54
31365,Austin Rivers,2015,Playoffs,47.72
31366,Ed Davis,2015,Playoffs,55.94
31367,Kentavious Caldwell-Pope,2015,Playoffs,57.46
31368,Jeff Green,2015,Playoffs,53.51
31369,Blake Griffin,2015,Playoffs,46.88
31370,Courtney Lee,2015,Playoffs,52.08
31371,Thabo Sefolosha,2015,Playoffs,56.08
31372,Tim Duncan,2015,Playoffs,48.17
31373,Cody Zeller,2015,Playoffs,62.45
31374,Tobias Harris,2015,Playoffs,56.07
31375,David West,2015,Playoffs,49.19
31376,Reggie Jackson,2015,Playoffs,50.21
31377,Jae Crowder,2015,Playoffs,37.09
31378,Ian Mahinmi,2015,Playoffs,53.77
31379,Nicolas Batum,2015,Playoffs,52.97
31380,Jonas Jerebko,2015,Playoffs,57.05
31381,Solomon Hill,2015,Playoffs,70.98
31382,Zach Randolph,2015,Playoffs,39.95
31383,Michael Beasley,2015,Playoffs,52.97
31384,Lance Stephenson,2015,Playoffs,56.28
31385,Amir Johnson,2015,Playoffs,68.99
31386,Frank Kaminsky,2015,Playoffs,45.26
31387,Boris Diaw,2015,Playoffs,49.2
31388,Justin Anderson,2015,Playoffs,54.45
31389,Vince Carter,2015,Playoffs,61.61
31390,Rodney Stuckey,2015,Playoffs,46.85
31391,Donatas Motiejunas,2015,Playoffs,49.46
31392,Matt Barnes,2015,Playoffs,42.66
31393,Randy Foye,2015,Playoffs,46.77
31394,Gerald Green,2015,Playoffs,39.06
31395,Devin Harris,2015,Playoffs,56.69
31396,Josh McRoberts,2015,Playoffs,51.86
31397,Anthony Morrow,2015,Playoffs,65.14
31398,Marvin Williams,2015,Playoffs,34.12
31399,Jason Terry,2015,Playoffs,44.51
31400,Zaza Pachulia,2015,Playoffs,52.41
31401,Trevor Ariza,2015,Playoffs,31.27
31402,Stanley Johnson,2015,Playoffs,67.0
31403,Jared Sullinger,2015,Playoffs,35.42
31404,James Johnson,2015,Playoffs,56.99
31405,Amar'e Stoudemire,2015,Playoffs,66.61
31406,Tony Allen,2015,Playoffs,38.74
31407,Patrick Beverley,2015,Playoffs,36.58
31408,Luis Scola,2015,Playoffs,39.06
31409,JaMychal Green,2015,Playoffs,54.79
31410,Jordan Farmar,2015,Playoffs,41.77
31411,J.J. Barea,2015,Playoffs,35.84
31412,Terry Rozier,2015,Playoffs,50.25
31413,Dwight Powell,2015,Playoffs,50.34
31414,Mike Muscala,2015,Playoffs,57.47
31415,C.J. Miles,2015,Playoffs,30.52
31416,Cole Aldrich,2015,Playoffs,65.19
31417,Kyle Anderson,2015,Playoffs,40.95
31418,Brandon Rush,2015,Playoffs,55.08
31419,Corey Brewer,2015,Playoffs,36.04
31420,Udonis Haslem,2015,Playoffs,58.08
31421,Tyler Johnson,2015,Playoffs,66.29
31422,Anderson Varejao,2015,Playoffs,44.72
31423,Tim Hardaway Jr.,2015,Playoffs,34.92
31424,Mo Williams,2015,Playoffs,34.63
31425,Salah Mejri,2015,Playoffs,62.17
31426,Xavier Munford,2015,Playoffs,32.89
31427,Cameron Payne,2015,Playoffs,32.42
31428,Wesley Johnson,2015,Playoffs,52.22
31429,Ty Lawson,2015,Playoffs,38.76
31430,Chris Andersen,2015,Playoffs,48.32
31431,Timofey Mozgov,2015,Playoffs,44.75
31432,Nick Collison,2015,Playoffs,65.41
31433,Luc Mbah a Moute,2015,Playoffs,69.88
35279,Russell Westbrook,2016,Regular_Season,55.35
35280,James Harden,2016,Regular_Season,61.33
35281,Isaiah Thomas,2016,Regular_Season,62.52
35282,Anthony Davis,2016,Regular_Season,57.96
35283,Karl-Anthony Towns,2016,Regular_Season,61.77
35284,Damian Lillard,2016,Regular_Season,58.57
35285,DeMar DeRozan,2016,Regular_Season,55.2
35286,Stephen Curry,2016,Regular_Season,62.38
35287,LeBron James,2016,Regular_Season,61.93
35288,DeMarcus Cousins,2016,Regular_Season,56.23
35289,Andrew Wiggins,2016,Regular_Season,53.44
35290,Kawhi Leonard,2016,Regular_Season,61.04
35291,C.J. McCollum,2016,Regular_Season,58.49
35292,Giannis Antetokounmpo,2016,Regular_Season,59.94
35293,Kemba Walker,2016,Regular_Season,56.9
35294,Jimmy Butler,2016,Regular_Season,58.6
35295,Kyrie Irving,2016,Regular_Season,58.04
35296,John Wall,2016,Regular_Season,54.14
35297,Bradley Beal,2016,Regular_Season,60.41
35298,Paul George,2016,Regular_Season,58.71
35299,Klay Thompson,2016,Regular_Season,59.17
35300,Devin Booker,2016,Regular_Season,53.11
35301,Carmelo Anthony,2016,Regular_Season,53.53
35302,Gordon Hayward,2016,Regular_Season,59.53
35303,Kevin Durant,2016,Regular_Season,65.06
35304,Brook Lopez,2016,Regular_Season,57.76
35305,Harrison Barnes,2016,Regular_Season,54.07
35306,Goran Dragic,2016,Regular_Season,57.49
35307,Marc Gasol,2016,Regular_Season,55.36
35308,Lou Williams,2016,Regular_Season,59.25
35309,Mike Conley,2016,Regular_Season,60.42
35310,Dennis Schroder,2016,Regular_Season,53.31
35311,Eric Bledsoe,2016,Regular_Season,56.25
35312,Kyle Lowry,2016,Regular_Season,62.3
35313,Tobias Harris,2016,Regular_Season,56.77
35314,Blake Griffin,2016,Regular_Season,56.91
35315,Hassan Whiteside,2016,Regular_Season,57.89
35316,Jeff Teague,2016,Regular_Season,57.44
35317,Paul Millsap,2016,Regular_Season,54.16
35318,LaMarcus Aldridge,2016,Regular_Season,53.2
35319,Nikola Jokic,2016,Regular_Season,63.97
35320,Eric Gordon,2016,Regular_Season,55.67
35321,Jordan Clarkson,2016,Regular_Season,52.62
35322,Kristaps Porzingis,2016,Regular_Season,54.57
35323,Myles Turner,2016,Regular_Season,58.46
35324,Serge Ibaka,2016,Regular_Season,56.56
35325,J.J. Redick,2016,Regular_Season,59.92
35326,Evan Fournier,2016,Regular_Season,55.47
35327,Nicolas Batum,2016,Regular_Season,52.96
35328,Derrick Rose,2016,Regular_Season,53.02
35329,Danilo Gallinari,2016,Regular_Season,62.21
35330,Tim Hardaway Jr.,2016,Regular_Season,56.8
35331,Kevin Love,2016,Regular_Season,57.28
35332,Rudy Gobert,2016,Regular_Season,68.13
35333,Wilson Chandler,2016,Regular_Season,54.52
35334,Bojan Bogdanovic,2016,Regular_Season,58.46
35335,Andre Drummond,2016,Regular_Season,51.77
35336,Marcus Morris,2016,Regular_Season,50.76
35337,Chris Paul,2016,Regular_Season,61.37
35338,Nikola Vucevic,2016,Regular_Season,49.75
35339,Dwyane Wade,2016,Regular_Season,50.8
35340,Otto Porter,2016,Regular_Season,62.84
35341,Ersan Ilyasova,2016,Regular_Season,54.58
35342,Victor Oladipo,2016,Regular_Season,53.36
35343,Markieff Morris,2016,Regular_Season,54.04
35344,Kentavious Caldwell-Pope,2016,Regular_Season,51.86
35345,Elfrid Payton,2016,Regular_Season,52.05
35346,Dario Saric,2016,Regular_Season,50.79
35347,Enes Kanter,2016,Regular_Season,59.89
35348,DeAndre Jordan,2016,Regular_Season,67.34
35349,Jrue Holiday,2016,Regular_Season,53.21
35350,Zach Randolph,2016,Regular_Season,49.0
35351,Aaron Gordon,2016,Regular_Season,53.05
35352,Jamal Crawford,2016,Regular_Season,52.54
35353,Dwight Howard,2016,Regular_Season,62.66
35354,Tyler Johnson,2016,Regular_Season,53.54
35355,Jae Crowder,2016,Regular_Season,61.25
35356,Wesley Matthews,2016,Regular_Season,53.25
35357,D'Angelo Russell,2016,Regular_Season,51.8
35358,Ryan Anderson,2016,Regular_Season,58.34
35359,Julius Randle,2016,Regular_Season,54.34
35360,James Johnson,2016,Regular_Season,56.45
35361,Jonas Valanciunas,2016,Regular_Season,60.13
35362,Al Horford,2016,Regular_Season,55.32
35363,Greg Monroe,2016,Regular_Season,57.21
35364,T.J. Warren,2016,Regular_Season,53.93
35365,Trevor Ariza,2016,Regular_Season,54.84
35366,Sean Kilpatrick,2016,Regular_Season,54.61
35367,Steven Adams,2016,Regular_Season,58.91
35368,Darren Collison,2016,Regular_Season,57.02
35369,Seth Curry,2016,Regular_Season,60.11
35370,Avery Bradley,2016,Regular_Season,54.78
35371,Austin Rivers,2016,Regular_Season,54.54
35372,Marcin Gortat,2016,Regular_Season,59.34
35373,Frank Kaminsky,2016,Regular_Season,50.19
35374,Buddy Hield,2016,Regular_Season,54.1
35375,Robert Covington,2016,Regular_Season,53.43
35376,Terrence Ross,2016,Regular_Season,55.01
35377,Marvin Williams,2016,Regular_Season,55.13
35378,Taj Gibson,2016,Regular_Season,54.33
35379,Allen Crabbe,2016,Regular_Season,60.22
35380,Mason Plumlee,2016,Regular_Season,55.76
35381,Robin Lopez,2016,Regular_Season,51.11
35382,Ricky Rubio,2016,Regular_Season,53.91
35383,Marcus Smart,2016,Regular_Season,48.6
35384,Courtney Lee,2016,Regular_Season,55.88
35385,Will Barton,2016,Regular_Season,54.7
35386,Clint Capela,2016,Regular_Season,63.82
35387,Gorgui Dieng,2016,Regular_Season,55.55
35388,C.J. Miles,2016,Regular_Season,59.24
35389,Thaddeus Young,2016,Regular_Season,56.15
35390,Jamal Murray,2016,Regular_Season,51.8
35391,Kent Bazemore,2016,Regular_Season,50.38
35392,Pau Gasol,2016,Regular_Season,57.81
35393,Nick Young,2016,Regular_Season,58.8
35394,Marco Belinelli,2016,Regular_Season,56.61
35395,Draymond Green,2016,Regular_Season,52.17
35396,Maurice Harkless,2016,Regular_Season,56.96
35397,Shabazz Muhammad,2016,Regular_Season,56.63
35398,Malcolm Brogdon,2016,Regular_Season,55.54
35399,Jon Leuer,2016,Regular_Season,55.12
35400,Patty Mills,2016,Regular_Season,57.83
35401,Ish Smith,2016,Regular_Season,47.74
35402,Nik Stauskas,2016,Regular_Season,54.0
35403,Marquese Chriss,2016,Regular_Season,52.91
35404,Rodney Hood,2016,Regular_Season,52.19
35405,Nikola Mirotic,2016,Regular_Season,54.6
35406,Michael Kidd-Gilchrist,2016,Regular_Season,52.82
35407,Cory Joseph,2016,Regular_Season,51.77
35408,Brandon Ingram,2016,Regular_Season,47.43
35409,Joe Johnson,2016,Regular_Season,54.18
35410,Marreese Speights,2016,Regular_Season,58.44
35411,Trevor Booker,2016,Regular_Season,55.44
35412,Deron Williams,2016,Regular_Season,54.09
35413,E'Twaun Moore,2016,Regular_Season,53.72
35414,JaMychal Green,2016,Regular_Season,60.07
35415,Jameer Nelson,2016,Regular_Season,54.38
35416,Tony Snell,2016,Regular_Season,60.28
35417,Ty Lawson,2016,Regular_Season,55.14
35418,Kelly Olynyk,2016,Regular_Season,60.31
35419,Kyle Korver,2016,Regular_Season,63.55
35420,Channing Frye,2016,Regular_Season,61.17
35421,Rondae Hollis-Jefferson,2016,Regular_Season,51.66
35422,Jusuf Nurkic,2016,Regular_Season,52.84
35423,Gerald Henderson,2016,Regular_Season,52.91
35424,Wayne Ellington,2016,Regular_Season,56.45
35425,Tony Allen,2016,Regular_Season,49.29
35426,Patrick Beverley,2016,Regular_Season,54.63
35427,Cody Zeller,2016,Regular_Season,60.37
35428,DeMarre Carroll,2016,Regular_Season,53.04
35429,Tony Parker,2016,Regular_Season,51.41
35430,Jeff Green,2016,Regular_Season,50.48
35431,Norman Powell,2016,Regular_Season,55.21
35432,Tristan Thompson,2016,Regular_Season,59.35
35433,Monta Ellis,2016,Regular_Season,51.36
35434,Justin Holiday,2016,Regular_Season,54.87
35435,D.J. Augustin,2016,Regular_Season,52.4
35436,Alex Len,2016,Regular_Season,55.27
35437,Willie Cauley-Stein,2016,Regular_Season,55.81
35438,Maybyner Nene,2016,Regular_Season,62.95
35439,Jeremy Lamb,2016,Regular_Season,55.04
35440,Doug McDermott,2016,Regular_Season,55.43
35441,Kenneth Faried,2016,Regular_Season,58.8
35442,Willy Hernangomez,2016,Regular_Season,56.44
35443,Vince Carter,2016,Regular_Season,54.2
35444,Evan Turner,2016,Regular_Season,49.05
35445,Langston Galloway,2016,Regular_Season,51.03
35446,Joe Ingles,2016,Regular_Season,60.41
35447,Brandon Jennings,2016,Regular_Season,47.93
35448,Matt Dellavedova,2016,Regular_Season,50.07
35449,David Lee,2016,Regular_Season,61.31
35450,Andre Iguodala,2016,Regular_Season,62.41
35451,Iman Shumpert,2016,Regular_Season,53.63
35452,Solomon Hill,2016,Regular_Season,52.68
35453,T.J. McConnell,2016,Regular_Season,50.4
35454,Troy Daniels,2016,Regular_Season,53.11
35455,Isaiah Whitehead,2016,Regular_Season,48.68
35456,P.J. Tucker,2016,Regular_Season,51.63
35457,Rajon Rondo,2016,Regular_Season,46.14
35458,Raymond Felton,2016,Regular_Season,49.62
35459,Al Jefferson,2016,Regular_Season,52.62
35460,Al-Farouq Aminu,2016,Regular_Season,50.59
35461,Justin Anderson,2016,Regular_Season,53.65
35462,Sergio Rodriguez,2016,Regular_Season,48.37
35463,Michael Beasley,2016,Regular_Season,58.38
35464,Matt Barnes,2016,Regular_Season,51.45
35465,Montrezl Harrell,2016,Regular_Season,66.17
35466,Ian Clark,2016,Regular_Season,57.47
35467,Andre Roberson,2016,Regular_Season,50.99
35468,Amir Johnson,2016,Regular_Season,62.8
35469,Manu Ginobili,2016,Regular_Season,53.18
35470,Dwight Powell,2016,Regular_Season,58.76
35471,Jaylen Brown,2016,Regular_Season,53.92
35472,Arron Afflalo,2016,Regular_Season,55.87
35473,Garrett Temple,2016,Regular_Season,54.46
35474,Sam Dekker,2016,Regular_Season,54.91
35475,"Kelly Oubre, Jr.",2016,Regular_Season,51.59
35476,Danny Green,2016,Regular_Season,53.66
35477,Rodney McGruder,2016,Regular_Season,50.59
35478,Kyle O'Quinn,2016,Regular_Season,55.17
35479,Ben McLemore,2016,Regular_Season,53.81
35480,Luc Mbah a Moute,2016,Regular_Season,58.13
35481,Bismack Biyombo,2016,Regular_Season,54.64
35482,Jonathon Simmons,2016,Regular_Season,50.41
35483,Domantas Sabonis,2016,Regular_Season,46.92
35484,Derrick Favors,2016,Regular_Season,51.19
35485,JaVale McGee,2016,Regular_Season,64.16
35486,Kosta Koufos,2016,Regular_Season,56.05
35487,Tim Frazier,2016,Regular_Season,50.35
35488,Anthony Tolliver,2016,Regular_Season,59.55
35489,Mirza Teletovic,2016,Regular_Season,51.51
35490,"Larry Nance, Jr.",2016,Regular_Season,56.66
35491,Richard Jefferson,2016,Regular_Season,57.36
35492,Patrick Patterson,2016,Regular_Season,54.22
35493,Timothe Luwawu-Cabarrot,2016,Regular_Season,53.6
35494,Thabo Sefolosha,2016,Regular_Season,51.87
35495,Tyler Ulis,2016,Regular_Season,47.41
35496,Justin Hamilton,2016,Regular_Season,54.99
35497,Trey Lyles,2016,Regular_Season,46.44
35498,Bobby Portis,2016,Regular_Season,54.49
35499,Jerami Grant,2016,Regular_Season,55.64
35500,Devin Harris,2016,Regular_Season,55.07
35501,Mike Muscala,2016,Regular_Season,59.56
35502,Dante Cunningham,2016,Regular_Season,58.64
35503,Jared Dudley,2016,Regular_Season,57.93
35504,Spencer Dinwiddie,2016,Regular_Season,58.07
35505,Shelvin Mack,2016,Regular_Season,51.82
35506,James Ennis,2016,Regular_Season,58.07
35507,Zaza Pachulia,2016,Regular_Season,58.77
35508,Andrew Harrison,2016,Regular_Season,47.71
35509,Mindaugas Kuzminskas,2016,Regular_Season,53.27
35510,Jason Smith,2016,Regular_Season,59.75
35511,Glenn Robinson,2016,Regular_Season,56.4
35512,Leandro Barbosa,2016,Regular_Season,50.87
35513,Dante Exum,2016,Regular_Season,52.14
35514,Terry Rozier,2016,Regular_Season,46.59
35515,Alex Abrines,2016,Regular_Season,55.99
35516,Nemanja Bjelica,2016,Regular_Season,52.63
35517,Meyers Leonard,2016,Regular_Season,50.68
35518,John Henson,2016,Regular_Season,55.04
35519,Malcolm Delaney,2016,Regular_Season,45.58
35520,Shaun Livingston,2016,Regular_Season,56.8
35521,Dewayne Dedmon,2016,Regular_Season,64.52
35522,Tarik Black,2016,Regular_Season,56.0
35523,Joffrey Lauvergne,2016,Regular_Season,50.93
35524,Willie Reed,2016,Regular_Season,57.77
35525,Corey Brewer,2016,Regular_Season,49.08
35526,Jerian Grant,2016,Regular_Season,55.54
35527,Aron Baynes,2016,Regular_Season,56.97
35528,Randy Foye,2016,Regular_Season,50.61
35529,J.R. Smith,2016,Regular_Season,48.4
35530,Dorian Finney-Smith,2016,Regular_Season,48.63
35531,Stanley Johnson,2016,Regular_Season,43.65
35532,Boris Diaw,2016,Regular_Season,49.36
35533,Taurean Prince,2016,Regular_Season,51.32
35534,Noah Vonleh,2016,Regular_Season,52.51
35535,Luke Babbitt,2016,Regular_Season,56.33
35536,Aaron Brooks,2016,Regular_Season,50.69
35537,Mario Hezonja,2016,Regular_Season,45.03
35538,David West,2016,Regular_Season,57.11
35539,Cristiano Felicio,2016,Regular_Season,60.32
35540,Jason Terry,2016,Regular_Season,60.02
35541,Juancho Hernangomez,2016,Regular_Season,59.24
35542,Derrick Williams,2016,Regular_Season,53.68
35543,Davis Bertans,2016,Regular_Season,60.85
35544,Jonas Jerebko,2016,Regular_Season,53.72
35545,Kris Dunn,2016,Regular_Season,43.22
35546,Denzel Valentine,2016,Regular_Season,49.17
35547,Trey Burke,2016,Regular_Season,53.22
35548,Patrick McCaw,2016,Regular_Season,53.97
