,Player,Season,Stage,Turnovers/Fouls,per_game
7833,Brian Shaw,1999,Regular_Season,Fouls,1.42
7834,Jacque Vaughn,1999,Regular_Season,Fouls,1.18
7835,Quincy Lewis,1999,Regular_Season,Fouls,2.14
7836,Jermaine O'Neal,1999,Regular_Season,Fouls,1.81
7837,Bruce Bowen,1999,Regular_Season,Fouls,1.71
7838,Michael Ruffin,1999,Regular_Season,Fouls,2.39
7839,Travis Knight,1999,Regular_Season,Fouls,1.4
7840,Shaquille O'Neal,1999,Playoffs,Fouls,2.91
7841,Reggie Miller,1999,Playoffs,Fouls,1.68
7842,Jalen Rose,1999,Playoffs,Fouls,3.09
7843,Kobe Bryant,1999,Playoffs,Fouls,4.05
7844,Latrell Sprewell,1999,Playoffs,Fouls,1.75
7845,Rasheed Wallace,1999,Playoffs,Fouls,3.25
7846,Glen Rice,1999,Playoffs,Fouls,2.17
7847,Allan Houston,1999,Playoffs,Fouls,2.62
7848,Steve Smith,1999,Playoffs,Fouls,2.75
7849,Karl Malone,1999,Playoffs,Fouls,3.1
7850,Allen Iverson,1999,Playoffs,Fouls,2.4
7851,Rik Smits,1999,Playoffs,Fouls,3.82
7852,Scottie Pippen,1999,Playoffs,Fouls,3.06
7853,Austin Croshere,1999,Playoffs,Fouls,2.22
7854,Alonzo Mourning,1999,Playoffs,Fouls,4.0
7855,Patrick Ewing,1999,Playoffs,Fouls,3.43
7856,Travis Best,1999,Playoffs,Fouls,2.65
7857,Ron Harper,1999,Playoffs,Fouls,2.7
7858,Dale Davis,1999,Playoffs,Fouls,3.61
7859,Mark Jackson,1999,Playoffs,Fouls,1.87
7860,Penny Hardaway,1999,Playoffs,Fouls,3.22
7861,Arvydas Sabonis,1999,Playoffs,Fouls,3.69
7862,Larry Johnson,1999,Playoffs,Fouls,2.94
7863,Robert Horry,1999,Playoffs,Fouls,3.83
7864,Jamal Mashburn,1999,Playoffs,Fouls,3.0
7865,Cliff Robinson,1999,Playoffs,Fouls,3.89
7866,Charlie Ward,1999,Playoffs,Fouls,2.5
7867,Damon Stoudamire,1999,Playoffs,Fouls,2.69
7868,Bryon Russell,1999,Playoffs,Fouls,2.7
7869,Aaron McKie,1999,Playoffs,Fouls,2.6
7870,Theo Ratliff,1999,Playoffs,Fouls,3.5
7871,Gary Payton,1999,Playoffs,Fouls,3.2
7872,Rodney Rogers,1999,Playoffs,Fouls,3.44
7873,Tyrone Hill,1999,Playoffs,Fouls,3.8
7874,Chris Webber,1999,Playoffs,Fouls,2.8
7875,Brian Shaw,1999,Playoffs,Fouls,2.09
7876,Jeff Hornacek,1999,Playoffs,Fouls,2.8
7877,John Stockton,1999,Playoffs,Fouls,3.0
7878,Sam Perkins,1999,Playoffs,Fouls,1.96
7879,Ray Allen,1999,Playoffs,Fouls,2.0
7880,Bonzi Wells,1999,Playoffs,Fouls,2.36
7881,Rick Fox,1999,Playoffs,Fouls,2.96
7882,Derek Fisher,1999,Playoffs,Fouls,1.43
7883,David Robinson,1999,Playoffs,Fouls,3.75
7884,Toni Kukoc,1999,Playoffs,Fouls,2.6
7885,Dan Majerle,1999,Playoffs,Fouls,3.4
7886,A.C. Green,1999,Playoffs,Fouls,1.91
7887,Brian Grant,1999,Playoffs,Fouls,3.31
7888,Chris Childs,1999,Playoffs,Fouls,3.31
7889,Detlef Schrempf,1999,Playoffs,Fouls,1.87
7890,Shawn Marion,1999,Playoffs,Fouls,1.89
7891,Derrick Coleman,1999,Playoffs,Fouls,2.75
7892,Sam Cassell,1999,Playoffs,Fouls,3.8
7893,Terrell Brandon,1999,Playoffs,Fouls,2.75
7894,Marcus Camby,1999,Playoffs,Fouls,3.19
7895,Anthony Carter,1999,Playoffs,Fouls,2.2
7896,Tim Thomas,1999,Playoffs,Fouls,2.8
7897,Rashard Lewis,1999,Playoffs,Fouls,2.2
7898,Glenn Robinson,1999,Playoffs,Fouls,3.6
7899,Kevin Garnett,1999,Playoffs,Fouls,3.0
7900,P.J. Brown,1999,Playoffs,Fouls,4.2
7901,Jerry Stackhouse,1999,Playoffs,Fouls,1.33
7902,Matt Geiger,1999,Playoffs,Fouls,2.88
7903,Vin Baker,1999,Playoffs,Fouls,3.8
7904,Kurt Thomas,1999,Playoffs,Fouls,2.75
7905,Eddie Jones,1999,Playoffs,Fouls,3.0
7906,Clarence Weatherspoon,1999,Playoffs,Fouls,2.3
7907,Greg Anthony,1999,Playoffs,Fouls,1.8
7908,Jason Kidd,1999,Playoffs,Fouls,2.33
7909,George Lynch,1999,Playoffs,Fouls,3.3
7910,Olden Polynice,1999,Playoffs,Fouls,3.6
7911,Vince Carter,1999,Playoffs,Fouls,4.0
7912,Elden Campbell,1999,Playoffs,Fouls,4.0
7913,Vlade Divac,1999,Playoffs,Fouls,4.4
7914,Tony Delk,1999,Playoffs,Fouls,2.2
7915,Tim Hardaway,1999,Playoffs,Fouls,1.43
7916,Jason Williams,1999,Playoffs,Fouls,1.6
7917,Shammond Williams,1999,Playoffs,Fouls,0.6
7918,Scott Williams,1999,Playoffs,Fouls,3.2
7919,Howard Eisley,1999,Playoffs,Fouls,2.4
7920,Anthony Mason,1999,Playoffs,Fouls,3.25
7921,Tracy McGrady,1999,Playoffs,Fouls,3.33
7922,Malik Sealy,1999,Playoffs,Fouls,2.5
7923,Avery Johnson,1999,Playoffs,Fouls,2.5
7924,Derrick McKey,1999,Playoffs,Fouls,1.96
7925,Corie Blount,1999,Playoffs,Fouls,4.0
7926,David Wesley,1999,Playoffs,Fouls,4.25
7927,Peja Stojakovic,1999,Playoffs,Fouls,1.4
7928,Brent Barry,1999,Playoffs,Fouls,4.0
7929,Todd Day,1999,Playoffs,Fouls,2.67
7930,Ruben Patterson,1999,Playoffs,Fouls,1.2
7931,Sean Elliott,1999,Playoffs,Fouls,3.25
7932,Antonio Davis,1999,Playoffs,Fouls,3.0
7933,Jon Barry,1999,Playoffs,Fouls,1.4
7934,Kevin Willis,1999,Playoffs,Fouls,3.67
7935,Luc Longley,1999,Playoffs,Fouls,4.0
7936,Eric Snow,1999,Playoffs,Fouls,2.8
7937,Samaki Walker,1999,Playoffs,Fouls,3.25
7938,Nick Anderson,1999,Playoffs,Fouls,1.8
7939,Bruce Bowen,1999,Playoffs,Fouls,2.7
7940,Armen Gilliam,1999,Playoffs,Fouls,1.5
7941,Corliss Williamson,1999,Playoffs,Fouls,1.6
7942,Otis Thorpe,1999,Playoffs,Fouls,2.9
7943,Ervin Johnson,1999,Playoffs,Fouls,3.8
7944,Chris Mullin,1999,Playoffs,Fouls,0.78
7945,Greg Ostertag,1999,Playoffs,Fouls,2.5
7946,Charles Oakley,1999,Playoffs,Fouls,4.67
7947,Anthony Peeler,1999,Playoffs,Fouls,2.25
7948,Mario Elie,1999,Playoffs,Fouls,1.0
7949,Brad Miller,1999,Playoffs,Fouls,2.75
7950,Antonio Daniels,1999,Playoffs,Fouls,1.25
7951,Kevin Johnson,1999,Playoffs,Fouls,1.11
7952,Jacque Vaughn,1999,Playoffs,Fouls,0.71
7953,Michael Curry,1999,Playoffs,Fouls,1.67
7954,Vinny Del Negro,1999,Playoffs,Fouls,0.8
7955,Quincy Lewis,1999,Playoffs,Fouls,3.0
7956,Darvin Ham,1999,Playoffs,Fouls,4.2
7957,Rasho Nesterovic,1999,Playoffs,Fouls,5.0
7958,Terry Mills,1999,Playoffs,Fouls,4.0
7959,Lindsey Hunter,1999,Playoffs,Fouls,1.33
7960,Horace Grant,1999,Playoffs,Fouls,2.4
7961,Wally Szczerbiak,1999,Playoffs,Fouls,1.75
7962,Sam Mitchell,1999,Playoffs,Fouls,1.25
7963,Malik Rose,1999,Playoffs,Fouls,3.0
7964,Kevin Ollie,1999,Playoffs,Fouls,0.5
7965,Christian Laettner,1999,Playoffs,Fouls,4.67
7966,Scot Pollard,1999,Playoffs,Fouls,3.6
7967,Terry Porter,1999,Playoffs,Fouls,1.0
7968,Joe Smith,1999,Playoffs,Fouls,3.75
7969,Greg Foster,1999,Playoffs,Fouls,2.8
7970,John Salley,1999,Playoffs,Fouls,0.89
7971,Muggsy Bogues,1999,Playoffs,Fouls,1.33
7972,Jerome Williams,1999,Playoffs,Fouls,2.67
7973,Randy Livingston,1999,Playoffs,Fouls,0.86
7974,Doug Christie,1999,Playoffs,Fouls,3.33
7975,Jerry Stackhouse,2000,Regular_Season,Fouls,2.0
7976,Allen Iverson,2000,Regular_Season,Fouls,2.07
7977,Shaquille O'Neal,2000,Regular_Season,Fouls,3.46
7978,Paul Pierce,2000,Regular_Season,Fouls,3.06
7979,Vince Carter,2000,Regular_Season,Fouls,2.73
7980,Tracy McGrady,2000,Regular_Season,Fouls,2.08
7981,Antawn Jamison,2000,Regular_Season,Fouls,2.74
7982,Kobe Bryant,2000,Regular_Season,Fouls,3.26
7983,Chris Webber,2000,Regular_Season,Fouls,3.23
7984,Antoine Walker,2000,Regular_Season,Fouls,3.1
7985,Karl Malone,2000,Regular_Season,Fouls,2.67
7986,Gary Payton,2000,Regular_Season,Fouls,2.33
7987,Tim Duncan,2000,Regular_Season,Fouls,3.01
7988,Ray Allen,2000,Regular_Season,Fouls,2.34
7989,Kevin Garnett,2000,Regular_Season,Fouls,2.52
7990,Dirk Nowitzki,2000,Regular_Season,Fouls,2.99
7991,Michael Finley,2000,Regular_Season,Fouls,2.12
7992,Glenn Robinson,2000,Regular_Season,Fouls,2.51
7993,Shareef Abdur-Rahim,2000,Regular_Season,Fouls,2.94
7994,Jason Terry,2000,Regular_Season,Fouls,2.49
7995,Stephon Marbury,2000,Regular_Season,Fouls,2.24
7996,Steve Francis,2000,Regular_Season,Fouls,3.42
7997,Cuttino Mobley,2000,Regular_Season,Fouls,2.14
7998,Peja Stojakovic,2000,Regular_Season,Fouls,1.92
7999,Jamal Mashburn,2000,Regular_Season,Fouls,2.43
8000,Reggie Miller,2000,Regular_Season,Fouls,2.0
8001,Elton Brand,2000,Regular_Season,Fouls,3.28
8002,Jalen Rose,2000,Regular_Season,Fouls,3.19
8003,Rasheed Wallace,2000,Regular_Season,Fouls,2.68
8004,Juwan Howard,2000,Regular_Season,Fouls,3.6
8005,Allan Houston,2000,Regular_Season,Fouls,2.44
8006,Antonio McDyess,2000,Regular_Season,Fouls,3.14
8007,David Wesley,2000,Regular_Season,Fouls,2.68
8008,Richard Hamilton,2000,Regular_Season,Fouls,2.6
8009,Sam Cassell,2000,Regular_Season,Fouls,2.82
8010,Shawn Marion,2000,Regular_Season,Fouls,2.67
8011,Latrell Sprewell,2000,Regular_Season,Fouls,2.06
8012,Cliff Robinson,2000,Regular_Season,Fouls,3.15
8013,Lamar Odom,2000,Regular_Season,Fouls,3.11
8014,Mike Bibby,2000,Regular_Season,Fouls,1.8
8015,Jason Kidd,2000,Regular_Season,Fouls,2.22
8016,Andre Miller,2000,Regular_Season,Fouls,2.79
8017,Anthony Mason,2000,Regular_Season,Fouls,2.89
8018,Derek Anderson,2000,Regular_Season,Fouls,2.29
8019,Nick Van Exel,2000,Regular_Season,Fouls,1.54
8020,Terrell Brandon,2000,Regular_Season,Fouls,1.77
8021,Brian Grant,2000,Regular_Season,Fouls,3.57
8022,Darrell Armstrong,2000,Regular_Season,Fouls,2.07
8023,David Robinson,2000,Regular_Season,Fouls,2.65
8024,Rashard Lewis,2000,Regular_Season,Fouls,2.45
8025,Tim Hardaway,2000,Regular_Season,Fouls,2.01
8026,Wally Szczerbiak,2000,Regular_Season,Fouls,2.76
8027,Michael Dickerson,2000,Regular_Season,Fouls,2.96
8028,Baron Davis,2000,Regular_Season,Fouls,3.26
8029,Steve Smith,2000,Regular_Season,Fouls,2.51
8030,Donyell Marshall,2000,Regular_Season,Fouls,2.42
8031,Steve Nash,2000,Regular_Season,Fouls,2.26
8032,Antonio Davis,2000,Regular_Season,Fouls,2.95
8033,Damon Stoudamire,2000,Regular_Season,Fouls,2.46
8034,Jeff McInnis,2000,Regular_Season,Fouls,2.46
8035,Jermaine O'Neal,2000,Regular_Season,Fouls,3.46
8036,Elden Campbell,2000,Regular_Season,Fouls,3.59
8037,Raef LaFrentz,2000,Regular_Season,Fouls,3.72
8038,Tony Delk,2000,Regular_Season,Fouls,2.09
8039,Rodney Rogers,2000,Regular_Season,Fouls,3.28
8040,Lamond Murray,2000,Regular_Season,Fouls,2.22
8041,Doug Christie,2000,Regular_Season,Fouls,2.77
8042,Ruben Patterson,2000,Regular_Season,Fouls,2.32
8043,Mike Miller,2000,Regular_Season,Fouls,2.44
8044,Vlade Divac,2000,Regular_Season,Fouls,2.99
8045,Voshon Lenard,2000,Regular_Season,Fouls,2.12
8046,Chucky Atkins,2000,Regular_Season,Fouls,2.27
8047,Tim Thomas,2000,Regular_Season,Fouls,2.55
8048,Bonzi Wells,2000,Regular_Season,Fouls,2.71
8049,John Stockton,2000,Regular_Season,Fouls,2.37
8050,Bryon Russell,2000,Regular_Season,Fouls,2.94
8051,Vin Baker,2000,Regular_Season,Fouls,3.47
8052,Clarence Weatherspoon,2000,Regular_Season,Fouls,2.09
8053,Travis Best,2000,Regular_Season,Fouls,3.19
8054,Metta World Peace,2000,Regular_Season,Fouls,3.34
8055,Glen Rice,2000,Regular_Season,Fouls,2.39
8056,Johnny Newman,2000,Regular_Season,Fouls,2.79
8057,Lorenzen Wright,2000,Regular_Season,Fouls,3.27
8058,Aaron McKie,2000,Regular_Season,Fouls,2.34
8059,Eric Piatkowski,2000,Regular_Season,Fouls,1.52
8060,Chris Gatling,2000,Regular_Season,Fouls,2.5
8061,Aaron Williams,2000,Regular_Season,Fouls,3.89
8062,Lindsey Hunter,2000,Regular_Season,Fouls,2.1
8063,Austin Croshere,2000,Regular_Season,Fouls,2.22
8064,Alvin Williams,2000,Regular_Season,Fouls,2.09
8065,Kurt Thomas,2000,Regular_Season,Fouls,3.73
8066,Anthony Peeler,2000,Regular_Season,Fouls,2.21
8067,Rick Fox,2000,Regular_Season,Fouls,2.74
8068,LaPhonso Ellis,2000,Regular_Season,Fouls,3.54
8069,Alan Henderson,2000,Regular_Season,Fouls,2.25
8070,Darius Miles,2000,Regular_Season,Fouls,2.36
8071,Patrick Ewing,2000,Regular_Season,Fouls,2.9
8072,Bryant Stith,2000,Regular_Season,Fouls,2.33
8073,Dikembe Mutombo,2000,Regular_Season,Fouls,2.72
8074,Charles Oakley,2000,Regular_Season,Fouls,3.31
8075,Morris Peterson,2000,Regular_Season,Fouls,2.05
8076,Antonio Daniels,2000,Regular_Season,Fouls,1.52
8077,Howard Eisley,2000,Regular_Season,Fouls,2.66
8078,George McCloud,2000,Regular_Season,Fouls,2.17
8079,Tyrone Hill,2000,Regular_Season,Fouls,3.18
8080,Christian Laettner,2000,Regular_Season,Fouls,3.1
8081,Kevin Willis,2000,Regular_Season,Fouls,2.77
8082,Jason Williams,2000,Regular_Season,Fouls,1.48
8083,Chauncey Billups,2000,Regular_Season,Fouls,2.31
8084,Shandon Anderson,2000,Regular_Season,Fouls,2.46
8085,Michael Olowokandi,2000,Regular_Season,Fouls,3.05
8086,John Starks,2000,Regular_Season,Fouls,2.89
8087,George Lynch,2000,Regular_Season,Fouls,2.71
8088,Lucious Harris,2000,Regular_Season,Fouls,1.74
8089,Marcus Fizer,2000,Regular_Season,Fouls,2.43
8090,P.J. Brown,2000,Regular_Season,Fouls,3.25
8091,Fred Hoiberg,2000,Regular_Season,Fouls,2.09
8092,James Posey,2000,Regular_Season,Fouls,2.76
8093,Othella Harrington,2000,Regular_Season,Fouls,3.2
8094,Horace Grant,2000,Regular_Season,Fouls,2.35
8095,John Amaechi,2000,Regular_Season,Fouls,2.13
8096,Keon Clark,2000,Regular_Season,Fouls,3.01
8097,Stephen Jackson,2000,Regular_Season,Fouls,2.16
8098,Mark Jackson,2000,Regular_Season,Fouls,1.67
8099,Pat Garrity,2000,Regular_Season,Fouls,3.17
8100,Bruce Bowen,2000,Regular_Season,Fouls,3.28
8101,Bryant Reeves,2000,Regular_Season,Fouls,3.24
8102,Quentin Richardson,2000,Regular_Season,Fouls,1.29
8103,Vitaly Potapenko,2000,Regular_Season,Fouls,2.78
8104,Danny Manning,2000,Regular_Season,Fouls,2.67
8105,Walt Williams,2000,Regular_Season,Fouls,2.12
8106,Al Harrington,2000,Regular_Season,Fouls,2.86
8107,Bo Outlaw,2000,Regular_Season,Fouls,3.01
8108,Dale Davis,2000,Regular_Season,Fouls,2.46
8109,Shawn Bradley,2000,Regular_Season,Fouls,3.12
8110,Terry Porter,2000,Regular_Season,Fouls,1.1
8111,Bobby Jackson,2000,Regular_Season,Fouls,1.76
8112,Felipe Lopez,2000,Regular_Season,Fouls,2.23
8113,Moochie Norris,2000,Regular_Season,Fouls,1.02
8114,Eric Williams,2000,Regular_Season,Fouls,2.21
8115,Kenny Thomas,2000,Regular_Season,Fouls,2.41
8116,Ben Wallace,2000,Regular_Season,Fouls,2.4
8117,Jason Caffey,2000,Regular_Season,Fouls,2.63
8118,Scot Pollard,2000,Regular_Season,Fouls,2.68
8119,Jacque Vaughn,2000,Regular_Season,Fouls,1.77
8120,Eddie Robinson,2000,Regular_Season,Fouls,0.99
8121,Eric Snow,2000,Regular_Season,Fouls,2.46
8122,Michael Doleac,2000,Regular_Season,Fouls,3.1
8123,Robert Pack,2000,Regular_Season,Fouls,1.54
8124,Desmond Mason,2000,Regular_Season,Fouls,1.87
8125,Damon Jones,2000,Regular_Season,Fouls,0.82
8126,Anthony Carter,2000,Regular_Season,Fouls,2.14
8127,Keyon Dooling,2000,Regular_Season,Fouls,1.41
8128,Danny Ferry,2000,Regular_Season,Fouls,2.11
8129,Sean Rooks,2000,Regular_Season,Fouls,2.4
8130,Malik Rose,2000,Regular_Season,Fouls,2.6
8131,Olden Polynice,2000,Regular_Season,Fouls,2.98
8132,Dell Curry,2000,Regular_Season,Fouls,0.93
8133,Mateen Cleaves,2000,Regular_Season,Fouls,1.96
8134,Brian Shaw,2000,Regular_Season,Fouls,1.99
8135,Monty Williams,2000,Regular_Season,Fouls,1.66
8136,Robert Horry,2000,Regular_Season,Fouls,2.66
8137,Scott Williams,2000,Regular_Season,Fouls,2.7
8138,Robert Traylor,2000,Regular_Season,Fouls,2.91
8139,DerMarr Johnson,2000,Regular_Season,Fouls,1.72
8140,Stromile Swift,2000,Regular_Season,Fouls,2.0
8141,Hedo Turkoglu,2000,Regular_Season,Fouls,1.88
8142,Jerome Williams,2000,Regular_Season,Fouls,2.1
8143,A.C. Green,2000,Regular_Season,Fouls,1.45
8144,Greg Ostertag,2000,Regular_Season,Fouls,2.65
8145,Chris Childs,2000,Regular_Season,Fouls,3.14
8146,Mikki Moore,2000,Regular_Season,Fouls,2.49
8147,Troy Hudson,2000,Regular_Season,Fouls,1.09
8148,Jamaal Magloire,2000,Regular_Season,Fouls,1.88
8149,Rasho Nesterovic,2000,Regular_Season,Fouls,2.59
8150,Samaki Walker,2000,Regular_Season,Fouls,1.69
8151,Hanno Mottola,2000,Regular_Season,Fouls,2.23
8152,Jelani McCoy,2000,Regular_Season,Fouls,2.01
8153,Jumaine Jones,2000,Regular_Season,Fouls,1.05
8154,Michael Smith,2000,Regular_Season,Fouls,1.97
8155,Mario Elie,2000,Regular_Season,Fouls,1.65
8156,Sam Mitchell,2000,Regular_Season,Fouls,1.43
8157,Ervin Johnson,2000,Regular_Season,Fouls,3.13
8158,Andrew DeClercq,2000,Regular_Season,Fouls,2.96
8159,Todd MacCulloch,2000,Regular_Season,Fouls,1.52
8160,Evan Eschmeyer,2000,Regular_Season,Fouls,2.97
8161,Jeff Foster,2000,Regular_Season,Fouls,2.14
8162,Kevin Ollie,2000,Regular_Season,Fouls,1.2
8163,Dean Garrett,2000,Regular_Season,Fouls,1.33
8164,Derrick McKey,2000,Regular_Season,Fouls,2.06
8165,Mark Madsen,2000,Regular_Season,Fouls,1.59
8166,Allen Iverson,2000,Playoffs,Fouls,2.5
8167,Shaquille O'Neal,2000,Playoffs,Fouls,3.44
8168,Kobe Bryant,2000,Playoffs,Fouls,3.31
8169,Ray Allen,2000,Playoffs,Fouls,2.39
8170,Glenn Robinson,2000,Playoffs,Fouls,2.39
8171,Aaron McKie,2000,Playoffs,Fouls,2.91
8172,Vince Carter,2000,Playoffs,Fouls,3.75
8173,Dikembe Mutombo,2000,Playoffs,Fouls,2.43
8174,Tim Duncan,2000,Playoffs,Fouls,3.23
8175,Sam Cassell,2000,Playoffs,Fouls,4.22
8176,Jamal Mashburn,2000,Playoffs,Fouls,2.4
8177,Dirk Nowitzki,2000,Playoffs,Fouls,3.7
8178,David Robinson,2000,Playoffs,Fouls,3.23
8179,Derek Fisher,2000,Playoffs,Fouls,2.75
8180,Eric Snow,2000,Playoffs,Fouls,2.74
8181,Tim Thomas,2000,Playoffs,Fouls,2.89
8182,Antonio Davis,2000,Playoffs,Fouls,2.92
8183,Michael Finley,2000,Playoffs,Fouls,2.3
8184,Chris Webber,2000,Playoffs,Fouls,3.62
8185,Baron Davis,2000,Playoffs,Fouls,3.3
8186,Antonio Daniels,2000,Playoffs,Fouls,1.69
8187,Peja Stojakovic,2000,Playoffs,Fouls,2.12
8188,David Wesley,2000,Playoffs,Fouls,2.8
8189,Tyrone Hill,2000,Playoffs,Fouls,3.48
8190,Alvin Williams,2000,Playoffs,Fouls,2.92
8191,Rick Fox,2000,Playoffs,Fouls,3.5
8192,Karl Malone,2000,Playoffs,Fouls,2.6
8193,Steve Nash,2000,Playoffs,Fouls,1.9
8194,Tracy McGrady,2000,Playoffs,Fouls,2.75
8195,Scott Williams,2000,Playoffs,Fouls,3.29
8196,Juwan Howard,2000,Playoffs,Fouls,3.8
8197,Jumaine Jones,2000,Playoffs,Fouls,1.43
8198,Reggie Miller,2000,Playoffs,Fouls,0.75
8199,Elden Campbell,2000,Playoffs,Fouls,3.7
8200,Charles Oakley,2000,Playoffs,Fouls,2.5
8201,Chris Childs,2000,Playoffs,Fouls,4.0
8202,Terry Porter,2000,Playoffs,Fouls,1.08
8203,Allan Houston,2000,Playoffs,Fouls,3.4
8204,Ervin Johnson,2000,Playoffs,Fouls,2.89
8205,Horace Grant,2000,Playoffs,Fouls,2.69
8206,Robert Horry,2000,Playoffs,Fouls,3.12
8207,Latrell Sprewell,2000,Playoffs,Fouls,3.4
8208,Vlade Divac,2000,Playoffs,Fouls,3.12
8209,Kevin Garnett,2000,Playoffs,Fouls,3.25
8210,P.J. Brown,2000,Playoffs,Fouls,3.0
8211,Doug Christie,2000,Playoffs,Fouls,3.88
8212,Dell Curry,2000,Playoffs,Fouls,0.83
8213,Avery Johnson,2000,Playoffs,Fouls,1.85
8214,Danny Ferry,2000,Playoffs,Fouls,2.46
8215,Kurt Thomas,2000,Playoffs,Fouls,5.2
8216,Jalen Rose,2000,Playoffs,Fouls,4.5
8217,Bryon Russell,2000,Playoffs,Fouls,2.6
8218,Brian Shaw,2000,Playoffs,Fouls,2.31
8219,Jason Williams,2000,Playoffs,Fouls,1.75
8220,Eddie Robinson,2000,Playoffs,Fouls,1.2
8221,Jason Caffey,2000,Playoffs,Fouls,2.44
8222,Shawn Bradley,2000,Playoffs,Fouls,3.7
8223,Lindsey Hunter,2000,Playoffs,Fouls,1.33
8224,Malik Rose,2000,Playoffs,Fouls,2.92
8225,Terrell Brandon,2000,Playoffs,Fouls,2.5
8226,Glen Rice,2000,Playoffs,Fouls,2.0
8227,Hedo Turkoglu,2000,Playoffs,Fouls,2.25
8228,Cliff Robinson,2000,Playoffs,Fouls,3.5
8229,Shawn Marion,2000,Playoffs,Fouls,3.25
8230,Jason Kidd,2000,Playoffs,Fouls,3.25
8231,George Lynch,2000,Playoffs,Fouls,3.0
8232,Sean Elliott,2000,Playoffs,Fouls,1.75
8233,Eddie Jones,2000,Playoffs,Fouls,3.0
8234,Bobby Jackson,2000,Playoffs,Fouls,2.25
8235,Todd MacCulloch,2000,Playoffs,Fouls,0.78
8236,Wally Szczerbiak,2000,Playoffs,Fouls,1.5
8237,Derek Anderson,2000,Playoffs,Fouls,1.43
8238,Darrell Armstrong,2000,Playoffs,Fouls,2.5
8239,Damon Stoudamire,2000,Playoffs,Fouls,2.0
8240,Donyell Marshall,2000,Playoffs,Fouls,3.8
8241,Howard Eisley,2000,Playoffs,Fouls,2.0
8242,Steve Smith,2000,Playoffs,Fouls,1.0
8243,Rasheed Wallace,2000,Playoffs,Fouls,3.0
8244,John Stockton,2000,Playoffs,Fouls,3.8
8245,Danny Manning,2000,Playoffs,Fouls,4.2
8246,Scot Pollard,2000,Playoffs,Fouls,3.75
8247,Mike Miller,2000,Playoffs,Fouls,3.25
8248,Pat Garrity,2000,Playoffs,Fouls,2.75
8249,Tony Delk,2000,Playoffs,Fouls,1.75
8250,Mark Jackson,2000,Playoffs,Fouls,1.2
8251,Morris Peterson,2000,Playoffs,Fouls,1.25
8252,Austin Croshere,2000,Playoffs,Fouls,3.75
8253,Scottie Pippen,2000,Playoffs,Fouls,4.67
8254,Travis Best,2000,Playoffs,Fouls,3.75
8255,Jermaine O'Neal,2000,Playoffs,Fouls,3.5
8256,Jamaal Magloire,2000,Playoffs,Fouls,2.0
8257,Olden Polynice,2000,Playoffs,Fouls,2.6
8258,Calvin Booth,2000,Playoffs,Fouls,2.9
8259,Matt Geiger,2000,Playoffs,Fouls,2.5
8260,Eddie House,2000,Playoffs,Fouls,2.33
8261,Mario Elie,2000,Playoffs,Fouls,1.5
8262,Jerome Williams,2000,Playoffs,Fouls,2.09
8263,Keon Clark,2000,Playoffs,Fouls,1.45
8264,Alonzo Mourning,2000,Playoffs,Fouls,3.0
8265,Rodney Rogers,2000,Playoffs,Fouls,4.0
8266,Bo Outlaw,2000,Playoffs,Fouls,3.75
8267,Arvydas Sabonis,2000,Playoffs,Fouls,4.0
8268,Raja Bell,2000,Playoffs,Fouls,1.33
8269,Anthony Peeler,2000,Playoffs,Fouls,2.5
8270,Kevin Ollie,2000,Playoffs,Fouls,0.52
8271,Greg Buckner,2000,Playoffs,Fouls,2.4
8272,Steve Kerr,2000,Playoffs,Fouls,0.89
8273,Brian Grant,2000,Playoffs,Fouls,3.0
8274,Tyronn Lue,2000,Playoffs,Fouls,0.73
8275,Darvin Ham,2000,Playoffs,Fouls,2.21
8276,Derrick Coleman,2000,Playoffs,Fouls,2.4
8277,Marcus Camby,2000,Playoffs,Fouls,4.5
8278,Charlie Ward,2000,Playoffs,Fouls,1.6
8279,LaPhonso Ellis,2000,Playoffs,Fouls,3.25
8280,Tom Gugliotta,2000,Playoffs,Fouls,2.25
8281,David Benoit,2000,Playoffs,Fouls,1.5
8282,Rodney Buford,2000,Playoffs,Fouls,1.0
8283,Othella Harrington,2000,Playoffs,Fouls,3.0
8284,Anthony Carter,2000,Playoffs,Fouls,3.0
8285,Dan Majerle,2000,Playoffs,Fouls,2.33
8286,Anthony Mason,2000,Playoffs,Fouls,2.0
8287,Samaki Walker,2000,Playoffs,Fouls,1.0
8288,Jake Tsakalidis,2000,Playoffs,Fouls,2.75
8289,Greg Ostertag,2000,Playoffs,Fouls,2.0
8290,Paul Pierce,2001,Regular_Season,Fouls,2.89
8291,Tim Duncan,2001,Regular_Season,Fouls,2.65
8292,Kobe Bryant,2001,Regular_Season,Fouls,2.85
8293,Tracy McGrady,2001,Regular_Season,Fouls,1.83
8294,Allen Iverson,2001,Regular_Season,Fouls,1.7
8295,Shaquille O'Neal,2001,Regular_Season,Fouls,2.97
8296,Gary Payton,2001,Regular_Season,Fouls,2.18
8297,Antoine Walker,2001,Regular_Season,Fouls,2.91
8298,Karl Malone,2001,Regular_Season,Fouls,2.86
8299,Dirk Nowitzki,2001,Regular_Season,Fouls,2.92
8300,Kevin Garnett,2001,Regular_Season,Fouls,2.26
8301,Jalen Rose,2001,Regular_Season,Fouls,3.02
