,Player,Season,Stage,Rebound_type,Rebounds_per_game
13075,Corey Brewer,2014,Playoffs,Defensive Rebounds,2.12
13076,DeAndre Jordan,2014,Playoffs,Defensive Rebounds,9.86
13077,Iman Shumpert,2014,Playoffs,Defensive Rebounds,3.75
13078,Jamal Crawford,2014,Playoffs,Defensive Rebounds,1.71
13079,Terrence Jones,2014,Playoffs,Defensive Rebounds,3.06
13080,Zach Randolph,2014,Playoffs,Defensive Rebounds,5.55
13081,Kyle Korver,2014,Playoffs,Defensive Rebounds,4.93
13082,Jason Terry,2014,Playoffs,Defensive Rebounds,1.88
13083,Courtney Lee,2014,Playoffs,Defensive Rebounds,2.27
13084,Paul Pierce,2014,Playoffs,Defensive Rebounds,4.2
13085,Pau Gasol,2014,Playoffs,Defensive Rebounds,7.7
13086,Dennis Schroder,2014,Playoffs,Defensive Rebounds,1.5
13087,Matt Dellavedova,2014,Playoffs,Defensive Rebounds,1.55
13088,Kawhi Leonard,2014,Playoffs,Defensive Rebounds,5.57
13089,Mike Dunleavy,2014,Playoffs,Defensive Rebounds,3.42
13090,Monta Ellis,2014,Playoffs,Defensive Rebounds,2.4
13091,Anthony Davis,2014,Playoffs,Defensive Rebounds,8.75
13092,Tim Duncan,2014,Playoffs,Defensive Rebounds,8.43
13093,Marcin Gortat,2014,Playoffs,Defensive Rebounds,6.1
13094,John Wall,2014,Playoffs,Defensive Rebounds,4.0
13095,Brook Lopez,2014,Playoffs,Defensive Rebounds,5.67
13096,Austin Rivers,2014,Playoffs,Defensive Rebounds,1.29
13097,Mike Conley,2014,Playoffs,Defensive Rebounds,1.12
13098,LaMarcus Aldridge,2014,Playoffs,Defensive Rebounds,7.0
13099,Damian Lillard,2014,Playoffs,Defensive Rebounds,3.6
13100,Matt Barnes,2014,Playoffs,Defensive Rebounds,3.93
13101,Dirk Nowitzki,2014,Playoffs,Defensive Rebounds,9.6
13102,Shaun Livingston,2014,Playoffs,Defensive Rebounds,1.81
13103,Leandro Barbosa,2014,Playoffs,Defensive Rebounds,0.9
13104,Otto Porter,2014,Playoffs,Defensive Rebounds,5.6
13105,Joe Johnson,2014,Playoffs,Defensive Rebounds,6.83
13106,Jeff Green,2014,Playoffs,Defensive Rebounds,3.91
13107,Khris Middleton,2014,Playoffs,Defensive Rebounds,2.5
13108,Andrew Bogut,2014,Playoffs,Defensive Rebounds,5.89
13109,Taj Gibson,2014,Playoffs,Defensive Rebounds,3.42
13110,Kent Bazemore,2014,Playoffs,Defensive Rebounds,3.12
13111,James Jones,2014,Playoffs,Defensive Rebounds,1.4
13112,C.J. McCollum,2014,Playoffs,Defensive Rebounds,3.8
13113,Boris Diaw,2014,Playoffs,Defensive Rebounds,4.29
13114,DeMar DeRozan,2014,Playoffs,Defensive Rebounds,5.0
13115,Maybyner Nene,2014,Playoffs,Defensive Rebounds,4.1
13116,Beno Udrih,2014,Playoffs,Defensive Rebounds,1.6
13117,Tony Parker,2014,Playoffs,Defensive Rebounds,2.71
13118,Ramon Sessions,2014,Playoffs,Defensive Rebounds,2.2
13119,Jarrett Jack,2014,Playoffs,Defensive Rebounds,3.83
13120,Eric Gordon,2014,Playoffs,Defensive Rebounds,1.75
13121,Michael Carter-Williams,2014,Playoffs,Defensive Rebounds,4.33
13122,Deron Williams,2014,Playoffs,Defensive Rebounds,5.67
13123,Nicolas Batum,2014,Playoffs,Defensive Rebounds,7.4
13124,Patty Mills,2014,Playoffs,Defensive Rebounds,2.14
13125,Festus Ezeli,2014,Playoffs,Defensive Rebounds,1.9
13126,Isaiah Thomas,2014,Playoffs,Defensive Rebounds,2.75
13127,Joakim Noah,2014,Playoffs,Defensive Rebounds,7.25
13128,Vince Carter,2014,Playoffs,Defensive Rebounds,3.09
13129,Giannis Antetokounmpo,2014,Playoffs,Defensive Rebounds,5.0
13130,Drew Gooden,2014,Playoffs,Defensive Rebounds,4.2
13131,Tony Allen,2014,Playoffs,Defensive Rebounds,3.8
13132,Alan Anderson,2014,Playoffs,Defensive Rebounds,3.17
13133,Marco Belinelli,2014,Playoffs,Defensive Rebounds,1.57
13134,Thaddeus Young,2014,Playoffs,Defensive Rebounds,4.33
13135,Pero Antic,2014,Playoffs,Defensive Rebounds,2.27
13136,Nikola Mirotic,2014,Playoffs,Defensive Rebounds,2.09
13137,Bojan Bogdanovic,2014,Playoffs,Defensive Rebounds,3.33
13138,J.J. Barea,2014,Playoffs,Defensive Rebounds,3.8
13139,Danny Green,2014,Playoffs,Defensive Rebounds,2.14
13140,Clint Capela,2014,Playoffs,Defensive Rebounds,1.71
13141,Kevin Love,2014,Playoffs,Defensive Rebounds,5.5
13142,Al-Farouq Aminu,2014,Playoffs,Defensive Rebounds,4.4
13143,Manu Ginobili,2014,Playoffs,Defensive Rebounds,2.86
13144,O.J. Mayo,2014,Playoffs,Defensive Rebounds,3.17
13145,Aaron Brooks,2014,Playoffs,Defensive Rebounds,1.25
13146,John Henson,2014,Playoffs,Defensive Rebounds,4.5
13147,Pablo Prigioni,2014,Playoffs,Defensive Rebounds,0.76
13148,Ersan Ilyasova,2014,Playoffs,Defensive Rebounds,2.83
13149,Tyson Chandler,2014,Playoffs,Defensive Rebounds,5.4
13150,Lou Williams,2014,Playoffs,Defensive Rebounds,1.25
13151,Mike Scott,2014,Playoffs,Defensive Rebounds,2.73
13152,Jared Sullinger,2014,Playoffs,Defensive Rebounds,4.75
13153,Kyle Lowry,2014,Playoffs,Defensive Rebounds,3.75
13154,Avery Bradley,2014,Playoffs,Defensive Rebounds,3.0
13155,Amir Johnson,2014,Playoffs,Defensive Rebounds,5.25
13156,Jonas Valanciunas,2014,Playoffs,Defensive Rebounds,7.0
13157,Jae Crowder,2014,Playoffs,Defensive Rebounds,3.0
13158,Ryan Anderson,2014,Playoffs,Defensive Rebounds,2.5
13159,Tony Snell,2014,Playoffs,Defensive Rebounds,1.45
13160,Evan Turner,2014,Playoffs,Defensive Rebounds,6.75
13161,Mike Muscala,2014,Playoffs,Defensive Rebounds,1.0
13162,Patrick Patterson,2014,Playoffs,Defensive Rebounds,2.5
13163,Glen Davis,2014,Playoffs,Defensive Rebounds,1.29
13164,Zaza Pachulia,2014,Playoffs,Defensive Rebounds,4.83
13165,David Lee,2014,Playoffs,Defensive Rebounds,1.77
13166,Jared Dudley,2014,Playoffs,Defensive Rebounds,1.33
13167,Tyreke Evans,2014,Playoffs,Defensive Rebounds,4.25
13168,Meyers Leonard,2014,Playoffs,Defensive Rebounds,5.4
13169,Jerryd Bayless,2014,Playoffs,Defensive Rebounds,1.83
13170,Shelvin Mack,2014,Playoffs,Defensive Rebounds,0.9
13171,Marcus Smart,2014,Playoffs,Defensive Rebounds,1.5
13172,Amar'e Stoudemire,2014,Playoffs,Defensive Rebounds,1.8
13173,Kosta Koufos,2014,Playoffs,Defensive Rebounds,1.82
13174,Marreese Speights,2014,Playoffs,Defensive Rebounds,1.3
13175,Norris Cole,2014,Playoffs,Defensive Rebounds,1.5
13176,Tyler Zeller,2014,Playoffs,Defensive Rebounds,4.0
13177,Nick Calathes,2014,Playoffs,Defensive Rebounds,1.67
13178,Kevin Seraphin,2014,Playoffs,Defensive Rebounds,2.67
13179,Greivis Vasquez,2014,Playoffs,Defensive Rebounds,1.75
13180,Quincy Pondexter,2014,Playoffs,Defensive Rebounds,4.25
13181,Terrence Ross,2014,Playoffs,Defensive Rebounds,1.5
13182,Robin Lopez,2014,Playoffs,Defensive Rebounds,2.6
13183,Kirk Hinrich,2014,Playoffs,Defensive Rebounds,0.5
13184,Tiago Splitter,2014,Playoffs,Defensive Rebounds,2.57
13185,Devin Harris,2014,Playoffs,Defensive Rebounds,1.75
13186,Dante Cunningham,2014,Playoffs,Defensive Rebounds,3.5
13187,Brandon Bass,2014,Playoffs,Defensive Rebounds,1.25
13188,Jonas Jerebko,2014,Playoffs,Defensive Rebounds,2.5
13189,Mike Miller,2014,Playoffs,Defensive Rebounds,1.11
13190,Omer Asik,2014,Playoffs,Defensive Rebounds,4.25
13191,James Harden,2015,Regular_Season,Defensive Rebounds,5.34
13192,Stephen Curry,2015,Regular_Season,Defensive Rebounds,4.58
13193,Kevin Durant,2015,Regular_Season,Defensive Rebounds,7.56
13194,LeBron James,2015,Regular_Season,Defensive Rebounds,5.97
13195,Damian Lillard,2015,Regular_Season,Defensive Rebounds,3.43
13196,Russell Westbrook,2015,Regular_Season,Defensive Rebounds,6.01
13197,Paul George,2015,Regular_Season,Defensive Rebounds,5.98
13198,DeMar DeRozan,2015,Regular_Season,Defensive Rebounds,3.65
13199,Isaiah Thomas,2015,Regular_Season,Defensive Rebounds,2.4
13200,Klay Thompson,2015,Regular_Season,Defensive Rebounds,3.39
13201,DeMarcus Cousins,2015,Regular_Season,Defensive Rebounds,9.06
13202,Kemba Walker,2015,Regular_Season,Defensive Rebounds,3.72
13203,Andrew Wiggins,2015,Regular_Season,Defensive Rebounds,2.3
13204,C.J. McCollum,2015,Regular_Season,Defensive Rebounds,2.65
13205,Kyle Lowry,2015,Regular_Season,Defensive Rebounds,4.03
13206,Gordon Hayward,2015,Regular_Season,Defensive Rebounds,4.2
13207,Carmelo Anthony,2015,Regular_Season,Defensive Rebounds,6.36
13208,John Wall,2015,Regular_Season,Defensive Rebounds,4.38
13209,Kawhi Leonard,2015,Regular_Season,Defensive Rebounds,5.53
13210,Karl-Anthony Towns,2015,Regular_Season,Defensive Rebounds,7.67
13211,Brook Lopez,2015,Regular_Season,Defensive Rebounds,5.05
13212,Reggie Jackson,2015,Regular_Season,Defensive Rebounds,2.47
13213,Anthony Davis,2015,Regular_Season,Defensive Rebounds,8.15
13214,Chris Paul,2015,Regular_Season,Defensive Rebounds,3.66
13215,Khris Middleton,2015,Regular_Season,Defensive Rebounds,3.27
13216,Dwyane Wade,2015,Regular_Season,Defensive Rebounds,2.97
13217,Paul Millsap,2015,Regular_Season,Defensive Rebounds,6.59
13218,Dirk Nowitzki,2015,Regular_Season,Defensive Rebounds,5.83
13219,Giannis Antetokounmpo,2015,Regular_Season,Defensive Rebounds,6.24
13220,LaMarcus Aldridge,2015,Regular_Season,Defensive Rebounds,6.16
13221,Andre Drummond,2015,Regular_Season,Defensive Rebounds,9.91
13222,Al Horford,2015,Regular_Season,Defensive Rebounds,5.46
13223,Jeff Teague,2015,Regular_Season,Defensive Rebounds,2.29
13224,Kevin Love,2015,Regular_Season,Defensive Rebounds,7.96
13225,J.J. Redick,2015,Regular_Season,Defensive Rebounds,1.72
13226,Jordan Clarkson,2015,Regular_Season,Defensive Rebounds,2.78
13227,Evan Fournier,2015,Regular_Season,Defensive Rebounds,2.43
13228,Greg Monroe,2015,Regular_Season,Defensive Rebounds,6.05
13229,Rudy Gay,2015,Regular_Season,Defensive Rebounds,5.04
13230,Pau Gasol,2015,Regular_Season,Defensive Rebounds,8.86
13231,Will Barton,2015,Regular_Season,Defensive Rebounds,5.09
13232,Avery Bradley,2015,Regular_Season,Defensive Rebounds,2.26
13233,Victor Oladipo,2015,Regular_Season,Defensive Rebounds,4.12
13234,Zach LaVine,2015,Regular_Season,Defensive Rebounds,2.45
13235,Rodney Hood,2015,Regular_Season,Defensive Rebounds,2.9
13236,Draymond Green,2015,Regular_Season,Defensive Rebounds,7.84
13237,Marcus Morris,2015,Regular_Season,Defensive Rebounds,3.91
13238,Monta Ellis,2015,Regular_Season,Defensive Rebounds,2.83
13239,Jamal Crawford,2015,Regular_Season,Defensive Rebounds,1.58
13240,Tobias Harris,2015,Regular_Season,Defensive Rebounds,5.45
13241,Kentavious Caldwell-Pope,2015,Regular_Season,Defensive Rebounds,2.79
13242,Thaddeus Young,2015,Regular_Season,Defensive Rebounds,6.63
13243,Jabari Parker,2015,Regular_Season,Defensive Rebounds,3.58
13244,D'Angelo Russell,2015,Regular_Season,Defensive Rebounds,2.84
13245,Devin Booker,2015,Regular_Season,Defensive Rebounds,2.11
13246,Nicolas Batum,2015,Regular_Season,Defensive Rebounds,5.33
13247,Hassan Whiteside,2015,Regular_Season,Defensive Rebounds,8.59
13248,Zach Randolph,2015,Regular_Season,Defensive Rebounds,5.15
13249,Enes Kanter,2015,Regular_Season,Defensive Rebounds,5.06
13250,Jae Crowder,2015,Regular_Season,Defensive Rebounds,4.15
13251,Darren Collison,2015,Regular_Season,Defensive Rebounds,1.91
13252,Kristaps Porzingis,2015,Regular_Season,Defensive Rebounds,5.47
13253,Trevor Ariza,2015,Regular_Season,Defensive Rebounds,3.69
13254,Goran Dragic,2015,Regular_Season,Defensive Rebounds,3.1
13255,Marcin Gortat,2015,Regular_Season,Defensive Rebounds,6.92
13256,Joe Johnson,2015,Regular_Season,Defensive Rebounds,3.0
13257,Serge Ibaka,2015,Regular_Season,Defensive Rebounds,5.03
13258,DeAndre Jordan,2015,Regular_Season,Defensive Rebounds,10.29
13259,Wesley Matthews,2015,Regular_Season,Defensive Rebounds,2.71
13260,Dwight Howard,2015,Regular_Season,Defensive Rebounds,8.41
13261,Ish Smith,2015,Regular_Season,Defensive Rebounds,3.4
13262,Mirza Teletovic,2015,Regular_Season,Defensive Rebounds,3.13
13263,J.R. Smith,2015,Regular_Season,Defensive Rebounds,2.26
13264,Marvin Williams,2015,Regular_Season,Defensive Rebounds,4.86
13265,Jeff Green,2015,Regular_Season,Defensive Rebounds,3.22
13266,Gary Harris,2015,Regular_Season,Defensive Rebounds,2.18
13267,Julius Randle,2015,Regular_Season,Defensive Rebounds,8.11
13268,Jeremy Lin,2015,Regular_Season,Defensive Rebounds,2.71
13269,Luol Deng,2015,Regular_Season,Defensive Rebounds,4.53
13270,Arron Afflalo,2015,Regular_Season,Defensive Rebounds,3.42
13271,George Hill,2015,Regular_Season,Defensive Rebounds,3.24
13272,Bojan Bogdanovic,2015,Regular_Season,Defensive Rebounds,2.77
13273,Dennis Schroder,2015,Regular_Season,Defensive Rebounds,2.24
13274,Kent Bazemore,2015,Regular_Season,Defensive Rebounds,4.68
13275,Otto Porter,2015,Regular_Season,Defensive Rebounds,3.92
13276,Shabazz Muhammad,2015,Regular_Season,Defensive Rebounds,2.04
13277,Rajon Rondo,2015,Regular_Season,Defensive Rebounds,4.97
13278,Tony Parker,2015,Regular_Season,Defensive Rebounds,2.21
13279,Evan Turner,2015,Regular_Season,Defensive Rebounds,4.28
13280,Isaiah Canaan,2015,Regular_Season,Defensive Rebounds,2.0
13281,Robin Lopez,2015,Regular_Season,Defensive Rebounds,4.07
13282,Al-Farouq Aminu,2015,Regular_Season,Defensive Rebounds,4.89
13283,Jared Sullinger,2015,Regular_Season,Defensive Rebounds,5.91
13284,Allen Crabbe,2015,Regular_Season,Defensive Rebounds,2.33
13285,Gorgui Dieng,2015,Regular_Season,Defensive Rebounds,5.22
13286,Ramon Sessions,2015,Regular_Season,Defensive Rebounds,2.17
13287,J.J. Barea,2015,Regular_Season,Defensive Rebounds,1.7
13288,Nikola Jokic,2015,Regular_Season,Defensive Rebounds,4.74
13289,Elfrid Payton,2015,Regular_Season,Defensive Rebounds,2.52
13290,Ersan Ilyasova,2015,Regular_Season,Defensive Rebounds,3.5
13291,Ricky Rubio,2015,Regular_Season,Defensive Rebounds,3.76
13292,Doug McDermott,2015,Regular_Season,Defensive Rebounds,1.95
13293,Raymond Felton,2015,Regular_Season,Defensive Rebounds,2.78
13294,Dion Waiters,2015,Regular_Season,Defensive Rebounds,2.13
13295,Courtney Lee,2015,Regular_Season,Defensive Rebounds,2.23
13296,Matt Barnes,2015,Regular_Season,Defensive Rebounds,4.42
13297,Hollis Thompson,2015,Regular_Season,Defensive Rebounds,2.83
13298,Mason Plumlee,2015,Regular_Season,Defensive Rebounds,5.21
13299,Jerami Grant,2015,Regular_Season,Defensive Rebounds,3.4
13300,Derrick Williams,2015,Regular_Season,Defensive Rebounds,3.11
13301,Kyle Korver,2015,Regular_Season,Defensive Rebounds,3.08
13302,Terrence Ross,2015,Regular_Season,Defensive Rebounds,2.25
13303,Aaron Gordon,2015,Regular_Season,Defensive Rebounds,4.53
13304,Alex Len,2015,Regular_Season,Defensive Rebounds,5.33
13305,Patrick Beverley,2015,Regular_Season,Defensive Rebounds,2.49
13306,Patty Mills,2015,Regular_Season,Defensive Rebounds,1.62
13307,Kelly Olynyk,2015,Regular_Season,Defensive Rebounds,3.03
13308,Cory Joseph,2015,Regular_Season,Defensive Rebounds,2.14
13309,Luis Scola,2015,Regular_Season,Defensive Rebounds,3.63
13310,Ian Mahinmi,2015,Regular_Season,Defensive Rebounds,5.2
13311,P.J. Tucker,2015,Regular_Season,Defensive Rebounds,4.23
13312,Zaza Pachulia,2015,Regular_Season,Defensive Rebounds,6.17
13313,Jordan Hill,2015,Regular_Season,Defensive Rebounds,4.04
13314,Tristan Thompson,2015,Regular_Season,Defensive Rebounds,5.73
13315,Cody Zeller,2015,Regular_Season,Defensive Rebounds,4.34
13316,Jared Dudley,2015,Regular_Season,Defensive Rebounds,2.86
13317,Steven Adams,2015,Regular_Season,Defensive Rebounds,3.92
13318,Taj Gibson,2015,Regular_Season,Defensive Rebounds,4.08
13319,Langston Galloway,2015,Regular_Season,Defensive Rebounds,2.99
13320,Gerald Henderson,2015,Regular_Season,Defensive Rebounds,2.51
13321,Nik Stauskas,2015,Regular_Season,Defensive Rebounds,2.19
13322,Gerald Green,2015,Regular_Season,Defensive Rebounds,2.0
13323,Frank Kaminsky,2015,Regular_Season,Defensive Rebounds,3.28
13324,Stanley Johnson,2015,Regular_Season,Defensive Rebounds,3.4
13325,Corey Brewer,2015,Regular_Season,Defensive Rebounds,1.91
13326,Wayne Ellington,2015,Regular_Season,Defensive Rebounds,2.03
13327,Garrett Temple,2015,Regular_Season,Defensive Rebounds,2.2
13328,JaMychal Green,2015,Regular_Season,Defensive Rebounds,3.0
13329,Amir Johnson,2015,Regular_Season,Defensive Rebounds,4.14
13330,Lance Stephenson,2015,Regular_Season,Defensive Rebounds,2.65
13331,Danny Green,2015,Regular_Season,Defensive Rebounds,3.23
13332,Matt Dellavedova,2015,Regular_Season,Defensive Rebounds,1.7
13333,Shane Larkin,2015,Regular_Season,Defensive Rebounds,1.95
13334,David West,2015,Regular_Season,Defensive Rebounds,3.04
13335,Wesley Johnson,2015,Regular_Season,Defensive Rebounds,2.64
13336,Jason Smith,2015,Regular_Season,Defensive Rebounds,2.18
13337,Jose Calderon,2015,Regular_Season,Defensive Rebounds,2.88
13338,Patrick Patterson,2015,Regular_Season,Defensive Rebounds,3.35
13339,Clint Capela,2015,Regular_Season,Defensive Rebounds,3.9
13340,Kosta Koufos,2015,Regular_Season,Defensive Rebounds,3.26
13341,Darrell Arthur,2015,Regular_Season,Defensive Rebounds,2.96
13342,Ed Davis,2015,Regular_Season,Defensive Rebounds,4.63
13343,Aron Baynes,2015,Regular_Season,Defensive Rebounds,3.01
13344,Marreese Speights,2015,Regular_Season,Defensive Rebounds,2.25
13345,Justise Winslow,2015,Regular_Season,Defensive Rebounds,4.13
13346,Maurice Harkless,2015,Regular_Season,Defensive Rebounds,2.29
13347,T.J. McConnell,2015,Regular_Season,Defensive Rebounds,2.56
13348,Shaun Livingston,2015,Regular_Season,Defensive Rebounds,1.63
13349,Trey Lyles,2015,Regular_Season,Defensive Rebounds,3.0
13350,Boris Diaw,2015,Regular_Season,Defensive Rebounds,2.3
13351,Dante Cunningham,2015,Regular_Season,Defensive Rebounds,2.24
13352,Roy Hibbert,2015,Regular_Season,Defensive Rebounds,3.28
13353,Thabo Sefolosha,2015,Regular_Season,Defensive Rebounds,3.76
13354,Mario Hezonja,2015,Regular_Season,Defensive Rebounds,1.87
13355,Raulzinho Neto,2015,Regular_Season,Defensive Rebounds,1.27
13356,Timofey Mozgov,2015,Regular_Season,Defensive Rebounds,2.99
13357,Randy Foye,2015,Regular_Season,Defensive Rebounds,1.63
13358,Mike Scott,2015,Regular_Season,Defensive Rebounds,2.04
13359,Trevor Booker,2015,Regular_Season,Defensive Rebounds,3.62
13360,Bismack Biyombo,2015,Regular_Season,Defensive Rebounds,5.77
13361,Leandro Barbosa,2015,Regular_Season,Defensive Rebounds,1.31
13362,Lavoy Allen,2015,Regular_Season,Defensive Rebounds,3.32
13363,Jerian Grant,2015,Regular_Season,Defensive Rebounds,1.58
13364,Channing Frye,2015,Regular_Season,Defensive Rebounds,2.84
13365,Jason Terry,2015,Regular_Season,Defensive Rebounds,0.9
13366,Richard Jefferson,2015,Regular_Season,Defensive Rebounds,1.53
13367,Dwight Powell,2015,Regular_Season,Defensive Rebounds,2.74
13368,Anthony Tolliver,2015,Regular_Season,Defensive Rebounds,2.64
13369,Anthony Morrow,2015,Regular_Season,Defensive Rebounds,0.76
13370,Andrew Bogut,2015,Regular_Season,Defensive Rebounds,5.3
13371,JaKarr Sampson,2015,Regular_Season,Defensive Rebounds,1.97
13372,Kyle Anderson,2015,Regular_Season,Defensive Rebounds,2.81
13373,Joe Ingles,2015,Regular_Season,Defensive Rebounds,1.63
13374,Spencer Hawes,2015,Regular_Season,Defensive Rebounds,3.39
13375,Jonas Jerebko,2015,Regular_Season,Defensive Rebounds,2.71
13376,Andre Roberson,2015,Regular_Season,Defensive Rebounds,2.46
13377,Alonzo Gee,2015,Regular_Season,Defensive Rebounds,2.53
13378,Thomas Robinson,2015,Regular_Season,Defensive Rebounds,3.14
13379,Brandon Rush,2015,Regular_Season,Defensive Rebounds,2.22
13380,Noah Vonleh,2015,Regular_Season,Defensive Rebounds,2.74
13381,Luc Mbah a Moute,2015,Regular_Season,Defensive Rebounds,1.48
13382,Kyle Singler,2015,Regular_Season,Defensive Rebounds,1.34
13383,Tayshaun Prince,2015,Regular_Season,Defensive Rebounds,1.49
13384,Rashad Vaughn,2015,Regular_Season,Defensive Rebounds,1.1
13385,Justin Anderson,2015,Regular_Season,Defensive Rebounds,2.07
13386,Chris Johnson,2015,Regular_Season,Defensive Rebounds,1.5
13387,Mike Muscala,2015,Regular_Season,Defensive Rebounds,1.32
13388,Klay Thompson,2015,Playoffs,Defensive Rebounds,3.04
13389,LeBron James,2015,Playoffs,Defensive Rebounds,7.52
13390,Kyrie Irving,2015,Playoffs,Defensive Rebounds,2.24
13391,Kevin Durant,2015,Playoffs,Defensive Rebounds,6.39
13392,Russell Westbrook,2015,Playoffs,Defensive Rebounds,4.61
13393,Stephen Curry,2015,Playoffs,Defensive Rebounds,4.72
13394,DeMar DeRozan,2015,Playoffs,Defensive Rebounds,3.5
13395,Kyle Lowry,2015,Playoffs,Defensive Rebounds,3.8
13396,Draymond Green,2015,Playoffs,Defensive Rebounds,8.26
13397,Dwyane Wade,2015,Playoffs,Defensive Rebounds,4.79
13398,Kevin Love,2015,Playoffs,Defensive Rebounds,7.05
13399,Damian Lillard,2015,Playoffs,Defensive Rebounds,3.18
13400,J.R. Smith,2015,Playoffs,Defensive Rebounds,2.86
13401,Goran Dragic,2015,Playoffs,Defensive Rebounds,4.14
13402,Kawhi Leonard,2015,Playoffs,Defensive Rebounds,4.9
13403,C.J. McCollum,2015,Playoffs,Defensive Rebounds,3.0
13404,LaMarcus Aldridge,2015,Playoffs,Defensive Rebounds,6.1
13405,Serge Ibaka,2015,Playoffs,Defensive Rebounds,5.0
13406,Harrison Barnes,2015,Playoffs,Defensive Rebounds,3.54
13407,Andre Iguodala,2015,Playoffs,Defensive Rebounds,2.92
13408,Shaun Livingston,2015,Playoffs,Defensive Rebounds,2.62
13409,Paul George,2015,Playoffs,Defensive Rebounds,6.29
13410,Luol Deng,2015,Playoffs,Defensive Rebounds,4.57
13411,Steven Adams,2015,Playoffs,Defensive Rebounds,6.06
13412,DeMarre Carroll,2015,Playoffs,Defensive Rebounds,2.9
13413,Enes Kanter,2015,Playoffs,Defensive Rebounds,3.56
13414,Joe Johnson,2015,Playoffs,Defensive Rebounds,4.21
13415,Cory Joseph,2015,Playoffs,Defensive Rebounds,1.5
13416,Paul Millsap,2015,Playoffs,Defensive Rebounds,6.6
13417,Jonas Valanciunas,2015,Playoffs,Defensive Rebounds,6.75
13418,Al-Farouq Aminu,2015,Playoffs,Defensive Rebounds,6.55
13419,Kemba Walker,2015,Playoffs,Defensive Rebounds,2.57
13420,Patrick Patterson,2015,Playoffs,Defensive Rebounds,2.4
13421,Dion Waiters,2015,Playoffs,Defensive Rebounds,2.28
13422,Jeff Teague,2015,Playoffs,Defensive Rebounds,1.6
13423,Isaiah Thomas,2015,Playoffs,Defensive Rebounds,2.67
13424,Tristan Thompson,2015,Playoffs,Defensive Rebounds,4.86
13425,Al Horford,2015,Playoffs,Defensive Rebounds,5.2
13426,Marreese Speights,2015,Playoffs,Defensive Rebounds,1.33
13427,James Harden,2015,Playoffs,Defensive Rebounds,3.8
13428,Leandro Barbosa,2015,Playoffs,Defensive Rebounds,0.7
13429,Terrence Ross,2015,Playoffs,Defensive Rebounds,1.4
13430,Bismack Biyombo,2015,Playoffs,Defensive Rebounds,6.7
13431,Maurice Harkless,2015,Playoffs,Defensive Rebounds,3.09
13432,Hassan Whiteside,2015,Playoffs,Defensive Rebounds,8.3
13433,Kent Bazemore,2015,Playoffs,Defensive Rebounds,5.8
13434,Dennis Schroder,2015,Playoffs,Defensive Rebounds,1.3
13435,Richard Jefferson,2015,Playoffs,Defensive Rebounds,2.76
13436,Channing Frye,2015,Playoffs,Defensive Rebounds,2.12
13437,Allen Crabbe,2015,Playoffs,Defensive Rebounds,2.45
13438,Tony Parker,2015,Playoffs,Defensive Rebounds,2.1
13439,Jamal Crawford,2015,Playoffs,Defensive Rebounds,1.83
13440,Kyle Korver,2015,Playoffs,Defensive Rebounds,4.5
13441,Dirk Nowitzki,2015,Playoffs,Defensive Rebounds,4.2
13442,Andrew Bogut,2015,Playoffs,Defensive Rebounds,3.55
13443,Andre Roberson,2015,Playoffs,Defensive Rebounds,4.22
13444,Chris Paul,2015,Playoffs,Defensive Rebounds,3.0
13445,George Hill,2015,Playoffs,Defensive Rebounds,1.86
13446,Josh Richardson,2015,Playoffs,Defensive Rebounds,2.86
13447,Al Jefferson,2015,Playoffs,Defensive Rebounds,4.14
13448,Festus Ezeli,2015,Playoffs,Defensive Rebounds,1.65
13449,Justise Winslow,2015,Playoffs,Defensive Rebounds,3.54
13450,Jeremy Lin,2015,Playoffs,Defensive Rebounds,1.86
13451,Danny Green,2015,Playoffs,Defensive Rebounds,3.1
13452,Monta Ellis,2015,Playoffs,Defensive Rebounds,3.29
13453,J.J. Redick,2015,Playoffs,Defensive Rebounds,1.83
13454,Evan Turner,2015,Playoffs,Defensive Rebounds,4.33
13455,Matt Dellavedova,2015,Playoffs,Defensive Rebounds,0.55
13456,Mason Plumlee,2015,Playoffs,Defensive Rebounds,8.45
13457,Gerald Henderson,2015,Playoffs,Defensive Rebounds,2.64
13458,Raymond Felton,2015,Playoffs,Defensive Rebounds,4.2
13459,Myles Turner,2015,Playoffs,Defensive Rebounds,4.14
13460,Marcus Smart,2015,Playoffs,Defensive Rebounds,3.17
13461,Marcus Morris,2015,Playoffs,Defensive Rebounds,2.75
13462,DeAndre Jordan,2015,Playoffs,Defensive Rebounds,11.33
13463,Iman Shumpert,2015,Playoffs,Defensive Rebounds,1.76
13464,Norman Powell,2015,Playoffs,Defensive Rebounds,1.28
13465,Manu Ginobili,2015,Playoffs,Defensive Rebounds,2.1
13466,Andre Drummond,2015,Playoffs,Defensive Rebounds,6.0
13467,Dwight Howard,2015,Playoffs,Defensive Rebounds,8.8
13468,Patty Mills,2015,Playoffs,Defensive Rebounds,1.4
13469,Ian Clark,2015,Playoffs,Defensive Rebounds,0.94
13470,Mike Scott,2015,Playoffs,Defensive Rebounds,2.7
13471,Wesley Matthews,2015,Playoffs,Defensive Rebounds,2.8
13472,Austin Rivers,2015,Playoffs,Defensive Rebounds,2.0
13473,Ed Davis,2015,Playoffs,Defensive Rebounds,4.45
