,Player,Stage,career_FG_%,career_FT_%,career_3PT_%,Minutes_per_game
847,Jason Thompson,Regular_Season,49.67,65.51,3.7,26.52
848,Jason Williams,Playoffs,39.65,87.65,30.9,25.32
849,Jason Williams,Regular_Season,40.52,80.56,33.18,29.15
850,Jaxson Hayes,Regular_Season,66.92,64.74,25.0,16.87
851,Jay Williams,Regular_Season,39.85,63.98,32.18,26.15
852,Jaylen Brown,Playoffs,47.61,74.53,35.93,28.58
853,Jaylen Brown,Regular_Season,46.82,67.83,37.06,26.31
854,Jayson Tatum,Playoffs,44.84,81.47,35.09,37.07
855,Jayson Tatum,Regular_Season,45.69,82.85,40.12,31.81
856,Jeff Ayres,Playoffs,37.84,62.5,0.0,5.24
857,Jeff Ayres,Regular_Season,58.05,69.09,,13.04
858,Jeff Foster,Playoffs,56.49,63.46,40.0,18.64
859,Jeff Foster,Regular_Season,49.25,61.72,13.64,21.3
860,Jeff Green,Playoffs,41.02,77.16,35.48,27.44
861,Jeff Green,Regular_Season,44.17,80.52,33.38,29.49
862,Jeff Hornacek,Playoffs,42.16,83.33,40.91,29.7
863,Jeff Hornacek,Regular_Season,49.18,95.0,47.83,27.7
864,Jeff McInnis,Playoffs,34.62,75.0,0.0,14.14
865,Jeff McInnis,Regular_Season,43.34,80.93,33.58,31.82
866,Jeff Teague,Playoffs,41.18,85.6,33.5,32.58
867,Jeff Teague,Regular_Season,44.6,84.68,35.77,27.37
868,Jeffery Taylor,Regular_Season,43.11,72.82,34.42,19.58
869,Jelani McCoy,Regular_Season,52.27,44.09,,16.33
870,Jerami Grant,Playoffs,45.55,80.0,34.11,30.63
871,Jerami Grant,Regular_Season,47.85,68.21,35.22,25.06
872,Jeremy Lamb,Playoffs,40.48,100.0,14.29,9.14
873,Jeremy Lamb,Regular_Season,44.72,85.99,34.45,23.74
874,Jeremy Lin,Playoffs,38.51,82.46,20.41,26.43
875,Jeremy Lin,Regular_Season,43.25,80.99,33.95,26.61
876,Jerian Grant,Regular_Season,41.2,77.12,32.39,18.02
877,Jermaine O'Neal,Playoffs,43.47,72.96,0.0,32.15
878,Jermaine O'Neal,Regular_Season,47.39,70.47,16.13,30.79
879,Jerome James,Playoffs,49.25,71.88,,22.81
880,Jerome James,Regular_Season,50.88,72.31,0.0,16.62
881,Jerome Kersey,Regular_Season,41.24,70.73,0.0,18.19
882,Jerome Moiso,Playoffs,62.5,75.0,,15.0
883,Jerome Robinson,Regular_Season,37.1,70.18,32.03,15.54
884,Jerome Williams,Playoffs,46.48,47.62,,20.0
885,Jerome Williams,Regular_Season,50.73,63.57,5.88,23.63
886,Jerry Stackhouse,Playoffs,37.06,82.88,34.53,30.46
887,Jerry Stackhouse,Regular_Season,40.97,84.25,31.54,34.74
888,Jerryd Bayless,Playoffs,37.55,82.09,32.1,22.43
889,Jerryd Bayless,Regular_Season,41.61,82.91,33.98,21.3
890,Jeryl Sasser,Regular_Season,30.92,67.95,29.55,13.64
891,Jevon Carter,Regular_Season,41.56,85.19,42.47,16.29
892,Jim Jackson,Playoffs,47.0,76.47,44.54,30.97
893,Jim Jackson,Regular_Season,42.18,87.17,40.32,32.1
894,Jimmer Fredette,Regular_Season,38.57,83.33,36.11,18.6
895,Jimmy Butler,Playoffs,45.13,84.1,35.02,39.05
896,Jimmy Butler,Regular_Season,45.45,83.67,33.74,34.65
897,Jiri Welsch,Playoffs,47.83,100.0,25.0,26.0
898,Jiri Welsch,Regular_Season,41.81,75.2,35.4,23.02
899,Joakim Noah,Playoffs,46.53,67.58,,35.02
900,Joakim Noah,Regular_Season,49.03,71.36,0.0,29.57
901,Jodie Meeks,Playoffs,36.05,91.3,29.55,9.17
902,Jodie Meeks,Regular_Season,42.36,87.74,37.64,24.31
903,Joe Harris,Playoffs,37.21,100.0,19.05,29.86
904,Joe Harris,Regular_Season,49.23,79.75,43.91,28.66
905,Joe Ingles,Playoffs,42.34,71.88,38.5,32.38
906,Joe Ingles,Regular_Season,44.65,75.12,40.68,25.46
907,Joe Johnson,Playoffs,42.76,77.88,34.13,37.6
908,Joe Johnson,Regular_Season,44.14,80.25,37.1,34.66
909,Joe Smith,Playoffs,48.03,76.0,37.5,21.01
910,Joe Smith,Regular_Season,47.85,78.84,35.0,25.91
911,Joel Anthony,Playoffs,47.0,75.81,,18.13
912,Joel Anthony,Regular_Season,51.34,67.42,,16.62
913,Joel Embiid,Playoffs,43.67,78.57,28.57,32.92
914,Joel Embiid,Regular_Season,48.17,79.43,31.12,31.31
915,Joel Przybilla,Playoffs,55.56,50.0,,27.07
916,Joel Przybilla,Regular_Season,59.05,58.2,0.0,22.08
917,Joey Dorsey,Regular_Season,55.17,28.92,0.0,12.38
918,Joey Graham,Playoffs,28.57,80.0,0.0,18.22
919,Joey Graham,Regular_Season,48.44,82.55,30.6,18.74
920,Joffrey Lauvergne,Regular_Season,44.05,63.01,33.67,14.0
921,Johan Petro,Playoffs,51.85,50.0,,16.85
922,Johan Petro,Regular_Season,45.41,69.87,16.67,16.04
923,John Amaechi,Regular_Season,42.03,70.0,7.69,20.96
924,John Collins,Regular_Season,56.61,74.34,34.63,26.77
925,John Crotty,Regular_Season,42.23,86.02,41.25,13.58
926,John Henson,Playoffs,58.54,35.71,0.0,25.42
927,John Henson,Regular_Season,54.59,57.56,30.0,22.34
928,John Holland,Regular_Season,,,,0.7
929,John Lucas,Playoffs,45.0,100.0,38.46,18.82
930,John Salley,Playoffs,38.46,70.0,,4.33
931,John Salmons,Playoffs,39.48,90.48,24.66,33.72
932,John Salmons,Regular_Season,43.37,80.54,37.22,27.48
933,John Starks,Regular_Season,39.8,80.18,35.16,28.29
934,John Stockton,Playoffs,45.85,83.33,26.47,34.42
935,John Stockton,Regular_Season,50.2,83.99,38.44,29.48
936,John Wall,Playoffs,41.94,82.19,26.72,38.73
937,John Wall,Regular_Season,43.67,78.68,32.26,36.05
938,Johnny Newman,Regular_Season,43.17,84.79,35.79,23.24
939,Jon Barry,Playoffs,43.27,84.09,46.09,17.95
940,Jon Barry,Regular_Season,46.16,88.89,43.8,21.49
941,Jon Leuer,Regular_Season,47.99,86.73,29.34,25.92
942,Jonah Bolden,Playoffs,26.32,50.0,25.0,7.91
943,Jonas Jerebko,Playoffs,40.52,86.96,27.27,11.62
944,Jonas Jerebko,Regular_Season,45.73,77.35,36.44,18.56
945,Jonas Valanciunas,Playoffs,55.7,75.0,33.33,25.52
946,Jonas Valanciunas,Regular_Season,56.21,78.21,37.06,25.55
947,Jonathan Bender,Playoffs,40.58,75.0,36.0,12.5
948,Jonathan Bender,Regular_Season,43.04,77.35,36.0,21.12
949,Jonathan Isaac,Playoffs,27.5,87.5,20.0,27.32
950,Jonathan Isaac,Regular_Season,42.88,81.48,32.33,26.62
951,Jonathon Simmons,Playoffs,45.59,67.74,35.14,20.38
952,Jonathon Simmons,Regular_Season,44.92,76.14,32.35,23.28
953,Jonny Flynn,Regular_Season,41.7,82.59,35.81,28.88
954,Jordan Bell,Playoffs,53.97,58.33,0.0,8.72
955,Jordan Bell,Regular_Season,57.03,64.71,0.0,12.78
956,Jordan Clarkson,Playoffs,37.27,93.75,29.47,18.68
957,Jordan Clarkson,Regular_Season,44.58,81.61,34.34,27.3
958,Jordan Crawford,Regular_Season,40.96,82.11,31.34,24.75
959,Jordan Farmar,Playoffs,38.87,79.31,35.48,15.73
960,Jordan Farmar,Regular_Season,42.15,69.84,35.89,19.36
961,Jordan Hill,Playoffs,43.4,68.75,,18.11
962,Jordan Hill,Regular_Season,49.75,71.02,20.0,20.95
963,Jordan Poole,Regular_Season,33.27,79.83,27.92,22.35
964,Jose Calderon,Playoffs,45.92,92.86,37.21,17.18
965,Jose Calderon,Regular_Season,48.57,86.23,43.02,27.2
966,Josh Boone,Playoffs,50.0,50.0,,9.82
967,Josh Boone,Regular_Season,55.7,48.44,,18.64
968,Josh Childress,Playoffs,52.38,50.0,0.0,29.34
969,Josh Childress,Regular_Season,52.76,80.06,37.02,29.99
970,Josh Hart,Regular_Season,43.03,71.28,35.27,25.28
971,Josh Howard,Playoffs,44.0,78.23,31.08,32.04
972,Josh Howard,Regular_Season,45.92,77.41,34.63,32.08
973,Josh Huestis,Regular_Season,32.97,30.0,28.7,14.22
974,Josh Jackson,Regular_Season,41.51,65.04,29.41,25.31
975,Josh McRoberts,Playoffs,42.86,85.19,32.0,19.27
976,Josh McRoberts,Regular_Season,47.42,73.23,35.07,23.08
977,Josh Okogie,Regular_Season,40.4,76.49,27.37,24.3
978,Josh Powell,Playoffs,42.31,100.0,100.0,5.23
979,Josh Powell,Regular_Season,40.88,71.6,43.75,10.44
980,Josh Richardson,Playoffs,36.76,84.62,35.48,28.72
981,Josh Richardson,Regular_Season,43.02,84.24,35.98,33.12
982,Josh Smith,Playoffs,42.55,63.03,26.58,32.87
983,Josh Smith,Regular_Season,45.54,63.33,28.5,33.62
984,Jrue Holiday,Playoffs,45.7,79.78,39.17,38.17
985,Jrue Holiday,Regular_Season,45.52,76.25,35.38,33.84
986,Juan Carlos Navarro,Regular_Season,40.21,84.93,36.11,25.82
987,Juan Dixon,Playoffs,40.16,84.0,30.95,17.68
988,Juan Dixon,Regular_Season,41.76,83.33,33.87,21.91
989,Juancho Hernangomez,Regular_Season,44.42,75.93,38.1,16.67
990,Julian Wright,Playoffs,45.45,83.33,22.22,11.93
991,Julius Randle,Regular_Season,49.34,72.47,29.47,29.2
992,Jumaine Jones,Playoffs,41.6,71.43,25.81,19.91
993,Jumaine Jones,Regular_Season,43.03,71.25,35.15,24.16
994,Junior Harrington,Regular_Season,36.19,65.18,25.0,24.43
995,Justin Anderson,Playoffs,45.95,64.29,30.77,18.98
996,Justin Anderson,Regular_Season,41.86,79.35,28.88,14.42
997,Justin Hamilton,Regular_Season,45.91,75.0,30.56,18.38
998,Justin Holiday,Playoffs,47.62,33.33,50.0,32.78
999,Justin Holiday,Regular_Season,39.91,83.69,36.5,26.98
1000,Justin Jackson,Regular_Season,43.13,78.79,32.38,19.46
1001,Justin Reed,Regular_Season,40.34,72.5,0.0,13.84
1002,Justise Winslow,Playoffs,40.52,70.21,32.43,25.24
1003,Justise Winslow,Regular_Season,42.73,64.8,35.33,27.7
1004,Jusuf Nurkic,Playoffs,45.83,79.41,27.27,28.3
1005,Jusuf Nurkic,Regular_Season,50.67,67.69,8.11,25.25
1006,Juwan Howard,Playoffs,38.69,75.36,,20.42
1007,Juwan Howard,Regular_Season,46.27,78.53,9.09,32.15
1008,Juwan Morgan,Playoffs,25.0,33.33,20.0,12.36
1009,Kareem Rush,Playoffs,38.32,85.71,39.34,12.23
1010,Kareem Rush,Regular_Season,41.29,65.81,36.11,16.53
1011,Karl Malone,Playoffs,45.24,73.7,42.86,38.6
1012,Karl Malone,Regular_Season,48.14,78.8,30.77,36.47
1013,Karl-Anthony Towns,Playoffs,46.67,73.91,27.27,33.96
1014,Karl-Anthony Towns,Regular_Season,53.36,83.1,39.61,34.38
1015,Kawhi Leonard,Playoffs,50.36,83.94,39.92,35.15
1016,Kawhi Leonard,Regular_Season,49.13,85.53,38.38,31.15
1017,Keith Bogans,Playoffs,38.69,60.0,38.46,23.07
1018,Keith Bogans,Regular_Season,39.61,69.75,35.28,22.61
1019,Keith Van Horn,Playoffs,38.21,78.41,40.65,26.53
1020,Keith Van Horn,Regular_Season,45.2,83.21,36.88,32.33
1021,Kelenna Azubuike,Regular_Season,45.6,77.38,40.74,26.49
1022,Kelly Olynyk,Playoffs,49.24,75.64,34.78,18.77
1023,Kelly Olynyk,Regular_Season,47.66,78.97,37.58,21.16
1024,"Kelly Oubre, Jr.",Playoffs,40.37,82.14,30.61,18.47
1025,"Kelly Oubre, Jr.",Regular_Season,43.17,78.71,32.95,27.03
1026,Kelvin Cato,Playoffs,59.09,42.86,,29.6
1027,Kelvin Cato,Regular_Season,51.38,59.78,0.0,22.63
1028,Kemba Walker,Playoffs,42.03,86.57,33.68,37.16
1029,Kemba Walker,Regular_Season,42.18,83.85,36.44,33.77
1030,Kendall Gill,Playoffs,37.04,64.29,50.0,19.67
1031,Kendall Gill,Regular_Season,41.76,73.08,28.47,27.99
1032,Kendrick Nunn,Playoffs,39.13,100.0,27.91,15.95
1033,Kendrick Nunn,Regular_Season,43.87,85.0,35.04,29.29
1034,Kendrick Perkins,Playoffs,50.27,66.97,0.0,25.63
1035,Kendrick Perkins,Regular_Season,53.45,59.51,0.0,24.17
1036,Kenneth Faried,Playoffs,56.52,74.07,,28.07
1037,Kenneth Faried,Regular_Season,53.66,65.94,5.88,26.38
1038,Kenny Anderson,Playoffs,41.62,80.0,,35.0
1039,Kenny Anderson,Regular_Season,43.83,76.36,37.15,31.79
1040,Kenny Thomas,Playoffs,52.94,67.74,,30.01
1041,Kenny Thomas,Regular_Season,46.42,71.09,24.48,29.7
1042,Kent Bazemore,Playoffs,38.78,68.66,25.66,24.34
1043,Kent Bazemore,Regular_Season,41.14,73.94,35.18,22.22
1044,Kentavious Caldwell-Pope,Playoffs,42.26,79.41,39.04,30.78
1045,Kentavious Caldwell-Pope,Regular_Season,41.76,79.65,34.9,29.2
1046,Kenyon Martin,Playoffs,47.13,67.97,12.9,32.3
1047,Kenyon Martin,Regular_Season,48.69,64.61,23.98,33.0
1048,Keon Clark,Playoffs,47.9,75.44,,16.0
1049,Keon Clark,Regular_Season,50.2,64.86,5.56,23.33
1050,Kerry Kittles,Playoffs,42.36,72.73,33.33,31.51
1051,Kerry Kittles,Regular_Season,46.13,76.98,37.04,32.29
1052,Kevin Durant,Playoffs,47.46,86.43,35.23,40.27
1053,Kevin Durant,Regular_Season,49.22,88.33,38.01,36.97
1054,Kevin Garnett,Playoffs,47.94,79.03,26.92,36.59
1055,Kevin Garnett,Regular_Season,50.0,79.98,28.09,36.47
1056,Kevin Huerter,Regular_Season,41.59,78.33,38.28,29.07
1057,Kevin Johnson,Playoffs,32.43,83.33,0.0,14.33
1058,Kevin Knox,Regular_Season,36.65,69.72,33.75,23.74
1059,Kevin Love,Playoffs,40.34,85.41,40.4,31.07
1060,Kevin Love,Regular_Season,44.7,83.22,37.71,32.42
1061,Kevin Martin,Playoffs,38.8,94.44,35.38,30.6
1062,Kevin Martin,Regular_Season,45.65,86.83,39.43,31.59
1063,Kevin Ollie,Playoffs,41.54,93.1,50.0,8.05
1064,Kevin Ollie,Regular_Season,41.07,79.55,39.13,18.21
1065,"Kevin Porter, Jr.",Regular_Season,44.18,72.28,33.54,23.24
1066,Kevin Seraphin,Playoffs,48.39,50.0,,12.0
1067,Kevin Seraphin,Regular_Season,49.35,69.17,0.0,19.22
1068,Kevin Willis,Playoffs,45.21,78.26,100.0,7.95
1069,Kevin Willis,Regular_Season,43.73,74.87,18.18,19.08
1070,Kevon Looney,Playoffs,62.42,58.0,0.0,19.49
1071,Kevon Looney,Regular_Season,60.93,58.79,13.33,16.38
1072,Keyon Dooling,Playoffs,44.17,82.35,38.37,12.74
1073,Keyon Dooling,Regular_Season,42.05,79.36,35.45,19.71
1074,Khem Birch,Playoffs,53.12,88.89,,18.1
1075,Khris Middleton,Playoffs,43.44,84.42,42.23,36.57
1076,Khris Middleton,Regular_Season,45.88,87.67,39.18,32.36
1077,Kirk Hinrich,Playoffs,42.97,74.38,40.81,30.56
1078,Kirk Hinrich,Regular_Season,41.02,79.92,37.32,32.03
1079,Klay Thompson,Playoffs,44.19,84.06,41.51,37.15
1080,Klay Thompson,Regular_Season,45.93,84.75,41.91,33.08
1081,Kobe Bryant,Playoffs,44.98,81.95,33.45,41.52
1082,Kobe Bryant,Regular_Season,45.5,84.04,33.56,38.82
1083,Kosta Koufos,Playoffs,48.0,72.73,100.0,13.39
1084,Kosta Koufos,Regular_Season,54.04,57.66,0.0,19.06
1085,Kris Dunn,Regular_Season,41.22,67.26,27.03,20.17
1086,Kris Humphries,Playoffs,42.5,40.0,,11.65
1087,Kris Humphries,Regular_Season,49.02,70.95,0.0,23.39
1088,Kristaps Porzingis,Playoffs,52.5,86.96,52.94,31.43
1089,Kristaps Porzingis,Regular_Season,43.31,80.65,34.9,30.9
1090,Kurt Thomas,Playoffs,49.16,75.58,0.0,19.57
1091,Kurt Thomas,Regular_Season,48.79,78.99,26.92,26.23
1092,Kwame Brown,Playoffs,50.88,65.31,,27.92
1093,Kwame Brown,Regular_Season,48.41,63.74,16.67,26.5
1094,Kyle Anderson,Playoffs,51.38,77.27,23.53,13.23
1095,Kyle Anderson,Regular_Season,49.64,70.09,31.23,20.52
1096,Kyle Korver,Playoffs,41.78,90.0,39.19,23.69
1097,Kyle Korver,Regular_Season,44.07,87.97,42.66,25.62
1098,Kyle Kuzma,Playoffs,43.02,78.38,31.33,23.05
1099,Kyle Kuzma,Regular_Season,44.92,73.25,33.07,30.0
1100,Kyle Lowry,Playoffs,41.89,79.3,34.2,35.02
1101,Kyle Lowry,Regular_Season,42.61,80.82,36.91,32.6
1102,Kyle O'Quinn,Regular_Season,55.08,77.14,17.65,16.77
1103,Kyle Singler,Regular_Season,41.97,79.46,36.99,23.56
1104,Kyrie Irving,Playoffs,45.29,87.9,39.77,36.42
1105,Kyrie Irving,Regular_Season,46.93,87.77,39.77,34.48
1106,Kyrylo Fesenko,Playoffs,43.33,33.33,,18.1
1107,LaMarcus Aldridge,Playoffs,45.48,82.4,32.69,37.06
1108,LaMarcus Aldridge,Regular_Season,49.1,81.32,31.27,35.24
1109,LaPhonso Ellis,Playoffs,39.13,75.0,0.0,19.25
1110,LaPhonso Ellis,Regular_Season,46.42,78.97,31.82,23.76
1111,Lamar Odom,Playoffs,47.93,64.25,30.32,33.32
1112,Lamar Odom,Regular_Season,46.53,68.84,31.97,32.67
1113,Lamond Murray,Playoffs,38.89,81.82,35.29,17.9
1114,Lamond Murray,Regular_Season,43.72,77.36,39.3,30.95
1115,Lance Stephenson,Playoffs,45.19,67.31,32.78,32.63
1116,Lance Stephenson,Regular_Season,45.96,69.98,33.87,25.0
1117,Lance Thomas,Regular_Season,41.55,77.68,40.32,15.15
1118,Landry Fields,Playoffs,39.13,46.15,11.11,20.62
1119,Landry Fields,Regular_Season,47.98,66.9,34.41,29.97
1120,Landry Shamet,Playoffs,38.14,88.24,34.25,21.95
1121,Landry Shamet,Regular_Season,41.98,82.84,40.17,24.65
1122,Langston Galloway,Playoffs,32.35,,36.0,27.48
1123,Langston Galloway,Regular_Season,39.51,81.0,36.89,21.77
1124,Larry Hughes,Playoffs,35.09,78.36,29.52,37.15
1125,Larry Hughes,Regular_Season,41.29,73.75,27.73,32.62
1126,Larry Johnson,Playoffs,46.05,79.41,39.39,36.81
1127,Larry Johnson,Regular_Season,43.25,76.65,33.33,32.59
1128,"Larry Nance, Jr.",Playoffs,68.33,45.16,0.0,15.34
1129,"Larry Nance, Jr.",Regular_Season,53.92,69.65,33.11,24.33
1130,Larry Sanders,Playoffs,57.58,45.45,,28.25
1131,Larry Sanders,Regular_Season,50.58,61.76,0.0,27.29
1132,Latrell Sprewell,Playoffs,41.6,77.89,35.71,43.15
1133,Latrell Sprewell,Regular_Season,41.59,82.01,34.66,37.87
1134,Lauri Markkanen,Regular_Season,43.01,83.39,35.38,29.76
1135,Lavoy Allen,Playoffs,55.74,58.33,,19.66
1136,Lavoy Allen,Regular_Season,47.78,67.47,0.0,18.9
1137,Lawrence Funderburke,Regular_Season,52.27,70.55,0.0,13.68
1138,LeBron James,Playoffs,49.57,74.11,33.52,41.58
1139,LeBron James,Regular_Season,50.37,73.44,34.38,38.38
1140,Leandro Barbosa,Playoffs,43.71,76.96,33.21,18.46
1141,Leandro Barbosa,Regular_Season,46.4,82.39,39.67,22.31
1142,Lee Nailon,Playoffs,45.76,78.95,0.0,17.78
1143,Lee Nailon,Regular_Season,48.3,74.67,50.0,24.19
1144,Leon Powe,Playoffs,49.32,66.67,,11.73
1145,Leon Powe,Regular_Season,54.53,69.78,0.0,16.16
1146,Linas Kleiza,Playoffs,46.67,71.79,35.0,17.3
1147,Linas Kleiza,Regular_Season,44.97,77.36,34.51,21.67
1148,Lindsey Hunter,Playoffs,29.75,81.82,23.91,12.6
1149,Lindsey Hunter,Regular_Season,39.4,74.71,38.79,23.86
1150,Lonnie Walker,Regular_Season,42.58,72.13,40.59,16.2
1151,Lonzo Ball,Regular_Season,40.42,50.81,35.79,31.34
1152,Lorenzen Wright,Playoffs,53.62,55.56,,22.61
1153,Lorenzen Wright,Regular_Season,46.42,65.92,6.67,24.46
1154,Lou Amundson,Playoffs,52.54,44.44,,10.66
1155,Lou Amundson,Regular_Season,51.16,47.69,0.0,13.79
1156,Lou Williams,Playoffs,39.28,80.54,25.63,25.3
1157,Lou Williams,Regular_Season,41.79,84.58,35.03,25.98
1158,Luc Longley,Playoffs,35.29,66.67,,18.0
1159,Luc Longley,Regular_Season,46.62,82.47,,19.68
1160,Luc Mbah a Moute,Playoffs,41.77,66.67,21.62,23.92
1161,Luc Mbah a Moute,Regular_Season,47.45,68.96,35.57,23.7
1162,Lucas Nogueira,Regular_Season,66.03,65.67,25.0,19.09
1163,Lucious Harris,Playoffs,43.12,80.18,32.84,20.29
1164,Lucious Harris,Regular_Season,42.32,81.01,35.08,21.98
1165,Luguentz Dort,Playoffs,35.53,53.33,26.0,29.15
1166,Luis Scola,Playoffs,45.4,66.67,20.0,21.41
1167,Luis Scola,Regular_Season,49.35,74.17,33.94,26.22
1168,Luka Doncic,Playoffs,50.0,65.62,36.36,35.77
1169,Luka Doncic,Regular_Season,44.53,73.73,32.13,32.82
1170,Luke Babbitt,Regular_Season,40.21,73.33,41.43,15.66
1171,Luke Kennard,Playoffs,48.94,83.33,60.0,33.17
1172,Luke Kennard,Regular_Season,44.08,86.32,40.19,23.3
1173,Luke Ridnour,Playoffs,41.45,90.62,29.03,27.73
1174,Luke Ridnour,Regular_Season,43.71,86.94,35.43,29.5
1175,Luke Walton,Playoffs,42.27,70.13,36.78,14.68
1176,Luke Walton,Regular_Season,43.36,72.03,32.34,17.71
1177,Luol Deng,Playoffs,45.51,76.47,31.15,39.12
1178,Luol Deng,Regular_Season,46.12,76.86,34.32,36.42
1179,Luther Head,Playoffs,30.56,50.0,26.09,20.2
1180,Luther Head,Regular_Season,42.39,76.05,39.3,25.32
1181,Malcolm Brogdon,Playoffs,42.29,81.63,37.62,30.31
1182,Malcolm Brogdon,Regular_Season,46.73,89.66,38.53,28.4
1183,Malcolm Delaney,Regular_Season,37.37,80.65,23.64,17.09
1184,Malik Allen,Playoffs,45.57,60.0,,15.9
1185,Malik Allen,Regular_Season,44.05,82.19,16.67,22.31
1186,Malik Beasley,Playoffs,38.71,70.97,40.43,20.06
1187,Malik Beasley,Regular_Season,44.79,80.0,39.06,18.53
1188,Malik Monk,Regular_Season,39.49,85.0,32.18,17.18
1189,Malik Rose,Playoffs,43.68,75.72,14.29,22.55
1190,Malik Rose,Regular_Season,44.37,75.63,17.65,19.86
1191,Malik Sealy,Playoffs,46.34,68.75,33.33,30.5
1192,Malik Sealy,Regular_Season,47.56,81.19,28.57,29.17
1193,Manu Ginobili,Playoffs,43.28,81.72,35.8,27.87
1194,Manu Ginobili,Regular_Season,44.6,82.41,36.98,25.7
1195,MarShon Brooks,Regular_Season,44.14,74.55,29.73,18.65
1196,Marc Gasol,Playoffs,44.22,80.81,34.33,35.17
1197,Marc Gasol,Regular_Season,47.72,78.87,35.09,33.07
1198,Marc Jackson,Playoffs,42.31,76.67,0.0,15.91
1199,Marc Jackson,Regular_Season,45.65,80.92,33.33,19.08
1200,Marcin Gortat,Playoffs,55.98,64.96,,22.31
1201,Marcin Gortat,Regular_Season,55.47,68.22,17.65,25.4
1202,Marco Belinelli,Playoffs,41.59,88.99,37.5,21.15
1203,Marco Belinelli,Regular_Season,42.94,85.27,38.39,24.18
1204,Marcus Banks,Playoffs,44.44,70.0,45.45,15.09
1205,Marcus Banks,Regular_Season,40.11,74.83,33.1,15.61
1206,Marcus Camby,Playoffs,39.65,55.26,50.0,30.95
1207,Marcus Camby,Regular_Season,46.76,68.66,26.19,30.31
1208,Marcus D. Williams,Playoffs,33.33,80.0,7.69,6.48
1209,Marcus D. Williams,Regular_Season,39.54,84.71,28.22,16.64
1210,Marcus Fizer,Regular_Season,43.4,68.92,21.25,23.94
1211,Marcus Morris,Playoffs,43.7,77.17,43.92,29.97
1212,Marcus Morris,Regular_Season,43.3,75.93,36.88,27.57
1213,Marcus Smart,Playoffs,37.06,74.35,32.04,31.95
1214,Marcus Smart,Regular_Season,37.73,77.5,32.81,29.24
1215,Marcus Thornton,Playoffs,38.89,66.67,23.81,12.44
1216,Marcus Thornton,Regular_Season,43.11,82.81,36.07,26.08
1217,Mario Chalmers,Playoffs,42.88,74.21,35.67,29.04
1218,Mario Chalmers,Regular_Season,41.79,78.43,35.38,27.13
1219,Mario Elie,Playoffs,37.74,88.46,15.0,27.25
1220,Mario Elie,Regular_Season,42.53,83.03,38.46,25.33
1221,Mario Hezonja,Playoffs,40.91,75.0,28.57,13.6
1222,Mario Hezonja,Regular_Season,41.72,81.15,31.93,18.51
1223,Mario West,Regular_Season,42.86,65.38,0.0,4.21
1224,Mark Blount,Playoffs,50.88,72.41,,20.57
1225,Mark Blount,Regular_Season,51.53,73.54,28.12,26.27
1226,Mark Bryant,Playoffs,45.0,50.0,,10.11
1227,Mark Bryant,Regular_Season,50.29,80.85,,22.85
1228,Mark Jackson,Playoffs,42.28,91.43,33.33,26.45
1229,Mark Jackson,Regular_Season,42.43,78.74,36.91,26.26
1230,Mark Madsen,Playoffs,47.62,44.44,0.0,13.48
1231,Mark Madsen,Regular_Season,49.21,53.55,14.29,13.29
1232,Markelle Fultz,Playoffs,40.0,85.71,37.5,29.34
1233,Markelle Fultz,Regular_Season,45.74,69.9,26.85,26.63
1234,Markieff Morris,Playoffs,43.49,82.0,37.82,23.5
1235,Markieff Morris,Regular_Season,45.14,78.28,34.95,25.48
1236,Marko Jaric,Regular_Season,41.51,72.75,34.2,26.57
1237,Marquese Chriss,Regular_Season,46.59,66.46,30.02,20.97
1238,Marquis Daniels,Playoffs,44.76,71.25,20.0,12.98
1239,Marquis Daniels,Regular_Season,44.83,73.19,24.36,24.1
1240,Marquis Teague,Playoffs,29.41,,0.0,8.94
1241,Marreese Speights,Playoffs,41.97,66.67,39.68,9.71
1242,Marreese Speights,Regular_Season,46.02,81.21,35.45,15.59
1243,Martell Webster,Playoffs,39.78,59.26,25.58,20.42
1244,Martell Webster,Regular_Season,42.06,79.12,38.94,26.09
1245,Marvin Bagley III,Regular_Season,50.42,69.08,31.25,25.28
1246,Marvin Williams,Playoffs,37.81,83.64,38.67,23.87
1247,Marvin Williams,Regular_Season,44.26,80.8,36.42,27.48
1248,Mason Plumlee,Playoffs,45.35,58.24,0.0,15.64
1249,Mason Plumlee,Regular_Season,57.44,56.22,6.25,21.58
1250,Mateen Cleaves,Regular_Season,40.0,70.8,29.41,16.26
1251,Matisse Thybulle,Playoffs,42.86,,25.0,18.82
1252,Matisse Thybulle,Regular_Season,42.26,60.98,35.67,19.8
1253,Matt Barnes,Playoffs,39.9,75.21,29.68,22.59
1254,Matt Barnes,Regular_Season,43.35,75.46,33.81,25.54
1255,Matt Bonner,Playoffs,41.18,80.0,36.8,12.67
1256,Matt Bonner,Regular_Season,46.46,78.72,41.56,17.7
1257,Matt Carroll,Regular_Season,42.31,85.02,41.56,22.47
1258,Matt Dellavedova,Playoffs,35.36,77.94,30.3,18.73
1259,Matt Dellavedova,Regular_Season,39.13,83.09,36.81,20.55
1260,Matt Geiger,Playoffs,53.16,82.76,,11.4
1261,Matt Geiger,Regular_Season,44.14,77.86,0.0,21.63
1262,Matt Harpring,Playoffs,45.57,76.64,14.29,23.51
1263,Matt Harpring,Regular_Season,48.79,75.63,34.72,28.12
