,Player,Season,Stage,Points_type,Points_per_game
8378,Danny Fortson,2001,Regular_Season,3 Point,0.04
8379,Lee Nailon,2001,Regular_Season,3 Point,0.04
8380,Ruben Patterson,2001,Regular_Season,3 Point,0.36
8381,Chris Whitney,2001,Regular_Season,3 Point,4.79
8382,Voshon Lenard,2001,Regular_Season,3 Point,3.76
8383,Hedo Turkoglu,2001,Regular_Season,3 Point,2.36
8384,Nazr Mohammed,2001,Regular_Season,3 Point,0.0
8385,Rod Strickland,2001,Regular_Season,3 Point,0.32
8386,Anthony Mason,2001,Regular_Season,3 Point,0.04
8387,Derek Fisher,2001,Regular_Season,3 Point,6.17
8388,James Posey,2001,Regular_Season,3 Point,2.75
8389,Darius Miles,2001,Regular_Season,3 Point,0.11
8390,Bob Sura,2001,Regular_Season,3 Point,1.62
8391,Malik Rose,2001,Regular_Season,3 Point,0.04
8392,Joe Smith,2001,Regular_Season,3 Point,0.08
8393,Derek Anderson,2001,Regular_Season,3 Point,3.64
8394,Antonio Daniels,2001,Regular_Season,3 Point,2.09
8395,Jamaal Tinsley,2001,Regular_Season,3 Point,1.58
8396,Richard Jefferson,2001,Regular_Season,3 Point,0.49
8397,Dale Davis,2001,Regular_Season,3 Point,0.0
8398,Jon Barry,2001,Regular_Season,3 Point,4.43
8399,Anthony Peeler,2001,Regular_Season,3 Point,4.06
8400,Kenny Anderson,2001,Regular_Season,3 Point,0.36
8401,Tony Parker,2001,Regular_Season,3 Point,2.38
8402,Jamaal Magloire,2001,Regular_Season,3 Point,0.0
8403,Rasho Nesterovic,2001,Regular_Season,3 Point,0.0
8404,Mark Jackson,2001,Regular_Season,3 Point,2.89
8405,Trenton Hassell,2001,Regular_Season,3 Point,2.31
8406,Lucious Harris,2001,Regular_Season,3 Point,1.78
8407,Brian Grant,2001,Regular_Season,3 Point,0.0
8408,Jumaine Jones,2001,Regular_Season,3 Point,1.93
8409,P.J. Brown,2001,Regular_Season,3 Point,0.0
8410,Moochie Norris,2001,Regular_Season,3 Point,1.32
8411,Rick Fox,2001,Regular_Season,3 Point,2.38
8412,Eddie Griffin,2001,Regular_Season,3 Point,3.7
8413,Bryon Russell,2001,Regular_Season,3 Point,3.5
8414,Eric Piatkowski,2001,Regular_Season,3 Point,4.69
8415,Ben Wallace,2001,Regular_Season,3 Point,0.0
8416,Horace Grant,2001,Regular_Season,3 Point,0.0
8417,Erick Strickland,2001,Regular_Season,3 Point,3.61
8418,Todd MacCulloch,2001,Regular_Season,3 Point,0.0
8419,DerMarr Johnson,2001,Regular_Season,3 Point,3.71
8420,Tony Delk,2001,Regular_Season,3 Point,3.19
8421,Othella Harrington,2001,Regular_Season,3 Point,0.0
8422,Aaron Williams,2001,Regular_Season,3 Point,0.0
8423,Travis Best,2001,Regular_Season,3 Point,0.85
8424,Joe Johnson,2001,Regular_Season,3 Point,1.48
8425,Devean George,2001,Regular_Season,3 Point,2.41
8426,Jonathan Bender,2001,Regular_Season,3 Point,1.73
8427,Chris Mihm,2001,Regular_Season,3 Point,0.12
8428,Tyronn Lue,2001,Regular_Season,3 Point,2.66
8429,Popeye Jones,2001,Regular_Season,3 Point,0.15
8430,Erick Dampier,2001,Regular_Season,3 Point,0.0
8431,Robert Horry,2001,Regular_Season,3 Point,2.81
8432,Jacque Vaughn,2001,Regular_Season,3 Point,0.88
8433,Jerome Williams,2001,Regular_Season,3 Point,0.0
8434,Austin Croshere,2001,Regular_Season,3 Point,1.93
8435,Zeljko Rebraca,2001,Regular_Season,3 Point,0.0
8436,Tony Battie,2001,Regular_Season,3 Point,0.0
8437,Scot Pollard,2001,Regular_Season,3 Point,0.0
8438,Scott Padgett,2001,Regular_Season,3 Point,1.96
8439,Kelvin Cato,2001,Regular_Season,3 Point,0.0
8440,Monty Williams,2001,Regular_Season,3 Point,0.0
8441,Eddy Curry,2001,Regular_Season,3 Point,0.0
8442,Speedy Claxton,2001,Regular_Season,3 Point,0.18
8443,Troy Murphy,2001,Regular_Season,3 Point,0.11
8444,Lindsey Hunter,2001,Regular_Season,3 Point,2.89
8445,Eric Williams,2001,Regular_Season,3 Point,0.97
8446,Jeff Foster,2001,Regular_Season,3 Point,0.07
8447,Kevin Ollie,2001,Regular_Season,3 Point,0.04
8448,Samaki Walker,2001,Regular_Season,3 Point,0.0
8449,Shawn Kemp,2001,Regular_Season,3 Point,0.0
8450,Jarron Collins,2001,Regular_Season,3 Point,0.0
8451,Tyrone Nesby,2001,Regular_Season,3 Point,0.56
8452,Tyson Chandler,2001,Regular_Season,3 Point,0.0
8453,Shandon Anderson,2001,Regular_Season,3 Point,1.43
8454,Tony Massenburg,2001,Regular_Season,3 Point,0.04
8455,Eduardo Najera,2001,Regular_Season,3 Point,0.0
8456,Terry Porter,2001,Regular_Season,3 Point,2.46
8457,Hanno Mottola,2001,Regular_Season,3 Point,0.04
8458,Jahidi White,2001,Regular_Season,3 Point,0.0
8459,Adonal Foyle,2001,Regular_Season,3 Point,0.0
8460,Bo Outlaw,2001,Regular_Season,3 Point,0.04
8461,Ryan Bowen,2001,Regular_Season,3 Point,0.04
8462,Vitaly Potapenko,2001,Regular_Season,3 Point,0.0
8463,Stacey Augmon,2001,Regular_Season,3 Point,0.0
8464,Jason Collins,2001,Regular_Season,3 Point,0.04
8465,Fred Hoiberg,2001,Regular_Season,3 Point,0.91
8466,Damon Jones,2001,Regular_Season,3 Point,3.09
8467,Slava Medvedenko,2001,Regular_Season,3 Point,0.0
8468,Michael Curry,2001,Regular_Season,3 Point,0.26
8469,Darvin Ham,2001,Regular_Season,3 Point,0.04
8470,Chris Childs,2001,Regular_Season,3 Point,1.43
8471,Corie Blount,2001,Regular_Season,3 Point,0.0
8472,Raja Bell,2001,Regular_Season,3 Point,0.49
8473,Greg Ostertag,2001,Regular_Season,3 Point,0.0
8474,Sam Mitchell,2001,Regular_Season,3 Point,0.41
8475,Don Reid,2001,Regular_Season,3 Point,0.0
8476,Walter McCarty,2001,Regular_Season,3 Point,2.09
8477,Ervin Johnson,2001,Regular_Season,3 Point,0.0
8478,Joel Przybilla,2001,Regular_Season,3 Point,0.0
8479,Brian Shaw,2001,Regular_Season,3 Point,1.5
8480,Felipe Lopez,2001,Regular_Season,3 Point,0.63
8481,Shaquille O'Neal,2001,Playoffs,3 Point,0.0
8482,Kobe Bryant,2001,Playoffs,3 Point,3.47
8483,Paul Pierce,2001,Playoffs,3 Point,5.62
8484,Jason Kidd,2001,Playoffs,3 Point,2.55
8485,Chris Webber,2001,Playoffs,3 Point,0.0
8486,Antoine Walker,2001,Playoffs,3 Point,7.88
8487,Kenyon Martin,2001,Playoffs,3 Point,0.3
8488,Mike Bibby,2001,Playoffs,3 Point,4.69
8489,Keith Van Horn,2001,Playoffs,3 Point,5.55
8490,Tim Duncan,2001,Playoffs,3 Point,0.33
8491,Kerry Kittles,2001,Playoffs,3 Point,2.7
8492,Dirk Nowitzki,2001,Playoffs,3 Point,6.0
8493,Vlade Divac,2001,Playoffs,3 Point,0.38
8494,Baron Davis,2001,Playoffs,3 Point,7.0
8495,Michael Finley,2001,Playoffs,3 Point,5.25
8496,Derek Fisher,2001,Playoffs,3 Point,4.58
8497,Kenny Anderson,2001,Playoffs,3 Point,0.0
8498,Rick Fox,2001,Playoffs,3 Point,2.37
8499,Doug Christie,2001,Playoffs,3 Point,3.19
8500,Lucious Harris,2001,Playoffs,3 Point,1.2
8501,Robert Horry,2001,Playoffs,3 Point,3.79
8502,Jerry Stackhouse,2001,Playoffs,3 Point,5.4
8503,Bobby Jackson,2001,Playoffs,3 Point,2.06
8504,Steve Nash,2001,Playoffs,3 Point,7.5
8505,Tony Parker,2001,Playoffs,3 Point,3.0
8506,Allen Iverson,2001,Playoffs,3 Point,5.4
8507,Peja Stojakovic,2001,Playoffs,3 Point,3.9
8508,Rodney Rogers,2001,Playoffs,3 Point,3.56
8509,David Wesley,2001,Playoffs,3 Point,5.67
8510,Richard Jefferson,2001,Playoffs,3 Point,0.0
8511,Hedo Turkoglu,2001,Playoffs,3 Point,2.25
8512,Corliss Williamson,2001,Playoffs,3 Point,0.0
8513,Cliff Robinson,2001,Playoffs,3 Point,5.4
8514,Aaron Williams,2001,Playoffs,3 Point,0.0
8515,Malik Rose,2001,Playoffs,3 Point,0.0
8516,Eric Williams,2001,Playoffs,3 Point,2.62
8517,Todd MacCulloch,2001,Playoffs,3 Point,0.0
8518,Tracy McGrady,2001,Playoffs,3 Point,3.75
8519,Elden Campbell,2001,Playoffs,3 Point,0.0
8520,Reggie Miller,2001,Playoffs,3 Point,7.8
8521,Chucky Atkins,2001,Playoffs,3 Point,4.2
8522,Gary Payton,2001,Playoffs,3 Point,2.4
8523,Steve Smith,2001,Playoffs,3 Point,3.0
8524,Jamaal Magloire,2001,Playoffs,3 Point,0.0
8525,Tony Battie,2001,Playoffs,3 Point,0.0
8526,Antonio Daniels,2001,Playoffs,3 Point,1.8
8527,Devean George,2001,Playoffs,3 Point,1.26
8528,P.J. Brown,2001,Playoffs,3 Point,0.0
8529,Raef LaFrentz,2001,Playoffs,3 Point,2.25
8530,Nick Van Exel,2001,Playoffs,3 Point,2.62
8531,Jermaine O'Neal,2001,Playoffs,3 Point,0.0
8532,Antonio Davis,2001,Playoffs,3 Point,0.0
8533,Jon Barry,2001,Playoffs,3 Point,5.1
8534,Karl Malone,2001,Playoffs,3 Point,0.0
8535,Rasheed Wallace,2001,Playoffs,3 Point,7.0
8536,Ben Wallace,2001,Playoffs,3 Point,0.0
8537,Kevin Garnett,2001,Playoffs,3 Point,1.0
8538,George Lynch,2001,Playoffs,3 Point,0.67
8539,Lee Nailon,2001,Playoffs,3 Point,0.0
8540,Bruce Bowen,2001,Playoffs,3 Point,3.3
8541,Keon Clark,2001,Playoffs,3 Point,0.0
8542,Tony Delk,2001,Playoffs,3 Point,2.79
8543,Vin Baker,2001,Playoffs,3 Point,0.6
8544,Chauncey Billups,2001,Playoffs,3 Point,6.0
8545,Derrick Coleman,2001,Playoffs,3 Point,2.4
8546,Samaki Walker,2001,Playoffs,3 Point,0.16
8547,Darrell Armstrong,2001,Playoffs,3 Point,3.0
8548,Alvin Williams,2001,Playoffs,3 Point,1.8
8549,Wally Szczerbiak,2001,Playoffs,3 Point,2.0
8550,Metta World Peace,2001,Playoffs,3 Point,3.6
8551,Chris Childs,2001,Playoffs,3 Point,4.8
8552,Desmond Mason,2001,Playoffs,3 Point,0.6
8553,Donyell Marshall,2001,Playoffs,3 Point,2.25
8554,Michael Curry,2001,Playoffs,3 Point,1.5
8555,Brad Miller,2001,Playoffs,3 Point,0.0
8556,Brian Shaw,2001,Playoffs,3 Point,1.42
8557,Eric Snow,2001,Playoffs,3 Point,0.6
8558,Aaron McKie,2001,Playoffs,3 Point,3.6
8559,Matt Harpring,2001,Playoffs,3 Point,0.0
8560,Troy Hudson,2001,Playoffs,3 Point,0.0
8561,John Stockton,2001,Playoffs,3 Point,1.5
8562,Scot Pollard,2001,Playoffs,3 Point,0.0
8563,Anthony Johnson,2001,Playoffs,3 Point,0.16
8564,Scottie Pippen,2001,Playoffs,3 Point,6.0
8565,Jason Collins,2001,Playoffs,3 Point,0.0
8566,Stacey Augmon,2001,Playoffs,3 Point,0.0
8567,Morris Peterson,2001,Playoffs,3 Point,1.2
8568,Dikembe Mutombo,2001,Playoffs,3 Point,0.0
8569,Walter McCarty,2001,Playoffs,3 Point,0.64
8570,Derek Anderson,2001,Playoffs,3 Point,2.0
8571,Damon Jones,2001,Playoffs,3 Point,2.4
8572,Brent Barry,2001,Playoffs,3 Point,4.2
8573,Ron Mercer,2001,Playoffs,3 Point,0.0
8574,Vladimir Radmanovic,2001,Playoffs,3 Point,4.2
8575,Rashard Lewis,2001,Playoffs,3 Point,1.0
8576,Eduardo Najera,2001,Playoffs,3 Point,0.0
8577,Bonzi Wells,2001,Playoffs,3 Point,0.0
8578,Jerome Williams,2001,Playoffs,3 Point,0.0
8579,Lindsey Hunter,2001,Playoffs,3 Point,1.33
8580,Andrei Kirilenko,2001,Playoffs,3 Point,0.0
8581,Erick Strickland,2001,Playoffs,3 Point,1.0
8582,Pat Garrity,2001,Playoffs,3 Point,5.25
8583,Monty Williams,2001,Playoffs,3 Point,0.0
8584,Rasho Nesterovic,2001,Playoffs,3 Point,0.0
8585,Terry Porter,2001,Playoffs,3 Point,1.5
8586,Kevin Ollie,2001,Playoffs,3 Point,0.6
8587,Hakeem Olajuwon,2001,Playoffs,3 Point,0.0
8588,Danny Ferry,2001,Playoffs,3 Point,2.1
8589,Bryon Russell,2001,Playoffs,3 Point,4.5
8590,Greg Ostertag,2001,Playoffs,3 Point,0.0
8591,Greg Buckner,2001,Playoffs,3 Point,0.0
8592,Anthony Peeler,2001,Playoffs,3 Point,5.0
8593,Patrick Ewing,2001,Playoffs,3 Point,0.0
8594,Mark Bryant,2001,Playoffs,3 Point,0.0
8595,Zeljko Rebraca,2001,Playoffs,3 Point,0.0
8596,Jeff Foster,2001,Playoffs,3 Point,1.2
8597,Randy Livingston,2001,Playoffs,3 Point,0.6
8598,Mike Miller,2001,Playoffs,3 Point,0.75
8599,Horace Grant,2001,Playoffs,3 Point,0.0
8600,David Robinson,2001,Playoffs,3 Point,0.0
8601,Jamaal Tinsley,2001,Playoffs,3 Point,0.0
8602,Robert Traylor,2001,Playoffs,3 Point,0.0
8603,Jerome James,2001,Playoffs,3 Point,0.0
8604,Ruben Patterson,2001,Playoffs,3 Point,0.0
8605,Damon Stoudamire,2001,Playoffs,3 Point,3.0
8606,Dale Davis,2001,Playoffs,3 Point,0.0
8607,Ansu Sesay,2001,Playoffs,3 Point,0.0
8608,Corie Blount,2001,Playoffs,3 Point,0.0
8609,Kobe Bryant,2002,Regular_Season,3 Point,4.54
8610,Tracy McGrady,2002,Regular_Season,3 Point,6.92
8611,Allen Iverson,2002,Regular_Season,3 Point,3.07
8612,Paul Pierce,2002,Regular_Season,3 Point,4.48
8613,Dirk Nowitzki,2002,Regular_Season,3 Point,5.55
8614,Tim Duncan,2002,Regular_Season,3 Point,0.22
8615,Kevin Garnett,2002,Regular_Season,3 Point,0.73
8616,Allan Houston,2002,Regular_Season,3 Point,6.51
8617,Shaquille O'Neal,2002,Regular_Season,3 Point,0.0
8618,Antawn Jamison,2002,Regular_Season,3 Point,2.38
8619,Jalen Rose,2002,Regular_Season,3 Point,4.87
8620,Stephon Marbury,2002,Regular_Season,3 Point,3.3
8621,Jamal Mashburn,2002,Regular_Season,3 Point,4.35
8622,Shawn Marion,2002,Regular_Season,3 Point,5.22
8623,Ray Allen,2002,Regular_Season,3 Point,7.93
8624,Steve Francis,2002,Regular_Season,3 Point,3.15
8625,Karl Malone,2002,Regular_Season,3 Point,0.11
8626,Michael Jordan,2002,Regular_Season,3 Point,0.59
8627,Gary Payton,2002,Regular_Season,3 Point,2.02
8628,Ricky Davis,2002,Regular_Season,3 Point,2.81
8629,Richard Hamilton,2002,Regular_Season,3 Point,1.17
8630,Shareef Abdur-Rahim,2002,Regular_Season,3 Point,0.78
8631,Jermaine O'Neal,2002,Regular_Season,3 Point,0.27
8632,Antoine Walker,2002,Regular_Season,3 Point,7.23
8633,Pau Gasol,2002,Regular_Season,3 Point,0.04
8634,Chris Webber,2002,Regular_Season,3 Point,0.22
8635,Sam Cassell,2002,Regular_Season,3 Point,2.27
8636,Jerry Stackhouse,2002,Regular_Season,3 Point,3.04
8637,Gilbert Arenas,2002,Regular_Season,3 Point,3.99
8638,Jason Kidd,2002,Regular_Season,3 Point,4.72
8639,Steve Nash,2002,Regular_Season,3 Point,4.06
8640,Glenn Robinson,2002,Regular_Season,3 Point,3.91
8641,Juwan Howard,2002,Regular_Season,3 Point,0.08
8642,Rashard Lewis,2002,Regular_Season,3 Point,2.92
8643,Jason Terry,2002,Regular_Season,3 Point,5.93
8644,Zydrunas Ilgauskas,2002,Regular_Season,3 Point,0.0
8645,Peja Stojakovic,2002,Regular_Season,3 Point,6.46
8646,Matt Harpring,2002,Regular_Season,3 Point,2.54
8647,Rasheed Wallace,2002,Regular_Season,3 Point,4.46
8648,Michael Finley,2002,Regular_Season,3 Point,5.17
8649,Kenyon Martin,2002,Regular_Season,3 Point,0.35
8650,Jason Richardson,2002,Regular_Season,3 Point,4.5
8651,Cuttino Mobley,2002,Regular_Season,3 Point,4.6
8652,Tony Parker,2002,Regular_Season,3 Point,3.0
8653,Richard Jefferson,2002,Regular_Season,3 Point,0.22
8654,Michael Redd,2002,Regular_Season,3 Point,6.66
8655,David Wesley,2002,Regular_Season,3 Point,5.51
8656,Latrell Sprewell,2002,Regular_Season,3 Point,5.43
8657,Caron Butler,2002,Regular_Season,3 Point,1.31
8658,Chauncey Billups,2002,Regular_Season,3 Point,6.04
8659,Keith Van Horn,2002,Regular_Season,3 Point,2.64
8660,Morris Peterson,2002,Regular_Season,3 Point,4.24
8661,Desmond Mason,2002,Regular_Season,3 Point,0.79
8662,Bonzi Wells,2002,Regular_Season,3 Point,1.52
8663,Kurt Thomas,2002,Regular_Season,3 Point,0.07
8664,Troy Hudson,2002,Regular_Season,3 Point,3.68
8665,Amar'e Stoudemire,2002,Regular_Season,3 Point,0.07
8666,Yao Ming,2002,Regular_Season,3 Point,0.04
8667,Andre Miller,2002,Regular_Season,3 Point,0.86
8668,Metta World Peace,2002,Regular_Season,3 Point,3.09
8669,Tim Thomas,2002,Regular_Season,3 Point,3.64
8670,Derek Anderson,2002,Regular_Season,3 Point,4.58
8671,Eric Snow,2002,Regular_Season,3 Point,0.26
8672,Donyell Marshall,2002,Regular_Season,3 Point,1.27
8673,Alvin Williams,2002,Regular_Season,3 Point,1.85
8674,Al Harrington,2002,Regular_Season,3 Point,0.48
8675,Cliff Robinson,2002,Regular_Season,3 Point,3.22
8676,Corliss Williamson,2002,Regular_Season,3 Point,0.07
8677,Andrei Kirilenko,2002,Regular_Season,3 Point,1.39
8678,Brad Miller,2002,Regular_Season,3 Point,0.21
8679,Stephen Jackson,2002,Regular_Season,3 Point,3.56
8680,Gordan Giricek,2002,Regular_Season,3 Point,3.36
8681,Troy Murphy,2002,Regular_Season,3 Point,0.11
8682,Jason Williams,2002,Regular_Season,3 Point,5.64
8683,Nick Van Exel,2002,Regular_Season,3 Point,4.85
8684,Bobby Jackson,2002,Regular_Season,3 Point,4.53
8685,James Posey,2002,Regular_Season,3 Point,2.53
8686,John Stockton,2002,Regular_Season,3 Point,1.06
8687,Reggie Miller,2002,Regular_Season,3 Point,4.84
8688,Drew Gooden,2002,Regular_Season,3 Point,0.6
8689,Pat Garrity,2002,Regular_Season,3 Point,5.96
8690,Derek Fisher,2002,Regular_Season,3 Point,3.11
8691,Rasho Nesterovic,2002,Regular_Season,3 Point,0.0
8692,Jamal Crawford,2002,Regular_Season,3 Point,3.22
8693,Eddy Curry,2002,Regular_Season,3 Point,0.0
8694,Kerry Kittles,2002,Regular_Season,3 Point,3.6
8695,Brian Grant,2002,Regular_Season,3 Point,0.0
8696,Jamaal Magloire,2002,Regular_Season,3 Point,0.0
8697,Maybyner Nene,2002,Regular_Season,3 Point,0.0
8698,P.J. Brown,2002,Regular_Season,3 Point,0.0
8699,Malik Rose,2002,Regular_Season,3 Point,0.08
8700,Carlos Boozer,2002,Regular_Season,3 Point,0.0
8701,Joe Johnson,2002,Regular_Season,3 Point,2.74
8702,Lorenzen Wright,2002,Regular_Season,3 Point,0.0
8703,Vlade Divac,2002,Regular_Season,3 Point,0.22
8704,Lucious Harris,2002,Regular_Season,3 Point,1.83
8705,Jumaine Jones,2002,Regular_Season,3 Point,4.16
8706,Brent Barry,2002,Regular_Season,3 Point,4.72
8707,Peja Drobnjak,2002,Regular_Season,3 Point,1.1
8708,Darrell Armstrong,2002,Regular_Season,3 Point,2.85
8709,Malik Allen,2002,Regular_Season,3 Point,0.0
8710,Shane Battier,2002,Regular_Season,3 Point,3.31
8711,Doug Christie,2002,Regular_Season,3 Point,2.74
8712,Eric Williams,2002,Regular_Season,3 Point,1.35
8713,Howard Eisley,2002,Regular_Season,3 Point,4.79
8714,Dion Glover,2002,Regular_Season,3 Point,2.21
8715,Vladimir Radmanovic,2002,Regular_Season,3 Point,4.33
8716,Aaron McKie,2002,Regular_Season,3 Point,1.39
8717,Jay Williams,2002,Regular_Season,3 Point,2.6
8718,Kendall Gill,2002,Regular_Season,3 Point,0.7
8719,Theo Ratliff,2002,Regular_Season,3 Point,0.0
8720,Calbert Cheaney,2002,Regular_Season,3 Point,0.37
8721,Jerome Williams,2002,Regular_Season,3 Point,0.04
8722,Tyson Chandler,2002,Regular_Season,3 Point,0.0
8723,Shandon Anderson,2002,Regular_Season,3 Point,1.9
8724,Rick Fox,2002,Regular_Season,3 Point,4.14
8725,Erick Dampier,2002,Regular_Season,3 Point,0.0
8726,Kenny Thomas,2002,Regular_Season,3 Point,0.0
8727,Eddie Griffin,2002,Regular_Season,3 Point,2.49
8728,Tony Delk,2002,Regular_Season,3 Point,5.37
8729,Zach Randolph,2002,Regular_Season,3 Point,0.0
8730,Rodney White,2002,Regular_Season,3 Point,1.33
8731,Ruben Patterson,2002,Regular_Season,3 Point,0.12
8732,Tyronn Lue,2002,Regular_Season,3 Point,2.4
8733,Raef LaFrentz,2002,Regular_Season,3 Point,2.04
8734,Christian Laettner,2002,Regular_Season,3 Point,0.08
8735,Anthony Peeler,2002,Regular_Season,3 Point,3.18
8736,Shammond Williams,2002,Regular_Season,3 Point,3.58
8737,Donnell Harvey,2002,Regular_Season,3 Point,0.04
8738,Mike James,2002,Regular_Season,3 Point,2.58
8739,Travis Best,2002,Regular_Season,3 Point,1.5
8740,Derrick Coleman,2002,Regular_Season,3 Point,1.03
8741,Kwame Brown,2002,Regular_Season,3 Point,0.0
8742,Bruce Bowen,2002,Regular_Season,3 Point,3.7
8743,Dale Davis,2002,Regular_Season,3 Point,0.0
8744,Othella Harrington,2002,Regular_Season,3 Point,0.0
8745,Jamaal Tinsley,2002,Regular_Season,3 Point,1.89
8746,Ira Newble,2002,Regular_Season,3 Point,1.32
8747,Ron Mercer,2002,Regular_Season,3 Point,0.12
8748,Jon Barry,2002,Regular_Season,3 Point,3.26
8749,David Robinson,2002,Regular_Season,3 Point,0.0
8750,Shawn Bradley,2002,Regular_Season,3 Point,0.0
8751,Rasual Butler,2002,Regular_Season,3 Point,2.08
8752,Shawn Kemp,2002,Regular_Season,3 Point,0.0
8753,Keon Clark,2002,Regular_Season,3 Point,0.0
8754,Kevin Ollie,2002,Regular_Season,3 Point,0.07
8755,J.R. Bremer,2002,Regular_Season,3 Point,4.73
8756,Manu Ginobili,2002,Regular_Season,3 Point,2.22
8757,Courtney Alexander,2002,Regular_Season,3 Point,0.86
8758,Robert Horry,2002,Regular_Season,3 Point,1.91
8759,Clarence Weatherspoon,2002,Regular_Season,3 Point,0.0
8760,Ben Wallace,2002,Regular_Season,3 Point,0.04
8761,Brendan Haywood,2002,Regular_Season,3 Point,0.0
8762,Aaron Williams,2002,Regular_Season,3 Point,0.0
8763,Walter McCarty,2002,Regular_Season,3 Point,3.33
8764,Mehmet Okur,2002,Regular_Season,3 Point,1.58
8765,Devean George,2002,Regular_Season,3 Point,2.07
8766,Tony Battie,2002,Regular_Season,3 Point,0.04
8767,Jim Jackson,2002,Regular_Season,3 Point,1.52
8768,Mike Batiste,2002,Regular_Season,3 Point,0.72
8769,Rodney Rogers,2002,Regular_Season,3 Point,1.94
8770,Arvydas Sabonis,2002,Regular_Season,3 Point,0.12
8771,Gary Trent,2002,Regular_Season,3 Point,0.0
8772,Jacque Vaughn,2002,Regular_Season,3 Point,0.3
8773,Anthony Mason,2002,Regular_Season,3 Point,0.0
8774,Scott Padgett,2002,Regular_Season,3 Point,1.65
8775,Mike Dunleavy,2002,Regular_Season,3 Point,1.9
8776,Chucky Atkins,2002,Regular_Season,3 Point,3.97
8777,Brian Skinner,2002,Regular_Season,3 Point,0.0
8778,Jason Collins,2002,Regular_Season,3 Point,0.0
8779,Erick Strickland,2002,Regular_Season,3 Point,2.62
8780,Greg Buckner,2002,Regular_Season,3 Point,0.6
8781,Hedo Turkoglu,2002,Regular_Season,3 Point,1.3
8782,Vladimir Stepania,2002,Regular_Season,3 Point,0.0
8783,Adonal Foyle,2002,Regular_Season,3 Point,0.0
8784,Greg Ostertag,2002,Regular_Season,3 Point,0.0
8785,Earl Watson,2002,Regular_Season,3 Point,1.18
8786,Jeff McInnis,2002,Regular_Season,3 Point,0.24
8787,Marc Jackson,2002,Regular_Season,3 Point,0.04
8788,Junior Harrington,2002,Regular_Season,3 Point,0.26
8789,Mark Blount,2002,Regular_Season,3 Point,0.0
8790,Milt Palacio,2002,Regular_Season,3 Point,0.3
8791,Alan Henderson,2002,Regular_Season,3 Point,0.0
8792,Mark Jackson,2002,Regular_Season,3 Point,0.99
8793,Bo Outlaw,2002,Regular_Season,3 Point,0.0
8794,Casey Jacobsen,2002,Regular_Season,3 Point,2.17
8795,Andrew DeClercq,2002,Regular_Season,3 Point,0.0
8796,George Lynch,2002,Regular_Season,3 Point,1.04
8797,Walt Williams,2002,Regular_Season,3 Point,2.91
8798,Moochie Norris,2002,Regular_Season,3 Point,0.4
8799,Trenton Hassell,2002,Regular_Season,3 Point,0.48
8800,Kelvin Cato,2002,Regular_Season,3 Point,0.0
8801,Michael Doleac,2002,Regular_Season,3 Point,0.0
8802,Adrian Griffin,2002,Regular_Season,3 Point,0.24
8803,Bryon Russell,2002,Regular_Season,3 Point,1.97
8804,Nikoloz Tskitishvili,2002,Regular_Season,3 Point,1.37
8805,Steve Kerr,2002,Regular_Season,3 Point,1.96
8806,Sean Rooks,2002,Regular_Season,3 Point,0.0
8807,Kevin Willis,2002,Regular_Season,3 Point,0.0
8808,Samaki Walker,2002,Regular_Season,3 Point,0.0
8809,Scott Williams,2002,Regular_Season,3 Point,0.0
8810,Anthony Johnson,2002,Regular_Season,3 Point,0.59
8811,Robert Traylor,2002,Regular_Season,3 Point,0.04
8812,Antonio Daniels,2002,Regular_Season,3 Point,0.81
8813,Brian Shaw,2002,Regular_Season,3 Point,1.61
8814,Jake Voskuhl,2002,Regular_Season,3 Point,0.0
8815,Michael Curry,2002,Regular_Season,3 Point,0.62
8816,Raja Bell,2002,Regular_Season,3 Point,0.84
8817,Kareem Rush,2002,Regular_Season,3 Point,0.75
8818,Stacey Augmon,2002,Regular_Season,3 Point,0.0
8819,Jeryl Sasser,2002,Regular_Season,3 Point,0.52
8820,Darvin Ham,2002,Regular_Season,3 Point,0.0
8821,Jeff Foster,2002,Regular_Season,3 Point,0.0
8822,Ervin Johnson,2002,Regular_Season,3 Point,0.0
8823,John Salmons,2002,Regular_Season,3 Point,0.47
8824,DeSagana Diop,2002,Regular_Season,3 Point,0.0
8825,Danny Ferry,2002,Regular_Season,3 Point,0.97
8826,Tim Duncan,2002,Playoffs,3 Point,0.0
8827,Dirk Nowitzki,2002,Playoffs,3 Point,4.76
8828,Jason Kidd,2002,Playoffs,3 Point,5.1
8829,Nick Van Exel,2002,Playoffs,3 Point,6.6
8830,Kobe Bryant,2002,Playoffs,3 Point,6.25
8831,Richard Hamilton,2002,Playoffs,3 Point,1.59
8832,Allen Iverson,2002,Playoffs,3 Point,4.75
8833,Kenyon Martin,2002,Playoffs,3 Point,0.15
8834,Michael Finley,2002,Playoffs,3 Point,7.05
8835,Tony Parker,2002,Playoffs,3 Point,1.88
8836,Shaquille O'Neal,2002,Playoffs,3 Point,0.0
8837,Steve Nash,2002,Playoffs,3 Point,5.55
8838,Stephen Jackson,2002,Playoffs,3 Point,4.75
8839,Richard Jefferson,2002,Playoffs,3 Point,0.0
8840,Peja Stojakovic,2002,Playoffs,3 Point,8.0
8841,Paul Pierce,2002,Playoffs,3 Point,4.8
