,Player,Season,Stage,Points_type,Points_per_game
17101,Danny Fortson,2004,Regular_Season,2 Point,3.81
17102,Carlos Arroyo,2004,Regular_Season,2 Point,4.54
17103,Jiri Welsch,2004,Regular_Season,2 Point,3.24
17104,Zaza Pachulia,2004,Regular_Season,2 Point,4.32
17105,Brian Cook,2004,Regular_Season,2 Point,2.72
17106,Jon Barry,2004,Regular_Season,2 Point,2.61
17107,Robert Horry,2004,Regular_Season,2 Point,2.83
17108,Leandro Barbosa,2004,Regular_Season,2 Point,3.71
17109,Ira Newble,2004,Regular_Season,2 Point,4.41
17110,Rick Brunson,2004,Regular_Season,2 Point,2.95
17111,Fred Hoiberg,2004,Regular_Season,2 Point,1.82
17112,Devin Harris,2004,Regular_Season,2 Point,2.97
17113,Greg Buckner,2004,Regular_Season,2 Point,3.17
17114,Jeff Foster,2004,Regular_Season,2 Point,5.51
17115,Rasual Butler,2004,Regular_Season,2 Point,3.26
17116,Howard Eisley,2004,Regular_Season,2 Point,3.62
17117,Rasho Nesterovic,2004,Regular_Season,2 Point,5.66
17118,Robert Traylor,2004,Regular_Season,2 Point,4.78
17119,Jason Collier,2004,Regular_Season,2 Point,4.8
17120,Quinton Ross,2004,Regular_Season,2 Point,4.1
17121,Eddie House,2004,Regular_Season,2 Point,3.56
17122,Mikki Moore,2004,Regular_Season,2 Point,3.86
17123,Jerome James,2004,Regular_Season,2 Point,4.35
17124,Tony Battie,2004,Regular_Season,2 Point,4.02
17125,Reggie Evans,2004,Regular_Season,2 Point,3.32
17126,Keyon Dooling,2004,Regular_Season,2 Point,3.24
17127,Jacque Vaughn,2004,Regular_Season,2 Point,3.97
17128,Marcus Banks,2004,Regular_Season,2 Point,2.32
17129,James Jones,2004,Regular_Season,2 Point,1.6
17130,Jerome Williams,2004,Regular_Season,2 Point,3.09
17131,Eduardo Najera,2004,Regular_Season,2 Point,4.09
17132,Adonal Foyle,2004,Regular_Season,2 Point,4.0
17133,Steven Hunter,2004,Regular_Season,2 Point,3.55
17134,Tierre Brown,2004,Regular_Season,2 Point,2.58
17135,Eric Piatkowski,2004,Regular_Season,2 Point,1.59
17136,Pat Garrity,2004,Regular_Season,2 Point,2.08
17137,Dikembe Mutombo,2004,Regular_Season,2 Point,2.7
17138,Eric Snow,2004,Regular_Season,2 Point,2.77
17139,Michael Doleac,2004,Regular_Season,2 Point,3.7
17140,Lucious Harris,2004,Regular_Season,2 Point,2.66
17141,Bryon Russell,2004,Regular_Season,2 Point,1.11
17142,Lindsey Hunter,2004,Regular_Season,2 Point,2.24
17143,Dale Davis,2004,Regular_Season,2 Point,3.67
17144,Scott Padgett,2004,Regular_Season,2 Point,1.45
17145,Alan Henderson,2004,Regular_Season,2 Point,2.97
17146,Eddie Gill,2004,Regular_Season,2 Point,1.23
17147,Darrell Armstrong,2004,Regular_Season,2 Point,1.85
17148,Walter McCarty,2004,Regular_Season,2 Point,1.11
17149,Shandon Anderson,2004,Regular_Season,2 Point,2.82
17150,Shawn Bradley,2004,Regular_Season,2 Point,2.18
17151,Tony Massenburg,2004,Regular_Season,2 Point,2.43
17152,Aaron McKie,2004,Regular_Season,2 Point,1.21
17153,Adrian Griffin,2004,Regular_Season,2 Point,1.62
17154,Michael Ruffin,2004,Regular_Season,2 Point,1.04
17155,Ryan Bowen,2004,Regular_Season,2 Point,1.33
17156,Tim Duncan,2004,Playoffs,2 Point,17.04
17157,Richard Hamilton,2004,Playoffs,2 Point,15.04
17158,Manu Ginobili,2004,Playoffs,2 Point,8.96
17159,Chauncey Billups,2004,Playoffs,2 Point,8.08
17160,Amar'e Stoudemire,2004,Playoffs,2 Point,20.4
17161,Tony Parker,2004,Playoffs,2 Point,13.65
17162,Dwyane Wade,2004,Playoffs,2 Point,19.29
17163,Steve Nash,2004,Playoffs,2 Point,15.87
17164,Rasheed Wallace,2004,Playoffs,2 Point,8.56
17165,Tayshaun Prince,2004,Playoffs,2 Point,8.88
17166,Dirk Nowitzki,2004,Playoffs,2 Point,14.31
17167,Ray Allen,2004,Playoffs,2 Point,12.91
17168,Shawn Marion,2004,Playoffs,2 Point,12.0
17169,Shaquille O'Neal,2004,Playoffs,2 Point,15.54
17170,Ben Wallace,2004,Playoffs,2 Point,8.16
17171,Gilbert Arenas,2004,Playoffs,2 Point,11.0
17172,Jason Terry,2004,Playoffs,2 Point,8.31
17173,Tracy McGrady,2004,Playoffs,2 Point,17.43
17174,Robert Horry,2004,Playoffs,2 Point,3.04
17175,Jerry Stackhouse,2004,Playoffs,2 Point,8.0
17176,Stephen Jackson,2004,Playoffs,2 Point,7.69
17177,Jermaine O'Neal,2004,Playoffs,2 Point,11.85
17178,Larry Hughes,2004,Playoffs,2 Point,12.2
17179,Eddie Jones,2004,Playoffs,2 Point,5.2
17180,Antonio McDyess,2004,Playoffs,2 Point,7.04
17181,Josh Howard,2004,Playoffs,2 Point,11.38
17182,Reggie Miller,2004,Playoffs,2 Point,6.31
17183,Antawn Jamison,2004,Playoffs,2 Point,11.2
17184,Damon Jones,2004,Playoffs,2 Point,3.07
17185,Quentin Richardson,2004,Playoffs,2 Point,4.0
17186,Michael Finley,2004,Playoffs,2 Point,6.31
17187,Joe Johnson,2004,Playoffs,2 Point,9.56
17188,Jim Jackson,2004,Playoffs,2 Point,4.13
17189,Nazr Mohammed,2004,Playoffs,2 Point,5.65
17190,Paul Pierce,2004,Playoffs,2 Point,11.43
17191,Allen Iverson,2004,Playoffs,2 Point,18.8
17192,Antonio Daniels,2004,Playoffs,2 Point,7.27
17193,Yao Ming,2004,Playoffs,2 Point,15.71
17194,Brent Barry,2004,Playoffs,2 Point,1.74
17195,Udonis Haslem,2004,Playoffs,2 Point,6.93
17196,Jerome James,2004,Playoffs,2 Point,10.36
17197,Rashard Lewis,2004,Playoffs,2 Point,9.5
17198,Bruce Bowen,2004,Playoffs,2 Point,1.48
17199,Kirk Hinrich,2004,Playoffs,2 Point,9.33
17200,Juan Dixon,2004,Playoffs,2 Point,6.0
17201,Peja Stojakovic,2004,Playoffs,2 Point,11.2
17202,Keyon Dooling,2004,Playoffs,2 Point,4.8
17203,Luke Ridnour,2004,Playoffs,2 Point,6.91
17204,Vince Carter,2004,Playoffs,2 Point,14.5
17205,Brendan Haywood,2004,Playoffs,2 Point,7.8
17206,Antoine Walker,2004,Playoffs,2 Point,12.0
17207,Mike Bibby,2004,Playoffs,2 Point,12.4
17208,Lindsey Hunter,2004,Playoffs,2 Point,2.24
17209,Carmelo Anthony,2004,Playoffs,2 Point,14.0
17210,Chris Webber,2004,Playoffs,2 Point,13.6
17211,Nick Collison,2004,Playoffs,2 Point,6.55
17212,Erick Dampier,2004,Playoffs,2 Point,6.15
17213,Alonzo Mourning,2004,Playoffs,2 Point,4.13
17214,Anthony Johnson,2004,Playoffs,2 Point,2.92
17215,Ben Gordon,2004,Playoffs,2 Point,7.67
17216,Ricky Davis,2004,Playoffs,2 Point,8.29
17217,Pau Gasol,2004,Playoffs,2 Point,19.0
17218,Andre Miller,2004,Playoffs,2 Point,10.4
17219,Mike James,2004,Playoffs,2 Point,8.29
17220,Jamaal Tinsley,2004,Playoffs,2 Point,6.67
17221,Beno Udrih,2004,Playoffs,2 Point,1.71
17222,Jeff Foster,2004,Playoffs,2 Point,4.77
17223,Andres Nocioni,2004,Playoffs,2 Point,7.0
17224,Cuttino Mobley,2004,Playoffs,2 Point,9.6
17225,Nenad Krstic,2004,Playoffs,2 Point,13.5
17226,Gary Payton,2004,Playoffs,2 Point,9.14
17227,Marquis Daniels,2004,Playoffs,2 Point,4.55
17228,Earl Boykins,2004,Playoffs,2 Point,10.8
17229,Tyson Chandler,2004,Playoffs,2 Point,6.33
17230,Dale Davis,2004,Playoffs,2 Point,4.0
17231,Jason Kidd,2004,Playoffs,2 Point,7.5
17232,Jason Williams,2004,Playoffs,2 Point,9.0
17233,Jared Jeffries,2004,Playoffs,2 Point,4.2
17234,Richard Jefferson,2004,Playoffs,2 Point,9.0
17235,Kenyon Martin,2004,Playoffs,2 Point,10.8
17236,Kenny Thomas,2004,Playoffs,2 Point,9.2
17237,Steven Hunter,2004,Playoffs,2 Point,3.2
17238,Jon Barry,2004,Playoffs,2 Point,2.86
17239,Samuel Dalembert,2004,Playoffs,2 Point,10.4
17240,Antonio Davis,2004,Playoffs,2 Point,6.67
17241,David Wesley,2004,Playoffs,2 Point,2.57
17242,Brad Miller,2004,Playoffs,2 Point,9.2
17243,Rasual Butler,2004,Playoffs,2 Point,1.83
17244,Bob Sura,2004,Playoffs,2 Point,3.71
17245,Fred Jones,2004,Playoffs,2 Point,1.08
17246,James Jones,2004,Playoffs,2 Point,1.38
17247,Jannero Pargo,2004,Playoffs,2 Point,2.0
17248,Marcus Camby,2004,Playoffs,2 Point,6.8
17249,Glenn Robinson,2004,Playoffs,2 Point,2.0
17250,Andre Iguodala,2004,Playoffs,2 Point,6.8
17251,Raef LaFrentz,2004,Playoffs,2 Point,2.29
17252,Etan Thomas,2004,Playoffs,2 Point,4.75
17253,Mike Miller,2004,Playoffs,2 Point,5.0
17254,Othella Harrington,2004,Playoffs,2 Point,7.0
17255,Al Jefferson,2004,Playoffs,2 Point,4.86
17256,Reggie Evans,2004,Playoffs,2 Point,2.73
17257,Carlos Arroyo,2004,Playoffs,2 Point,1.68
17258,Damien Wilkins,2004,Playoffs,2 Point,3.71
17259,James Posey,2004,Playoffs,2 Point,2.0
17260,Chris Duhon,2004,Playoffs,2 Point,1.67
17261,Danny Fortson,2004,Playoffs,2 Point,2.18
17262,Adrian Griffin,2004,Playoffs,2 Point,6.0
17263,Lorenzen Wright,2004,Playoffs,2 Point,8.0
17264,Maybyner Nene,2004,Playoffs,2 Point,3.6
17265,Vladimir Radmanovic,2004,Playoffs,2 Point,2.67
17266,Marcus Banks,2004,Playoffs,2 Point,2.86
17267,Leandro Barbosa,2004,Playoffs,2 Point,1.33
17268,Shane Battier,2004,Playoffs,2 Point,6.0
17269,Christian Laettner,2004,Playoffs,2 Point,1.85
17270,DerMarr Johnson,2004,Playoffs,2 Point,3.5
17271,Delonte West,2004,Playoffs,2 Point,1.71
17272,Cliff Robinson,2004,Playoffs,2 Point,3.5
17273,Willie Green,2004,Playoffs,2 Point,2.4
17274,Travis Best,2004,Playoffs,2 Point,4.0
17275,Brian Cardinal,2004,Playoffs,2 Point,4.5
17276,Bobby Jackson,2004,Playoffs,2 Point,2.8
17277,Scott Padgett,2004,Playoffs,2 Point,1.14
17278,Austin Croshere,2004,Playoffs,2 Point,0.4
17279,Kyle Korver,2004,Playoffs,2 Point,0.4
17280,Michael Ruffin,2004,Playoffs,2 Point,1.56
17281,Eric Piatkowski,2004,Playoffs,2 Point,0.4
17282,Dikembe Mutombo,2004,Playoffs,2 Point,1.71
17283,Devin Harris,2004,Playoffs,2 Point,1.11
17284,Dahntay Jones,2004,Playoffs,2 Point,3.33
17285,Devin Brown,2004,Playoffs,2 Point,0.67
17286,Darius Songaila,2004,Playoffs,2 Point,3.2
17287,Earl Watson,2004,Playoffs,2 Point,3.5
17288,Tony Allen,2004,Playoffs,2 Point,2.29
17289,Darrell Armstrong,2004,Playoffs,2 Point,1.33
17290,Alan Henderson,2004,Playoffs,2 Point,1.78
17291,Ryan Bowen,2004,Playoffs,2 Point,2.29
17292,Marc Jackson,2004,Playoffs,2 Point,2.0
17293,Michael Doleac,2004,Playoffs,2 Point,1.56
17294,Kwame Brown,2004,Playoffs,2 Point,3.33
17295,Scot Pollard,2004,Playoffs,2 Point,1.33
17296,Flip Murray,2004,Playoffs,2 Point,2.0
17297,Jason Collins,2004,Playoffs,2 Point,2.0
17298,Rasho Nesterovic,2004,Playoffs,2 Point,0.67
17299,Greg Buckner,2004,Playoffs,2 Point,0.8
17300,Brian Scalabrine,2004,Playoffs,2 Point,0.5
17301,Shandon Anderson,2004,Playoffs,2 Point,0.75
17302,Aaron McKie,2004,Playoffs,2 Point,0.8
17303,Kobe Bryant,2005,Regular_Season,2 Point,19.95
17304,LeBron James,2005,Regular_Season,2 Point,18.94
17305,Allen Iverson,2005,Regular_Season,2 Point,20.64
17306,Gilbert Arenas,2005,Regular_Season,2 Point,13.68
17307,Dirk Nowitzki,2005,Regular_Season,2 Point,15.83
17308,Carmelo Anthony,2005,Regular_Season,2 Point,17.98
17309,Paul Pierce,2005,Regular_Season,2 Point,14.63
17310,Dwyane Wade,2005,Regular_Season,2 Point,18.29
17311,Michael Redd,2005,Regular_Season,2 Point,12.98
17312,Ray Allen,2005,Regular_Season,2 Point,10.56
17313,Elton Brand,2005,Regular_Season,2 Point,19.11
17314,Vince Carter,2005,Regular_Season,2 Point,13.37
17315,Shawn Marion,2005,Regular_Season,2 Point,15.31
17316,Jason Richardson,2005,Regular_Season,2 Point,12.21
17317,Mike Bibby,2005,Regular_Season,2 Point,9.88
17318,Antawn Jamison,2005,Regular_Season,2 Point,12.51
17319,Kevin Garnett,2005,Regular_Season,2 Point,16.26
17320,Joe Johnson,2005,Regular_Season,2 Point,12.29
17321,Pau Gasol,2005,Regular_Season,2 Point,14.92
17322,Richard Hamilton,2005,Regular_Season,2 Point,14.85
17323,Mike James,2005,Regular_Season,2 Point,10.3
17324,Chris Bosh,2005,Regular_Season,2 Point,15.69
17325,Rashard Lewis,2005,Regular_Season,2 Point,10.15
17326,Richard Jefferson,2005,Regular_Season,2 Point,11.15
17327,Chris Webber,2005,Regular_Season,2 Point,15.89
17328,Ricky Davis,2005,Regular_Season,2 Point,13.1
17329,Tony Parker,2005,Regular_Season,2 Point,15.3
17330,Chauncey Billups,2005,Regular_Season,2 Point,5.9
17331,Steve Nash,2005,Regular_Season,2 Point,9.9
17332,Tim Duncan,2005,Regular_Season,2 Point,14.3
17333,Mehmet Okur,2005,Regular_Season,2 Point,10.71
17334,Al Harrington,2005,Regular_Season,2 Point,12.76
17335,Morris Peterson,2005,Regular_Season,2 Point,7.34
17336,Jason Terry,2005,Regular_Season,2 Point,8.62
17337,Wally Szczerbiak,2005,Regular_Season,2 Point,10.86
17338,Ben Gordon,2005,Regular_Season,2 Point,8.0
17339,Sam Cassell,2005,Regular_Season,2 Point,10.85
17340,Zach Randolph,2005,Regular_Season,2 Point,14.05
17341,Stephen Jackson,2005,Regular_Season,2 Point,8.77
17342,Caron Butler,2005,Regular_Season,2 Point,12.08
17343,Dwight Howard,2005,Regular_Season,2 Point,11.41
17344,Peja Stojakovic,2005,Regular_Season,2 Point,7.97
17345,Kirk Hinrich,2005,Regular_Season,2 Point,8.02
17346,David West,2005,Regular_Season,2 Point,14.24
17347,Chris Paul,2005,Regular_Season,2 Point,9.15
17348,Zydrunas Ilgauskas,2005,Regular_Season,2 Point,11.54
17349,Rasheed Wallace,2005,Regular_Season,2 Point,7.6
17350,Lamar Odom,2005,Regular_Season,2 Point,9.12
17351,Brad Miller,2005,Regular_Season,2 Point,10.13
17352,Shaquille O'Neal,2005,Regular_Season,2 Point,16.27
17353,Cuttino Mobley,2005,Regular_Season,2 Point,8.76
17354,Hedo Turkoglu,2005,Regular_Season,2 Point,7.28
17355,Raja Bell,2005,Regular_Season,2 Point,5.77
17356,Tayshaun Prince,2005,Regular_Season,2 Point,9.54
17357,Jamal Crawford,2005,Regular_Season,2 Point,6.71
17358,Andre Miller,2005,Regular_Season,2 Point,9.73
17359,Luol Deng,2005,Regular_Season,2 Point,10.79
17360,Derek Fisher,2005,Regular_Season,2 Point,6.02
17361,Boris Diaw,2005,Regular_Season,2 Point,10.89
17362,Nenad Krstic,2005,Regular_Season,2 Point,11.15
17363,Jason Kidd,2005,Regular_Season,2 Point,5.68
17364,Andres Nocioni,2005,Regular_Season,2 Point,7.07
17365,Charlie Villanueva,2005,Regular_Season,2 Point,9.01
17366,Troy Murphy,2005,Regular_Season,2 Point,8.24
17367,Mike Miller,2005,Regular_Season,2 Point,5.84
17368,Andre Iguodala,2005,Regular_Season,2 Point,7.02
17369,Steve Francis,2005,Regular_Season,2 Point,8.8
17370,Bobby Simmons,2005,Regular_Season,2 Point,6.96
17371,Antoine Walker,2005,Regular_Season,2 Point,6.2
17372,Primoz Brezec,2005,Regular_Season,2 Point,10.35
17373,Manu Ginobili,2005,Regular_Season,2 Point,6.95
17374,Eddy Curry,2005,Regular_Season,2 Point,9.33
17375,Raymond Felton,2005,Regular_Season,2 Point,6.2
17376,Juwan Howard,2005,Regular_Season,2 Point,9.85
17377,Smush Parker,2005,Regular_Season,2 Point,5.56
17378,Kyle Korver,2005,Regular_Season,2 Point,3.49
17379,Juan Dixon,2005,Regular_Season,2 Point,7.68
17380,Chris Kaman,2005,Regular_Season,2 Point,9.46
17381,Mike Dunleavy,2005,Regular_Season,2 Point,6.35
17382,Josh Howard,2005,Regular_Season,2 Point,10.95
17383,Mark Blount,2005,Regular_Season,2 Point,9.21
17384,Zaza Pachulia,2005,Regular_Season,2 Point,7.87
17385,Luke Ridnour,2005,Regular_Season,2 Point,7.37
17386,Josh Smith,2005,Regular_Season,2 Point,7.38
17387,DeShawn Stevenson,2005,Regular_Season,2 Point,8.71
17388,Shareef Abdur-Rahim,2005,Regular_Season,2 Point,9.08
17389,Jalen Rose,2005,Regular_Season,2 Point,6.42
17390,Eddie Jones,2005,Regular_Season,2 Point,4.24
17391,Matt Harpring,2005,Regular_Season,2 Point,8.68
17392,T.J. Ford,2005,Regular_Season,2 Point,8.14
17393,Speedy Claxton,2005,Regular_Season,2 Point,8.08
17394,Deron Williams,2005,Regular_Season,2 Point,6.2
17395,Ruben Patterson,2005,Regular_Season,2 Point,9.18
17396,Flip Murray,2005,Regular_Season,2 Point,7.47
17397,Drew Gooden,2005,Regular_Season,2 Point,8.43
17398,Delonte West,2005,Regular_Season,2 Point,7.01
17399,Shane Battier,2005,Regular_Season,2 Point,5.88
17400,Bobby Jackson,2005,Regular_Season,2 Point,4.42
17401,Jumaine Jones,2005,Regular_Season,2 Point,4.82
17402,Eddie House,2005,Regular_Season,2 Point,4.86
17403,Michael Finley,2005,Regular_Season,2 Point,4.57
17404,Kevin Martin,2005,Regular_Season,2 Point,5.44
17405,Andrew Bogut,2005,Regular_Season,2 Point,7.88
17406,Antonio Daniels,2005,Regular_Season,2 Point,5.24
17407,Udonis Haslem,2005,Regular_Season,2 Point,7.41
17408,Desmond Mason,2005,Regular_Season,2 Point,7.83
17409,Vladimir Radmanovic,2005,Regular_Season,2 Point,3.22
17410,Jamaal Magloire,2005,Regular_Season,2 Point,7.0
17411,Donyell Marshall,2005,Regular_Season,2 Point,3.38
17412,Kenny Thomas,2005,Regular_Season,2 Point,7.44
17413,Leandro Barbosa,2005,Regular_Season,2 Point,6.53
17414,Josh Childress,2005,Regular_Season,2 Point,6.65
17415,Jason Williams,2005,Regular_Season,2 Point,5.46
17416,Jerry Stackhouse,2005,Regular_Season,2 Point,7.49
17417,Trenton Hassell,2005,Regular_Season,2 Point,7.25
17418,Luther Head,2005,Regular_Season,2 Point,3.53
17419,David Wesley,2005,Regular_Season,2 Point,3.58
17420,James Jones,2005,Regular_Season,2 Point,3.55
17421,Anthony Johnson,2005,Regular_Season,2 Point,5.76
17422,Rasual Butler,2005,Regular_Season,2 Point,4.18
17423,Chucky Atkins,2005,Regular_Season,2 Point,3.63
17424,P.J. Brown,2005,Regular_Season,2 Point,7.17
17425,Marvin Williams,2005,Regular_Season,2 Point,5.62
17426,Nate Robinson,2005,Regular_Season,2 Point,4.78
17427,Fred Jones,2005,Regular_Season,2 Point,5.0
17428,Tony Battie,2005,Regular_Season,2 Point,6.83
17429,Chris Duhon,2005,Regular_Season,2 Point,3.11
17430,Brian Cook,2005,Regular_Season,2 Point,5.56
17431,Raef LaFrentz,2005,Regular_Season,2 Point,3.07
17432,Antonio McDyess,2005,Regular_Season,2 Point,6.95
17433,Marquis Daniels,2005,Regular_Season,2 Point,7.81
17434,Rashad McCants,2005,Regular_Season,2 Point,4.41
17435,Chris Wilcox,2005,Regular_Season,2 Point,6.68
17436,Gary Payton,2005,Regular_Season,2 Point,4.05
17437,Earl Watson,2005,Regular_Season,2 Point,3.11
17438,Keith Bogans,2005,Regular_Season,2 Point,4.17
17439,Bruce Bowen,2005,Regular_Season,2 Point,3.12
17440,John Salmons,2005,Regular_Season,2 Point,4.71
17441,Devin Brown,2005,Regular_Season,2 Point,4.15
17442,Ben Wallace,2005,Regular_Season,2 Point,5.78
17443,Matt Carroll,2005,Regular_Season,2 Point,3.08
17444,Danny Granger,2005,Regular_Season,2 Point,4.9
17445,Marko Jaric,2005,Regular_Season,2 Point,4.96
17446,Matt Bonner,2005,Regular_Season,2 Point,2.74
17447,Brendan Haywood,2005,Regular_Season,2 Point,5.62
17448,Devin Harris,2005,Regular_Season,2 Point,6.61
17449,Damon Jones,2005,Regular_Season,2 Point,1.22
17450,Cliff Robinson,2005,Regular_Season,2 Point,3.98
17451,Sarunas Jasikevicius,2005,Regular_Season,2 Point,2.24
17452,Kwame Brown,2005,Regular_Season,2 Point,5.67
17453,Damien Wilkins,2005,Regular_Season,2 Point,4.37
17454,Mike Sweetney,2005,Regular_Season,2 Point,6.06
17455,Joey Graham,2005,Regular_Season,2 Point,4.22
17456,Jarrett Jack,2005,Regular_Season,2 Point,4.28
17457,Alonzo Mourning,2005,Regular_Season,2 Point,5.78
17458,Nazr Mohammed,2005,Regular_Season,2 Point,4.75
17459,Greg Buckner,2005,Regular_Season,2 Point,2.6
17460,Jared Jeffries,2005,Regular_Season,2 Point,4.44
17461,James Posey,2005,Regular_Season,2 Point,1.25
17462,Erick Dampier,2005,Regular_Season,2 Point,4.17
17463,Lorenzen Wright,2005,Regular_Season,2 Point,4.97
17464,Carlos Arroyo,2005,Regular_Season,2 Point,4.18
17465,Devean George,2005,Regular_Season,2 Point,3.38
17466,Milt Palacio,2005,Regular_Season,2 Point,4.79
17467,Brent Barry,2005,Regular_Season,2 Point,2.05
17468,Tyson Chandler,2005,Regular_Season,2 Point,4.05
17469,Jarron Collins,2005,Regular_Season,2 Point,3.27
17470,Maurice Evans,2005,Regular_Season,2 Point,2.77
17471,Eric Snow,2005,Regular_Season,2 Point,3.95
17472,David Harrison,2005,Regular_Season,2 Point,4.42
17473,Dan Gadzuric,2005,Regular_Season,2 Point,4.62
17474,Reggie Evans,2005,Regular_Season,2 Point,3.91
17475,Francisco Garcia,2005,Regular_Season,2 Point,2.72
17476,Rasho Nesterovic,2005,Regular_Season,2 Point,4.3
17477,Nick Van Exel,2005,Regular_Season,2 Point,2.49
17478,Shaun Livingston,2005,Regular_Season,2 Point,4.85
17479,Francisco Elson,2005,Regular_Season,2 Point,4.17
17480,Othella Harrington,2005,Regular_Season,2 Point,3.75
17481,Adonal Foyle,2005,Regular_Season,2 Point,3.95
17482,Luke Walton,2005,Regular_Season,2 Point,3.39
17483,Etan Thomas,2005,Regular_Season,2 Point,3.69
17484,Justin Reed,2005,Regular_Season,2 Point,3.31
17485,Robert Horry,2005,Regular_Season,2 Point,1.87
17486,Sasha Vujacic,2005,Regular_Season,2 Point,1.2
17487,Eddie Griffin,2005,Regular_Season,2 Point,3.26
17488,Malik Rose,2005,Regular_Season,2 Point,2.89
17489,Quinton Ross,2005,Regular_Season,2 Point,3.88
17490,Dahntay Jones,2005,Regular_Season,2 Point,2.99
17491,Hakim Warrick,2005,Regular_Season,2 Point,2.97
17492,Jacque Vaughn,2005,Regular_Season,2 Point,2.65
17493,Royal Ivey,2005,Regular_Season,2 Point,3.07
17494,Jason Collins,2005,Regular_Season,2 Point,2.85
17495,Orien Greene,2005,Regular_Season,2 Point,2.28
17496,Daniel Ewing,2005,Regular_Season,2 Point,2.27
17497,Carlos Delfino,2005,Regular_Season,2 Point,2.09
17498,Adrian Griffin,2005,Regular_Season,2 Point,3.77
17499,Jason Hart,2005,Regular_Season,2 Point,2.33
17500,Brian Scalabrine,2005,Regular_Season,2 Point,1.21
17501,Kevin Ollie,2005,Regular_Season,2 Point,2.11
17502,DeSagana Diop,2005,Regular_Season,2 Point,1.83
17503,Darrell Armstrong,2005,Regular_Season,2 Point,1.03
17504,Michael Ruffin,2005,Regular_Season,2 Point,0.89
17505,Dwyane Wade,2005,Playoffs,2 Point,17.83
17506,Dirk Nowitzki,2005,Playoffs,2 Point,15.04
17507,Shaquille O'Neal,2005,Playoffs,2 Point,15.48
17508,Jason Terry,2005,Playoffs,2 Point,12.0
17509,Shawn Marion,2005,Playoffs,2 Point,14.1
17510,Steve Nash,2005,Playoffs,2 Point,11.4
17511,LeBron James,2005,Playoffs,2 Point,19.23
17512,Josh Howard,2005,Playoffs,2 Point,10.09
17513,Boris Diaw,2005,Playoffs,2 Point,14.9
17514,Richard Hamilton,2005,Playoffs,2 Point,12.67
17515,Tim Duncan,2005,Playoffs,2 Point,18.62
17516,Vince Carter,2005,Playoffs,2 Point,18.0
17517,Chauncey Billups,2005,Playoffs,2 Point,6.78
17518,Antoine Walker,2005,Playoffs,2 Point,5.74
17519,Elton Brand,2005,Playoffs,2 Point,20.67
17520,Tim Thomas,2005,Playoffs,2 Point,6.0
17521,Jerry Stackhouse,2005,Playoffs,2 Point,8.09
17522,Tayshaun Prince,2005,Playoffs,2 Point,9.44
17523,Leandro Barbosa,2005,Playoffs,2 Point,7.6
17524,Tony Parker,2005,Playoffs,2 Point,15.69
17525,Rasheed Wallace,2005,Playoffs,2 Point,7.11
