,Player,Season,Stage,Blocks/Steals,per_game
10934,Metta World Peace,2008,Playoffs,Steals,1.08
10935,Delonte West,2008,Playoffs,Steals,1.36
10936,Josh Smith,2008,Playoffs,Steals,1.09
10937,Luis Scola,2008,Playoffs,Steals,0.54
10938,Maybyner Nene,2008,Playoffs,Steals,1.25
10939,Joe Johnson,2008,Playoffs,Steals,1.27
10940,Derek Fisher,2008,Playoffs,Steals,0.95
10941,Kenyon Martin,2008,Playoffs,Steals,1.12
10942,Ben Gordon,2008,Playoffs,Steals,0.43
10943,Courtney Lee,2008,Playoffs,Steals,0.9
10944,Kendrick Perkins,2008,Playoffs,Steals,0.43
10945,Brandon Roy,2008,Playoffs,Steals,1.33
10946,Josh Howard,2008,Playoffs,Steals,0.9
10947,Yao Ming,2008,Playoffs,Steals,0.44
10948,Zydrunas Ilgauskas,2008,Playoffs,Steals,0.36
10949,Mike Bibby,2008,Playoffs,Steals,0.91
10950,Andrew Bynum,2008,Playoffs,Steals,0.35
10951,Tony Parker,2008,Playoffs,Steals,1.2
10952,Jason Terry,2008,Playoffs,Steals,0.6
10953,Derrick Rose,2008,Playoffs,Steals,0.57
10954,Flip Murray,2008,Playoffs,Steals,1.09
10955,Andre Iguodala,2008,Playoffs,Steals,1.83
10956,Andre Miller,2008,Playoffs,Steals,1.17
10957,John Salmons,2008,Playoffs,Steals,1.29
10958,LaMarcus Aldridge,2008,Playoffs,Steals,0.5
10959,Jason Kidd,2008,Playoffs,Steals,2.2
10960,Dahntay Jones,2008,Playoffs,Steals,0.81
10961,Eddie House,2008,Playoffs,Steals,0.79
10962,Von Wafer,2008,Playoffs,Steals,0.15
10963,Shane Battier,2008,Playoffs,Steals,1.08
10964,Carlos Boozer,2008,Playoffs,Steals,1.6
10965,Shannon Brown,2008,Playoffs,Steals,0.48
10966,Deron Williams,2008,Playoffs,Steals,1.8
10967,Tim Duncan,2008,Playoffs,Steals,0.6
10968,Chris Andersen,2008,Playoffs,Steals,0.33
10969,Anderson Varejao,2008,Playoffs,Steals,1.29
10970,Linas Kleiza,2008,Playoffs,Steals,0.36
10971,Carl Landry,2008,Playoffs,Steals,0.31
10972,J.J. Redick,2008,Playoffs,Steals,0.5
10973,Brandon Bass,2008,Playoffs,Steals,0.7
10974,Jordan Farmar,2008,Playoffs,Steals,0.45
10975,David West,2008,Playoffs,Steals,1.0
10976,Kirk Hinrich,2008,Playoffs,Steals,1.71
10977,Michael Beasley,2008,Playoffs,Steals,0.29
10978,Chris Paul,2008,Playoffs,Steals,1.6
10979,Anthony Johnson,2008,Playoffs,Steals,0.58
10980,Luke Walton,2008,Playoffs,Steals,0.67
10981,Jermaine O'Neal,2008,Playoffs,Steals,0.5
10982,Marcin Gortat,2008,Playoffs,Steals,0.38
10983,Zaza Pachulia,2008,Playoffs,Steals,0.45
10984,J.J. Barea,2008,Playoffs,Steals,0.3
10985,Joe Smith,2008,Playoffs,Steals,0.46
10986,Brad Miller,2008,Playoffs,Steals,0.29
10987,Thaddeus Young,2008,Playoffs,Steals,1.0
10988,Joakim Noah,2008,Playoffs,Steals,0.86
10989,Kyle Lowry,2008,Playoffs,Steals,0.92
10990,Sasha Vujacic,2008,Playoffs,Steals,0.43
10991,Maurice Evans,2008,Playoffs,Steals,0.55
10992,Tyrus Thomas,2008,Playoffs,Steals,1.0
10993,James Jones,2008,Playoffs,Steals,0.43
10994,Al Horford,2008,Playoffs,Steals,0.67
10995,Brian Scalabrine,2008,Playoffs,Steals,0.17
10996,Rodney Stuckey,2008,Playoffs,Steals,0.0
10997,Steve Blake,2008,Playoffs,Steals,0.83
10998,Udonis Haslem,2008,Playoffs,Steals,0.43
10999,Paul Millsap,2008,Playoffs,Steals,0.8
11000,Antoine Wright,2008,Playoffs,Steals,0.3
11001,Lou Williams,2008,Playoffs,Steals,0.5
11002,Erick Dampier,2008,Playoffs,Steals,0.4
11003,James Posey,2008,Playoffs,Steals,0.6
11004,Peja Stojakovic,2008,Playoffs,Steals,0.8
11005,Andrei Kirilenko,2008,Playoffs,Steals,2.2
11006,Travis Outlaw,2008,Playoffs,Steals,0.83
11007,Kyle Korver,2008,Playoffs,Steals,0.6
11008,Rasual Butler,2008,Playoffs,Steals,0.2
11009,Richard Hamilton,2008,Playoffs,Steals,1.25
11010,Antonio McDyess,2008,Playoffs,Steals,0.5
11011,Stephon Marbury,2008,Playoffs,Steals,0.07
11012,Mario Chalmers,2008,Playoffs,Steals,2.86
11013,Ronnie Brewer,2008,Playoffs,Steals,1.4
11014,Will Bynum,2008,Playoffs,Steals,1.25
11015,Daniel Gibson,2008,Playoffs,Steals,0.07
11016,Willie Green,2008,Playoffs,Steals,0.0
11017,Rudy Fernandez,2008,Playoffs,Steals,1.33
11018,Tony Battie,2008,Playoffs,Steals,0.0
11019,Anthony Carter,2008,Playoffs,Steals,0.94
11020,Wally Szczerbiak,2008,Playoffs,Steals,0.17
11021,Michael Finley,2008,Playoffs,Steals,0.2
11022,Daequan Cook,2008,Playoffs,Steals,0.29
11023,Samuel Dalembert,2008,Playoffs,Steals,0.33
11024,Roger Mason,2008,Playoffs,Steals,0.2
11025,Greg Oden,2008,Playoffs,Steals,0.33
11026,Marvin Williams,2008,Playoffs,Steals,0.83
11027,Josh Powell,2008,Playoffs,Steals,0.0
11028,Drew Gooden,2008,Playoffs,Steals,0.25
11029,Rasheed Wallace,2008,Playoffs,Steals,0.5
11030,Arron Afflalo,2008,Playoffs,Steals,0.0
11031,Joel Przybilla,2008,Playoffs,Steals,0.67
11032,Sasha Pavlovic,2008,Playoffs,Steals,0.36
11033,George Hill,2008,Playoffs,Steals,0.5
11034,Ryan Hollins,2008,Playoffs,Steals,0.11
11035,Bruce Bowen,2008,Playoffs,Steals,0.6
11036,Chuck Hayes,2008,Playoffs,Steals,1.0
11037,Theo Ratliff,2008,Playoffs,Steals,0.17
11038,Jameer Nelson,2008,Playoffs,Steals,0.2
11039,Ime Udoka,2008,Playoffs,Steals,0.8
11040,Ben Wallace,2008,Playoffs,Steals,0.29
11041,Sean Marks,2008,Playoffs,Steals,0.6
11042,Mikki Moore,2008,Playoffs,Steals,0.2
11043,Jason Maxiell,2008,Playoffs,Steals,0.25
11044,Tyson Chandler,2008,Playoffs,Steals,0.5
11045,Matt Bonner,2008,Playoffs,Steals,0.6
11046,Tayshaun Prince,2008,Playoffs,Steals,0.25
11047,Solomon Jones,2008,Playoffs,Steals,0.11
11048,Antonio Daniels,2008,Playoffs,Steals,0.4
11049,Kurt Thomas,2008,Playoffs,Steals,0.2
11050,Nicolas Batum,2008,Playoffs,Steals,0.17
11051,Joel Anthony,2008,Playoffs,Steals,0.0
11052,Tony Allen,2008,Playoffs,Steals,0.2
11053,Kevin Durant,2009,Regular_Season,Steals,1.37
11054,LeBron James,2009,Regular_Season,Steals,1.64
11055,Dwyane Wade,2009,Regular_Season,Steals,1.84
11056,Dirk Nowitzki,2009,Regular_Season,Steals,0.86
11057,Kobe Bryant,2009,Regular_Season,Steals,1.55
11058,Carmelo Anthony,2009,Regular_Season,Steals,1.28
11059,Amar'e Stoudemire,2009,Regular_Season,Steals,0.63
11060,Zach Randolph,2009,Regular_Season,Steals,0.99
11061,Chris Bosh,2009,Regular_Season,Steals,0.61
11062,Stephen Jackson,2009,Regular_Season,Steals,1.63
11063,David Lee,2009,Regular_Season,Steals,1.05
11064,Monta Ellis,2009,Regular_Season,Steals,2.23
11065,Joe Johnson,2009,Regular_Season,Steals,1.08
11066,Derrick Rose,2009,Regular_Season,Steals,0.73
11067,Aaron Brooks,2009,Regular_Season,Steals,0.84
11068,Rudy Gay,2009,Regular_Season,Steals,1.48
11069,Brook Lopez,2009,Regular_Season,Steals,0.67
11070,David West,2009,Regular_Season,Steals,0.94
11071,Carlos Boozer,2009,Regular_Season,Steals,1.08
11072,Dwight Howard,2009,Regular_Season,Steals,0.91
11073,Danny Granger,2009,Regular_Season,Steals,1.52
11074,Tyreke Evans,2009,Regular_Season,Steals,1.51
11075,O.J. Mayo,2009,Regular_Season,Steals,1.2
11076,Chauncey Billups,2009,Regular_Season,Steals,1.12
11077,Jamal Crawford,2009,Regular_Season,Steals,0.77
11078,Deron Williams,2009,Regular_Season,Steals,1.26
11079,Chris Kaman,2009,Regular_Season,Steals,0.49
11080,Andre Iguodala,2009,Regular_Season,Steals,1.72
11081,Stephen Curry,2009,Regular_Season,Steals,1.9
11082,Brandon Roy,2009,Regular_Season,Steals,0.94
11083,Tim Duncan,2009,Regular_Season,Steals,0.58
11084,LaMarcus Aldridge,2009,Regular_Season,Steals,0.86
11085,Corey Maggette,2009,Regular_Season,Steals,0.74
11086,Gerald Wallace,2009,Regular_Season,Steals,1.54
11087,Andrea Bargnani,2009,Regular_Season,Steals,0.31
11088,Carl Landry,2009,Regular_Season,Steals,0.69
11089,Steve Nash,2009,Regular_Season,Steals,0.52
11090,Luis Scola,2009,Regular_Season,Steals,0.77
11091,Russell Westbrook,2009,Regular_Season,Steals,1.32
11092,Ray Allen,2009,Regular_Season,Steals,0.8
11093,Al Jefferson,2009,Regular_Season,Steals,0.83
11094,Paul Pierce,2009,Regular_Season,Steals,1.18
11095,Jason Terry,2009,Regular_Season,Steals,1.22
11096,Al Harrington,2009,Regular_Season,Steals,0.86
11097,Brandon Jennings,2009,Regular_Season,Steals,1.28
11098,Josh Smith,2009,Regular_Season,Steals,1.6
11099,John Salmons,2009,Regular_Season,Steals,1.22
11100,Vince Carter,2009,Regular_Season,Steals,0.71
11101,Jeff Green,2009,Regular_Season,Steals,1.27
11102,Jason Richardson,2009,Regular_Season,Steals,0.84
11103,Manu Ginobili,2009,Regular_Season,Steals,1.37
11104,Antawn Jamison,2009,Regular_Season,Steals,1.08
11105,Luol Deng,2009,Regular_Season,Steals,0.94
11106,Danilo Gallinari,2009,Regular_Season,Steals,0.93
11107,Rodney Stuckey,2009,Regular_Season,Steals,1.38
11108,Caron Butler,2009,Regular_Season,Steals,1.57
11109,Pau Gasol,2009,Regular_Season,Steals,0.57
11110,Michael Beasley,2009,Regular_Season,Steals,1.03
11111,J.R. Smith,2009,Regular_Season,Steals,1.32
11112,Al Horford,2009,Regular_Season,Steals,0.73
11113,Andre Miller,2009,Regular_Season,Steals,1.13
11114,Baron Davis,2009,Regular_Season,Steals,1.68
11115,Andray Blatche,2009,Regular_Season,Steals,1.05
11116,Maybyner Nene,2009,Regular_Season,Steals,1.4
11117,Rajon Rondo,2009,Regular_Season,Steals,2.33
11118,Jonny Flynn,2009,Regular_Season,Steals,1.01
11119,Mo Williams,2009,Regular_Season,Steals,1.01
11120,Trevor Ariza,2009,Regular_Season,Steals,1.75
11121,Corey Brewer,2009,Regular_Season,Steals,1.43
11122,Marcus Thornton,2009,Regular_Season,Steals,0.79
11123,Troy Murphy,2009,Regular_Season,Steals,1.0
11124,Beno Udrih,2009,Regular_Season,Steals,1.13
11125,Rashard Lewis,2009,Regular_Season,Steals,1.08
11126,Elton Brand,2009,Regular_Season,Steals,1.08
11127,Richard Jefferson,2009,Regular_Season,Steals,0.56
11128,Kevin Garnett,2009,Regular_Season,Steals,0.99
11129,Mehmet Okur,2009,Regular_Season,Steals,0.52
11130,Rasual Butler,2009,Regular_Season,Steals,0.44
11131,Andrew Bynum,2009,Regular_Season,Steals,0.54
11132,Raymond Felton,2009,Regular_Season,Steals,1.54
11133,George Hill,2009,Regular_Season,Steals,0.88
11134,Mike Conley,2009,Regular_Season,Steals,1.36
11135,Paul Millsap,2009,Regular_Season,Steals,0.78
11136,Jermaine O'Neal,2009,Regular_Season,Steals,0.36
11137,Darren Collison,2009,Regular_Season,Steals,1.03
11138,Roy Hibbert,2009,Regular_Season,Steals,0.37
11139,Jason Thompson,2009,Regular_Season,Steals,0.55
11140,Jarrett Jack,2009,Regular_Season,Steals,0.73
11141,Charlie Villanueva,2009,Regular_Season,Steals,0.62
11142,Boris Diaw,2009,Regular_Season,Steals,0.73
11143,Grant Hill,2009,Regular_Season,Steals,0.74
11144,Channing Frye,2009,Regular_Season,Steals,0.79
11145,Shawn Marion,2009,Regular_Season,Steals,0.92
11146,Courtney Lee,2009,Regular_Season,Steals,1.31
11147,Lamar Odom,2009,Regular_Season,Steals,0.91
11148,Luke Ridnour,2009,Regular_Season,Steals,0.66
11149,Emeka Okafor,2009,Regular_Season,Steals,0.66
11150,Metta World Peace,2009,Regular_Season,Steals,1.38
11151,Ersan Ilyasova,2009,Regular_Season,Steals,0.65
11152,Hedo Turkoglu,2009,Regular_Season,Steals,0.74
11153,Ryan Gomes,2009,Regular_Season,Steals,0.82
11154,Carlos Delfino,2009,Regular_Season,Steals,1.07
11155,Jason Kidd,2009,Regular_Season,Steals,1.81
11156,Marvin Williams,2009,Regular_Season,Steals,0.81
11157,Jameer Nelson,2009,Regular_Season,Steals,0.74
11158,Kirk Hinrich,2009,Regular_Season,Steals,1.15
11159,Al Thornton,2009,Regular_Season,Steals,0.6
11160,Omri Casspi,2009,Regular_Season,Steals,0.7
11161,Kendrick Perkins,2009,Regular_Season,Steals,0.33
11162,J.J. Redick,2009,Regular_Season,Steals,0.34
11163,Dahntay Jones,2009,Regular_Season,Steals,0.53
11164,Brandon Rush,2009,Regular_Season,Steals,0.68
11165,Udonis Haslem,2009,Regular_Season,Steals,0.38
11166,Wesley Matthews,2009,Regular_Season,Steals,0.78
11167,Martell Webster,2009,Regular_Season,Steals,0.55
11168,Drew Gooden,2009,Regular_Season,Steals,0.59
11169,James Harden,2009,Regular_Season,Steals,1.05
11170,Flip Murray,2009,Regular_Season,Steals,0.61
11171,Jonas Jerebko,2009,Regular_Season,Steals,0.99
11172,Taj Gibson,2009,Regular_Season,Steals,0.61
11173,Hakim Warrick,2009,Regular_Season,Steals,0.32
11174,Mike Bibby,2009,Regular_Season,Steals,0.84
11175,Arron Afflalo,2009,Regular_Season,Steals,0.56
11176,Spencer Hawes,2009,Regular_Season,Steals,0.44
11177,Brad Miller,2009,Regular_Season,Steals,0.54
11178,Matt Barnes,2009,Regular_Season,Steals,0.73
11179,Rasheed Wallace,2009,Regular_Season,Steals,1.01
11180,Brendan Haywood,2009,Regular_Season,Steals,0.34
11181,Randy Foye,2009,Regular_Season,Steals,0.47
11182,J.J. Hickson,2009,Regular_Season,Steals,0.44
11183,Joakim Noah,2009,Regular_Season,Steals,0.5
11184,Quentin Richardson,2009,Regular_Season,Steals,0.92
11185,Jared Dudley,2009,Regular_Season,Steals,0.99
11186,Ramon Sessions,2009,Regular_Season,Steals,0.67
11187,Samuel Dalembert,2009,Regular_Season,Steals,0.51
11188,Shannon Brown,2009,Regular_Season,Steals,0.7
11189,DeMar DeRozan,2009,Regular_Season,Steals,0.56
11190,Chase Budinger,2009,Regular_Season,Steals,0.46
11191,Terrence Williams,2009,Regular_Season,Steals,0.55
11192,Anderson Varejao,2009,Regular_Season,Steals,0.93
11193,Mickael Pietrus,2009,Regular_Season,Steals,0.71
11194,Donte Greene,2009,Regular_Season,Steals,0.54
11195,Nenad Krstic,2009,Regular_Season,Steals,0.42
11196,Nick Young,2009,Regular_Season,Steals,0.39
11197,DeJuan Blair,2009,Regular_Season,Steals,0.61
11198,Willie Green,2009,Regular_Season,Steals,0.44
11199,Goran Dragic,2009,Regular_Season,Steals,0.6
11200,Andres Nocioni,2009,Regular_Season,Steals,0.43
11201,Jerryd Bayless,2009,Regular_Season,Steals,0.35
11202,C.J. Miles,2009,Regular_Season,Steals,0.92
11203,Earl Watson,2009,Regular_Season,Steals,1.32
11204,Derek Fisher,2009,Regular_Season,Steals,1.1
11205,J.J. Barea,2009,Regular_Season,Steals,0.45
11206,Anthony Parker,2009,Regular_Season,Steals,0.78
11207,Sam Young,2009,Regular_Season,Steals,0.42
11208,Jordan Farmar,2009,Regular_Season,Steals,0.63
11209,Jrue Holiday,2009,Regular_Season,Steals,1.08
11210,Steve Blake,2009,Regular_Season,Steals,0.72
11211,Craig Smith,2009,Regular_Season,Steals,0.44
11212,Nate Robinson,2009,Regular_Season,Steals,0.88
11213,Marcus Camby,2009,Regular_Season,Steals,1.28
11214,Darius Songaila,2009,Regular_Season,Steals,0.83
11215,Ty Lawson,2009,Regular_Season,Steals,0.74
11216,Delonte West,2009,Regular_Season,Steals,0.92
11217,Mario Chalmers,2009,Regular_Season,Steals,1.25
11218,Jason Maxiell,2009,Regular_Season,Steals,0.47
11219,Amir Johnson,2009,Regular_Season,Steals,0.54
11220,Dorell Wright,2009,Regular_Season,Steals,0.72
11221,D.J. Augustin,2009,Regular_Season,Steals,0.56
11222,Wayne Ellington,2009,Regular_Season,Steals,0.26
11223,Roger Mason,2009,Regular_Season,Steals,0.38
11224,Jason Williams,2009,Regular_Season,Steals,0.65
11225,Thabo Sefolosha,2009,Regular_Season,Steals,1.18
11226,Ryan Anderson,2009,Regular_Season,Steals,0.4
11227,Zydrunas Ilgauskas,2009,Regular_Season,Steals,0.22
11228,Serge Ibaka,2009,Regular_Season,Steals,0.34
11229,Charlie Bell,2009,Regular_Season,Steals,0.55
11230,Matt Bonner,2009,Regular_Season,Steals,0.46
11231,Luc Mbah a Moute,2009,Regular_Season,Steals,0.82
11232,Maurice Evans,2009,Regular_Season,Steals,0.43
11233,Damien Wilkins,2009,Regular_Season,Steals,0.82
11234,Chris Andersen,2009,Regular_Season,Steals,0.55
11235,Ryan Hollins,2009,Regular_Season,Steals,0.26
11236,Antonio McDyess,2009,Regular_Season,Steals,0.56
11237,Nick Collison,2009,Regular_Season,Steals,0.49
11238,Carlos Arroyo,2009,Regular_Season,Steals,0.5
11239,Juwan Howard,2009,Regular_Season,Steals,0.37
11240,James Posey,2009,Regular_Season,Steals,0.55
11241,Eric Maynor,2009,Regular_Season,Steals,0.49
11242,Jared Jeffries,2009,Regular_Season,Steals,0.89
11243,Lou Amundson,2009,Regular_Season,Steals,0.3
11244,Chuck Hayes,2009,Regular_Season,Steals,0.89
11245,Keith Bogans,2009,Regular_Season,Steals,0.57
11246,Glen Davis,2009,Regular_Season,Steals,0.39
11247,DeAndre Jordan,2009,Regular_Season,Steals,0.23
11248,Zaza Pachulia,2009,Regular_Season,Steals,0.47
11249,Tony Allen,2009,Regular_Season,Steals,1.09
11250,Jamario Moon,2009,Regular_Season,Steals,0.56
11251,Stephen Graham,2009,Regular_Season,Steals,0.29
11252,Marcin Gortat,2009,Regular_Season,Steals,0.21
11253,Sasha Pavlovic,2009,Regular_Season,Steals,0.32
11254,Ronnie Price,2009,Regular_Season,Steals,0.67
11255,Jeff Teague,2009,Regular_Season,Steals,0.48
11256,Joel Anthony,2009,Regular_Season,Steals,0.25
11257,Kurt Thomas,2009,Regular_Season,Steals,0.37
11258,DeMarre Carroll,2009,Regular_Season,Steals,0.39
11259,Sasha Vujacic,2009,Regular_Season,Steals,0.3
11260,Josh Powell,2009,Regular_Season,Steals,0.14
11261,Kobe Bryant,2009,Playoffs,Steals,1.35
11262,Paul Pierce,2009,Playoffs,Steals,1.0
11263,Pau Gasol,2009,Playoffs,Steals,0.39
11264,Ray Allen,2009,Playoffs,Steals,0.92
11265,Rajon Rondo,2009,Playoffs,Steals,1.92
11266,Amar'e Stoudemire,2009,Playoffs,Steals,0.69
11267,Kevin Garnett,2009,Playoffs,Steals,1.13
11268,LeBron James,2009,Playoffs,Steals,1.73
11269,Jason Richardson,2009,Playoffs,Steals,1.06
11270,Steve Nash,2009,Playoffs,Steals,0.25
11271,Jameer Nelson,2009,Playoffs,Steals,1.0
11272,Metta World Peace,2009,Playoffs,Steals,1.52
11273,Dwight Howard,2009,Playoffs,Steals,0.79
11274,Deron Williams,2009,Playoffs,Steals,1.0
11275,Derek Fisher,2009,Playoffs,Steals,1.22
11276,Lamar Odom,2009,Playoffs,Steals,0.65
11277,Vince Carter,2009,Playoffs,Steals,0.86
11278,Andrew Bynum,2009,Playoffs,Steals,0.26
11279,Carlos Boozer,2009,Playoffs,Steals,0.4
11280,Joe Johnson,2009,Playoffs,Steals,0.91
11281,Manu Ginobili,2009,Playoffs,Steals,2.6
11282,Tim Duncan,2009,Playoffs,Steals,0.8
11283,Carmelo Anthony,2009,Playoffs,Steals,2.0
11284,Paul Millsap,2009,Playoffs,Steals,1.1
11285,Rashard Lewis,2009,Playoffs,Steals,1.07
11286,Jamal Crawford,2009,Playoffs,Steals,0.82
11287,Glen Davis,2009,Playoffs,Steals,0.79
11288,Tony Parker,2009,Playoffs,Steals,0.6
11289,Antawn Jamison,2009,Playoffs,Steals,0.64
11290,Dwyane Wade,2009,Playoffs,Steals,1.6
11291,Al Horford,2009,Playoffs,Steals,0.73
11292,Dirk Nowitzki,2009,Playoffs,Steals,0.83
11293,Mo Williams,2009,Playoffs,Steals,0.55
11294,Josh Smith,2009,Playoffs,Steals,1.18
11295,Grant Hill,2009,Playoffs,Steals,0.81
11296,Kevin Durant,2009,Playoffs,Steals,0.5
11297,Rasheed Wallace,2009,Playoffs,Steals,0.42
11298,C.J. Miles,2009,Playoffs,Steals,0.6
11299,Derrick Rose,2009,Playoffs,Steals,0.8
11300,George Hill,2009,Playoffs,Steals,1.0
11301,Wesley Matthews,2009,Playoffs,Steals,1.8
11302,Kendrick Perkins,2009,Playoffs,Steals,0.39
11303,Channing Frye,2009,Playoffs,Steals,0.75
11304,Brandon Jennings,2009,Playoffs,Steals,1.14
11305,Shaquille O'Neal,2009,Playoffs,Steals,0.18
11306,Russell Westbrook,2009,Playoffs,Steals,1.67
11307,Jared Dudley,2009,Playoffs,Steals,1.12
11308,Goran Dragic,2009,Playoffs,Steals,0.25
11309,Tony Allen,2009,Playoffs,Steals,1.04
11310,Chauncey Billups,2009,Playoffs,Steals,1.0
11311,John Salmons,2009,Playoffs,Steals,1.43
11312,Mickael Pietrus,2009,Playoffs,Steals,0.64
11313,Caron Butler,2009,Playoffs,Steals,1.5
11314,Leandro Barbosa,2009,Playoffs,Steals,0.31
11315,LaMarcus Aldridge,2009,Playoffs,Steals,1.17
11316,Shannon Brown,2009,Playoffs,Steals,0.43
11317,Jordan Farmar,2009,Playoffs,Steals,0.74
11318,J.J. Redick,2009,Playoffs,Steals,0.71
11319,Richard Jefferson,2009,Playoffs,Steals,0.6
11320,Andre Miller,2009,Playoffs,Steals,1.17
11321,Luol Deng,2009,Playoffs,Steals,1.2
11322,Mike Bibby,2009,Playoffs,Steals,0.82
11323,Marvin Williams,2009,Playoffs,Steals,0.55
11324,Anthony Parker,2009,Playoffs,Steals,0.82
11325,Matt Barnes,2009,Playoffs,Steals,0.71
11326,Kyle Korver,2009,Playoffs,Steals,0.5
11327,Jerryd Bayless,2009,Playoffs,Steals,0.33
11328,Jason Terry,2009,Playoffs,Steals,0.67
11329,Joakim Noah,2009,Playoffs,Steals,1.8
11330,Delonte West,2009,Playoffs,Steals,0.82
11331,Stephen Jackson,2009,Playoffs,Steals,1.25
11332,Nate Robinson,2009,Playoffs,Steals,0.35
11333,Jeff Green,2009,Playoffs,Steals,0.67
11334,Gerald Wallace,2009,Playoffs,Steals,1.25
11335,Carlos Delfino,2009,Playoffs,Steals,0.71
11336,Antonio McDyess,2009,Playoffs,Steals,0.2
11337,Ersan Ilyasova,2009,Playoffs,Steals,0.71
11338,J.R. Smith,2009,Playoffs,Steals,0.67
11339,Luc Mbah a Moute,2009,Playoffs,Steals,0.29
11340,Anderson Varejao,2009,Playoffs,Steals,1.0
11341,Kirk Hinrich,2009,Playoffs,Steals,1.4
11342,Kenyon Martin,2009,Playoffs,Steals,1.5
11343,Martell Webster,2009,Playoffs,Steals,0.83
11344,Maybyner Nene,2009,Playoffs,Steals,1.2
11345,Luke Ridnour,2009,Playoffs,Steals,0.57
11346,Arron Afflalo,2009,Playoffs,Steals,0.17
11347,Mario Chalmers,2009,Playoffs,Steals,0.6
11348,Michael Beasley,2009,Playoffs,Steals,0.8
11349,Shawn Marion,2009,Playoffs,Steals,0.17
11350,Zaza Pachulia,2009,Playoffs,Steals,0.18
11351,Jerry Stackhouse,2009,Playoffs,Steals,0.71
11352,Matt Bonner,2009,Playoffs,Steals,0.1
11353,Quentin Richardson,2009,Playoffs,Steals,1.6
11354,Nicolas Batum,2009,Playoffs,Steals,0.33
11355,Jason Kidd,2009,Playoffs,Steals,2.33
11356,Lou Amundson,2009,Playoffs,Steals,0.38
11357,Serge Ibaka,2009,Playoffs,Steals,0.33
11358,Robin Lopez,2009,Playoffs,Steals,0.33
11359,Raymond Felton,2009,Playoffs,Steals,0.5
11360,Ty Lawson,2009,Playoffs,Steals,1.0
11361,James Harden,2009,Playoffs,Steals,1.0
11362,Nenad Krstic,2009,Playoffs,Steals,0.5
11363,Marcin Gortat,2009,Playoffs,Steals,0.21
11364,Flip Murray,2009,Playoffs,Steals,0.4
11365,Rudy Fernandez,2009,Playoffs,Steals,0.17
11366,J.J. Hickson,2009,Playoffs,Steals,0.0
11367,Kurt Thomas,2009,Playoffs,Steals,0.43
11368,Jamario Moon,2009,Playoffs,Steals,0.36
11369,Taj Gibson,2009,Playoffs,Steals,0.2
11370,DeJuan Blair,2009,Playoffs,Steals,0.5
11371,Jason Williams,2009,Playoffs,Steals,0.29
11372,Brendan Haywood,2009,Playoffs,Steals,1.17
11373,Marcus Camby,2009,Playoffs,Steals,0.67
11374,Tyrus Thomas,2009,Playoffs,Steals,0.5
11375,J.J. Barea,2009,Playoffs,Steals,0.33
11376,Kyrylo Fesenko,2009,Playoffs,Steals,0.0
11377,Sasha Vujacic,2009,Playoffs,Steals,0.2
11378,Boris Diaw,2009,Playoffs,Steals,0.25
11379,Udonis Haslem,2009,Playoffs,Steals,0.2
11380,Brandon Roy,2009,Playoffs,Steals,0.0
11381,Chris Andersen,2009,Playoffs,Steals,0.17
11382,Thabo Sefolosha,2009,Playoffs,Steals,0.83
11383,Brad Miller,2009,Playoffs,Steals,0.0
11384,Carlos Arroyo,2009,Playoffs,Steals,0.6
11385,Dorell Wright,2009,Playoffs,Steals,0.4
11386,Maurice Evans,2009,Playoffs,Steals,0.82
11387,Ryan Anderson,2009,Playoffs,Steals,0.22
11388,Eric Maynor,2009,Playoffs,Steals,0.17
11389,Jermaine O'Neal,2009,Playoffs,Steals,0.8
11390,Ronnie Price,2009,Playoffs,Steals,0.4
11391,Juwan Howard,2009,Playoffs,Steals,0.17
11392,Dan Gadzuric,2009,Playoffs,Steals,0.14
11393,Nick Collison,2009,Playoffs,Steals,0.83
11394,Luke Walton,2009,Playoffs,Steals,0.06
11395,D.J. Augustin,2009,Playoffs,Steals,0.25
11396,Michael Finley,2009,Playoffs,Steals,0.22
11397,Joel Anthony,2009,Playoffs,Steals,0.4
11398,Zydrunas Ilgauskas,2009,Playoffs,Steals,0.0
11399,Jarron Collins,2009,Playoffs,Steals,0.09
11400,Erick Dampier,2009,Playoffs,Steals,0.2
11401,Roger Mason,2009,Playoffs,Steals,0.17
11402,Kevin Durant,2010,Regular_Season,Steals,1.13
11403,LeBron James,2010,Regular_Season,Steals,1.57
11404,Kobe Bryant,2010,Regular_Season,Steals,1.21
11405,Derrick Rose,2010,Regular_Season,Steals,1.05
11406,Amar'e Stoudemire,2010,Regular_Season,Steals,0.91
11407,Carmelo Anthony,2010,Regular_Season,Steals,0.88
11408,Dwyane Wade,2010,Regular_Season,Steals,1.46
11409,Monta Ellis,2010,Regular_Season,Steals,2.1
11410,Kevin Martin,2010,Regular_Season,Steals,1.0
11411,Blake Griffin,2010,Regular_Season,Steals,0.77
11412,Russell Westbrook,2010,Regular_Season,Steals,1.89
11413,Dwight Howard,2010,Regular_Season,Steals,1.37
11414,LaMarcus Aldridge,2010,Regular_Season,Steals,1.01
11415,Dirk Nowitzki,2010,Regular_Season,Steals,0.52
11416,Brook Lopez,2010,Regular_Season,Steals,0.57
11417,Danny Granger,2010,Regular_Season,Steals,1.13
