,Player,Season,Stage,2PT_3PT_eFG,per_game
18559,Jason Kidd,2009,Regular_Season,eFG_%,55.44
18560,Jason Kidd,2010,Playoffs,eFG_%,53.11
18561,Jason Kidd,2010,Regular_Season,eFG_%,47.23
18562,Jason Kidd,2011,Playoffs,eFG_%,45.12
18563,Jason Kidd,2012,Playoffs,eFG_%,18.0
18564,Jason Kidd,2012,Regular_Season,eFG_%,51.1
18565,Jason Maxiell,2006,Playoffs,eFG_%,66.67
18566,Jason Maxiell,2006,Regular_Season,eFG_%,50.0
18567,Jason Maxiell,2007,Playoffs,eFG_%,62.5
18568,Jason Maxiell,2007,Regular_Season,eFG_%,53.81
18569,Jason Maxiell,2008,Playoffs,eFG_%,50.0
18570,Jason Maxiell,2008,Regular_Season,eFG_%,57.5
18571,Jason Maxiell,2009,Regular_Season,eFG_%,51.08
18572,Jason Maxiell,2011,Regular_Season,eFG_%,47.78
18573,Jason Maxiell,2012,Regular_Season,eFG_%,44.64
18574,Jason Richardson,2001,Regular_Season,eFG_%,46.29
18575,Jason Richardson,2002,Regular_Season,eFG_%,46.3
18576,Jason Richardson,2003,Regular_Season,eFG_%,46.85
18577,Jason Richardson,2004,Regular_Season,eFG_%,49.16
18578,Jason Richardson,2005,Regular_Season,eFG_%,50.94
18579,Jason Richardson,2006,Playoffs,eFG_%,56.18
18580,Jason Richardson,2007,Regular_Season,eFG_%,52.42
18581,Jason Richardson,2008,Regular_Season,eFG_%,54.36
18582,Jason Richardson,2009,Playoffs,eFG_%,60.99
18583,Jason Richardson,2009,Regular_Season,eFG_%,55.26
18584,Jason Richardson,2010,Playoffs,eFG_%,41.18
18585,Jason Richardson,2010,Regular_Season,eFG_%,53.65
18586,Jason Richardson,2011,Playoffs,eFG_%,49.06
18587,Jason Richardson,2011,Regular_Season,eFG_%,49.33
18588,Jason Smith,2007,Playoffs,eFG_%,44.44
18589,Jason Smith,2007,Regular_Season,eFG_%,46.13
18590,Jason Smith,2010,Regular_Season,eFG_%,44.3
18591,Jason Smith,2014,Regular_Season,eFG_%,44.68
18592,Jason Smith,2015,Regular_Season,eFG_%,48.91
18593,Jason Smith,2016,Playoffs,eFG_%,52.56
18594,Jason Smith,2016,Regular_Season,eFG_%,58.51
18595,Jason Terry,1999,Regular_Season,eFG_%,45.33
18596,Jason Terry,2000,Regular_Season,eFG_%,48.13
18597,Jason Terry,2001,Regular_Season,eFG_%,50.04
18598,Jason Terry,2002,Regular_Season,eFG_%,49.78
18599,Jason Terry,2003,Regular_Season,eFG_%,47.83
18600,Jason Terry,2004,Playoffs,eFG_%,59.06
18601,Jason Terry,2004,Regular_Season,eFG_%,57.0
18602,Jason Terry,2005,Playoffs,eFG_%,48.37
18603,Jason Terry,2005,Regular_Season,eFG_%,54.73
18604,Jason Terry,2006,Playoffs,eFG_%,47.28
18605,Jason Terry,2006,Regular_Season,eFG_%,55.97
18606,Jason Terry,2007,Playoffs,eFG_%,55.0
18607,Jason Terry,2007,Regular_Season,eFG_%,53.47
18608,Jason Terry,2008,Playoffs,eFG_%,47.62
18609,Jason Terry,2008,Regular_Season,eFG_%,53.47
18610,Jason Terry,2009,Playoffs,eFG_%,46.38
18611,Jason Terry,2009,Regular_Season,eFG_%,50.34
18612,Jason Terry,2010,Playoffs,eFG_%,55.6
18613,Jason Terry,2010,Regular_Season,eFG_%,50.92
18614,Jason Terry,2011,Playoffs,eFG_%,56.82
18615,Jason Terry,2011,Regular_Season,eFG_%,51.33
18616,Jason Terry,2012,Playoffs,eFG_%,58.33
18617,Jason Terry,2012,Regular_Season,eFG_%,52.85
18618,Jason Terry,2014,Playoffs,eFG_%,53.36
18619,Jason Terry,2014,Regular_Season,eFG_%,56.28
18620,Jason Terry,2015,Playoffs,eFG_%,42.11
18621,Jason Terry,2015,Regular_Season,eFG_%,52.53
18622,Jason Terry,2016,Playoffs,eFG_%,38.89
18623,Jason Terry,2016,Regular_Season,eFG_%,58.23
18624,Jason Thompson,2008,Regular_Season,eFG_%,49.65
18625,Jason Thompson,2009,Regular_Season,eFG_%,47.26
18626,Jason Thompson,2010,Regular_Season,eFG_%,50.75
18627,Jason Thompson,2011,Regular_Season,eFG_%,53.5
18628,Jason Thompson,2012,Regular_Season,eFG_%,50.2
18629,Jason Thompson,2013,Regular_Season,eFG_%,50.6
18630,Jason Thompson,2014,Regular_Season,eFG_%,46.96
18631,Jason Williams,1999,Playoffs,eFG_%,45.83
18632,Jason Williams,1999,Regular_Season,eFG_%,44.76
18633,Jason Williams,2000,Playoffs,eFG_%,51.64
18634,Jason Williams,2000,Regular_Season,eFG_%,47.83
18635,Jason Williams,2002,Regular_Season,eFG_%,47.09
18636,Jason Williams,2003,Playoffs,eFG_%,39.13
18637,Jason Williams,2003,Regular_Season,eFG_%,49.09
18638,Jason Williams,2004,Playoffs,eFG_%,62.26
18639,Jason Williams,2004,Regular_Season,eFG_%,49.61
18640,Jason Williams,2005,Playoffs,eFG_%,47.57
18641,Jason Williams,2005,Regular_Season,eFG_%,53.05
18642,Jason Williams,2006,Playoffs,eFG_%,33.93
18643,Jason Williams,2009,Playoffs,eFG_%,42.11
18644,Jason Williams,2009,Regular_Season,eFG_%,54.23
18645,Jaxson Hayes,2019,Regular_Season,eFG_%,67.12
18646,Jay Williams,2002,Regular_Season,eFG_%,44.6
18647,Jaylen Brown,2016,Playoffs,eFG_%,51.41
18648,Jaylen Brown,2016,Regular_Season,eFG_%,50.83
18649,Jaylen Brown,2017,Playoffs,eFG_%,54.89
18650,Jaylen Brown,2017,Regular_Season,eFG_%,53.99
18651,Jaylen Brown,2018,Playoffs,eFG_%,58.62
18652,Jaylen Brown,2018,Regular_Season,eFG_%,52.46
18653,Jaylen Brown,2019,Playoffs,eFG_%,55.03
18654,Jaylen Brown,2019,Regular_Season,eFG_%,55.41
18655,Jayson Tatum,2017,Playoffs,eFG_%,51.53
18656,Jayson Tatum,2017,Regular_Season,eFG_%,53.83
18657,Jayson Tatum,2018,Playoffs,eFG_%,48.21
18658,Jayson Tatum,2018,Regular_Season,eFG_%,50.58
18659,Jayson Tatum,2019,Playoffs,eFG_%,50.45
18660,Jayson Tatum,2019,Regular_Season,eFG_%,52.73
18661,Jeff Ayres,2012,Playoffs,eFG_%,33.33
18662,Jeff Ayres,2013,Playoffs,eFG_%,46.15
18663,Jeff Ayres,2013,Regular_Season,eFG_%,58.05
18664,Jeff Foster,2000,Regular_Season,eFG_%,47.42
18665,Jeff Foster,2001,Playoffs,eFG_%,61.54
18666,Jeff Foster,2001,Regular_Season,eFG_%,45.18
18667,Jeff Foster,2002,Regular_Season,eFG_%,35.96
18668,Jeff Foster,2003,Playoffs,eFG_%,58.14
18669,Jeff Foster,2003,Regular_Season,eFG_%,54.42
18670,Jeff Foster,2004,Playoffs,eFG_%,59.62
18671,Jeff Foster,2004,Regular_Season,eFG_%,51.85
18672,Jeff Foster,2005,Playoffs,eFG_%,36.36
18673,Jeff Foster,2006,Regular_Season,eFG_%,46.92
18674,Jeff Foster,2007,Regular_Season,eFG_%,54.96
18675,Jeff Foster,2008,Regular_Season,eFG_%,50.42
18676,Jeff Foster,2010,Playoffs,eFG_%,58.33
18677,Jeff Green,2007,Regular_Season,eFG_%,44.13
18678,Jeff Green,2008,Regular_Season,eFG_%,49.06
18679,Jeff Green,2009,Playoffs,eFG_%,38.57
18680,Jeff Green,2009,Regular_Season,eFG_%,50.19
18681,Jeff Green,2010,Playoffs,eFG_%,50.0
18682,Jeff Green,2010,Regular_Season,eFG_%,48.78
18683,Jeff Green,2012,Playoffs,eFG_%,49.41
18684,Jeff Green,2012,Regular_Season,eFG_%,50.99
18685,Jeff Green,2013,Regular_Season,eFG_%,46.93
18686,Jeff Green,2014,Playoffs,eFG_%,35.19
18687,Jeff Green,2014,Regular_Season,eFG_%,48.04
18688,Jeff Green,2015,Playoffs,eFG_%,50.0
18689,Jeff Green,2015,Regular_Season,eFG_%,47.03
18690,Jeff Green,2016,Regular_Season,eFG_%,44.18
18691,Jeff Green,2017,Playoffs,eFG_%,48.24
18692,Jeff Green,2017,Regular_Season,eFG_%,52.02
18693,Jeff Green,2018,Regular_Season,eFG_%,55.53
18694,Jeff Green,2019,Playoffs,eFG_%,60.68
18695,Jeff Green,2019,Regular_Season,eFG_%,55.23
18696,Jeff Hornacek,1999,Playoffs,eFG_%,46.57
18697,Jeff Hornacek,1999,Regular_Season,eFG_%,53.71
18698,Jeff McInnis,2000,Regular_Season,eFG_%,49.09
18699,Jeff McInnis,2001,Regular_Season,eFG_%,44.65
18700,Jeff McInnis,2002,Playoffs,eFG_%,34.62
18701,Jeff McInnis,2002,Regular_Season,eFG_%,45.15
18702,Jeff McInnis,2003,Regular_Season,eFG_%,47.79
18703,Jeff McInnis,2004,Regular_Season,eFG_%,46.17
18704,Jeff Teague,2009,Regular_Season,eFG_%,41.19
18705,Jeff Teague,2010,Playoffs,eFG_%,52.08
18706,Jeff Teague,2010,Regular_Season,eFG_%,46.71
18707,Jeff Teague,2011,Playoffs,eFG_%,45.89
18708,Jeff Teague,2011,Regular_Season,eFG_%,51.41
18709,Jeff Teague,2012,Playoffs,eFG_%,35.19
18710,Jeff Teague,2012,Regular_Season,eFG_%,49.64
18711,Jeff Teague,2013,Playoffs,eFG_%,43.3
18712,Jeff Teague,2013,Regular_Season,eFG_%,47.4
18713,Jeff Teague,2014,Playoffs,eFG_%,45.4
18714,Jeff Teague,2014,Regular_Season,eFG_%,50.0
18715,Jeff Teague,2015,Playoffs,eFG_%,41.74
18716,Jeff Teague,2015,Regular_Season,eFG_%,49.49
18717,Jeff Teague,2016,Playoffs,eFG_%,58.89
18718,Jeff Teague,2016,Regular_Season,eFG_%,49.17
18719,Jeff Teague,2017,Playoffs,eFG_%,51.96
18720,Jeff Teague,2017,Regular_Season,eFG_%,49.87
18721,Jeff Teague,2019,Regular_Season,eFG_%,47.96
18722,Jeffery Taylor,2012,Regular_Season,eFG_%,49.75
18723,Jelani McCoy,2000,Regular_Season,eFG_%,52.27
18724,Jerami Grant,2015,Regular_Season,eFG_%,44.82
18725,Jerami Grant,2016,Playoffs,eFG_%,64.52
18726,Jerami Grant,2016,Regular_Season,eFG_%,52.9
18727,Jerami Grant,2017,Playoffs,eFG_%,54.29
18728,Jerami Grant,2017,Regular_Season,eFG_%,57.02
18729,Jerami Grant,2018,Playoffs,eFG_%,61.25
18730,Jerami Grant,2018,Regular_Season,eFG_%,56.68
18731,Jerami Grant,2019,Playoffs,eFG_%,49.43
18732,Jerami Grant,2019,Regular_Season,eFG_%,55.52
18733,Jeremy Lamb,2013,Playoffs,eFG_%,42.86
18734,Jeremy Lamb,2013,Regular_Season,eFG_%,50.41
18735,Jeremy Lamb,2016,Regular_Season,eFG_%,50.2
18736,Jeremy Lamb,2017,Regular_Season,eFG_%,51.32
18737,Jeremy Lamb,2018,Regular_Season,eFG_%,49.9
18738,Jeremy Lamb,2019,Regular_Season,eFG_%,50.63
18739,Jeremy Lin,2012,Playoffs,eFG_%,29.17
18740,Jeremy Lin,2012,Regular_Season,eFG_%,49.0
18741,Jeremy Lin,2013,Playoffs,eFG_%,45.08
18742,Jeremy Lin,2013,Regular_Season,eFG_%,50.76
18743,Jeremy Lin,2014,Regular_Season,eFG_%,47.32
18744,Jeremy Lin,2015,Playoffs,eFG_%,43.65
18745,Jeremy Lin,2015,Regular_Season,eFG_%,46.43
18746,Jeremy Lin,2018,Regular_Season,eFG_%,49.08
18747,Jerian Grant,2015,Regular_Season,eFG_%,42.2
18748,Jerian Grant,2016,Regular_Season,eFG_%,50.66
18749,Jerian Grant,2017,Regular_Season,eFG_%,47.61
18750,Jerian Grant,2018,Regular_Season,eFG_%,50.91
18751,Jermaine O'Neal,1999,Regular_Season,eFG_%,48.65
18752,Jermaine O'Neal,2000,Playoffs,eFG_%,43.59
18753,Jermaine O'Neal,2000,Regular_Season,eFG_%,46.54
18754,Jermaine O'Neal,2001,Playoffs,eFG_%,44.74
18755,Jermaine O'Neal,2001,Regular_Season,eFG_%,47.97
18756,Jermaine O'Neal,2002,Playoffs,eFG_%,46.74
18757,Jermaine O'Neal,2002,Regular_Season,eFG_%,48.69
18758,Jermaine O'Neal,2003,Playoffs,eFG_%,42.28
18759,Jermaine O'Neal,2003,Regular_Season,eFG_%,43.5
18760,Jermaine O'Neal,2004,Playoffs,eFG_%,38.31
18761,Jermaine O'Neal,2005,Playoffs,eFG_%,52.38
18762,Jermaine O'Neal,2008,Playoffs,eFG_%,54.9
18763,Jermaine O'Neal,2008,Regular_Season,eFG_%,47.4
18764,Jermaine O'Neal,2009,Playoffs,eFG_%,20.45
18765,Jermaine O'Neal,2009,Regular_Season,eFG_%,52.89
18766,Jermaine O'Neal,2010,Playoffs,eFG_%,48.84
18767,Jermaine O'Neal,2013,Playoffs,eFG_%,56.25
18768,Jerome James,2001,Playoffs,eFG_%,39.13
18769,Jerome James,2004,Playoffs,eFG_%,51.35
18770,Jerome James,2004,Regular_Season,eFG_%,50.88
18771,Jerome Kersey,1999,Regular_Season,eFG_%,41.24
18772,Jerome Moiso,2002,Playoffs,eFG_%,62.5
18773,Jerome Robinson,2019,Regular_Season,eFG_%,45.0
18774,Jerome Williams,1999,Playoffs,eFG_%,50.0
18775,Jerome Williams,1999,Regular_Season,eFG_%,56.36
18776,Jerome Williams,2000,Playoffs,eFG_%,50.0
18777,Jerome Williams,2000,Regular_Season,eFG_%,46.26
18778,Jerome Williams,2001,Playoffs,eFG_%,42.42
18779,Jerome Williams,2001,Regular_Season,eFG_%,48.97
18780,Jerome Williams,2002,Regular_Season,eFG_%,50.0
18781,Jerome Williams,2004,Regular_Season,eFG_%,50.21
18782,Jerry Stackhouse,1999,Playoffs,eFG_%,43.22
18783,Jerry Stackhouse,1999,Regular_Season,eFG_%,45.65
18784,Jerry Stackhouse,2000,Regular_Season,eFG_%,44.47
18785,Jerry Stackhouse,2001,Playoffs,eFG_%,37.58
18786,Jerry Stackhouse,2001,Regular_Season,eFG_%,42.99
18787,Jerry Stackhouse,2002,Regular_Season,eFG_%,43.84
18788,Jerry Stackhouse,2004,Playoffs,eFG_%,43.18
18789,Jerry Stackhouse,2005,Playoffs,eFG_%,44.2
18790,Jerry Stackhouse,2005,Regular_Season,eFG_%,43.12
18791,Jerry Stackhouse,2006,Playoffs,eFG_%,43.18
18792,Jerry Stackhouse,2006,Regular_Season,eFG_%,47.55
18793,Jerry Stackhouse,2007,Playoffs,eFG_%,34.21
18794,Jerry Stackhouse,2009,Playoffs,eFG_%,38.37
18795,Jerryd Bayless,2009,Playoffs,eFG_%,47.69
18796,Jerryd Bayless,2009,Regular_Season,eFG_%,44.41
18797,Jerryd Bayless,2010,Regular_Season,eFG_%,46.91
18798,Jerryd Bayless,2012,Playoffs,eFG_%,42.34
18799,Jerryd Bayless,2012,Regular_Season,eFG_%,47.58
18800,Jerryd Bayless,2013,Regular_Season,eFG_%,46.35
18801,Jerryd Bayless,2014,Playoffs,eFG_%,37.14
18802,Jerryd Bayless,2014,Regular_Season,eFG_%,46.22
18803,Jeryl Sasser,2002,Regular_Season,eFG_%,34.06
18804,Jevon Carter,2019,Regular_Season,eFG_%,54.32
18805,Jim Jackson,1999,Regular_Season,eFG_%,45.79
18806,Jim Jackson,2002,Playoffs,eFG_%,56.63
18807,Jim Jackson,2002,Regular_Season,eFG_%,47.62
18808,Jim Jackson,2003,Playoffs,eFG_%,45.21
18809,Jim Jackson,2003,Regular_Season,eFG_%,51.44
18810,Jim Jackson,2004,Playoffs,eFG_%,61.24
18811,Jim Jackson,2004,Regular_Season,eFG_%,53.09
18812,Jimmer Fredette,2011,Regular_Season,eFG_%,47.31
18813,Jimmy Butler,2012,Playoffs,eFG_%,50.0
18814,Jimmy Butler,2012,Regular_Season,eFG_%,50.59
18815,Jimmy Butler,2013,Playoffs,eFG_%,43.86
18816,Jimmy Butler,2013,Regular_Season,eFG_%,44.59
18817,Jimmy Butler,2014,Playoffs,eFG_%,50.7
18818,Jimmy Butler,2014,Regular_Season,eFG_%,50.16
18819,Jimmy Butler,2016,Playoffs,eFG_%,45.37
18820,Jimmy Butler,2016,Regular_Season,eFG_%,49.16
18821,Jimmy Butler,2017,Playoffs,eFG_%,50.79
18822,Jimmy Butler,2017,Regular_Season,eFG_%,51.25
18823,Jimmy Butler,2018,Playoffs,eFG_%,48.57
18824,Jimmy Butler,2018,Regular_Season,eFG_%,49.94
18825,Jimmy Butler,2019,Playoffs,eFG_%,51.36
18826,Jimmy Butler,2019,Regular_Season,eFG_%,47.43
18827,Jiri Welsch,2003,Playoffs,eFG_%,50.0
18828,Jiri Welsch,2003,Regular_Season,eFG_%,48.45
18829,Jiri Welsch,2004,Regular_Season,eFG_%,44.74
18830,Joakim Noah,2007,Regular_Season,eFG_%,48.23
18831,Joakim Noah,2008,Playoffs,eFG_%,50.98
18832,Joakim Noah,2008,Regular_Season,eFG_%,55.65
18833,Joakim Noah,2009,Playoffs,eFG_%,52.83
18834,Joakim Noah,2009,Regular_Season,eFG_%,50.38
18835,Joakim Noah,2010,Playoffs,eFG_%,41.13
18836,Joakim Noah,2011,Playoffs,eFG_%,73.08
18837,Joakim Noah,2011,Regular_Season,eFG_%,50.82
18838,Joakim Noah,2012,Playoffs,eFG_%,43.7
18839,Joakim Noah,2012,Regular_Season,eFG_%,48.1
18840,Joakim Noah,2013,Playoffs,eFG_%,51.22
18841,Joakim Noah,2013,Regular_Season,eFG_%,47.5
18842,Joakim Noah,2014,Playoffs,eFG_%,40.79
18843,Joakim Noah,2014,Regular_Season,eFG_%,44.5
18844,Jodie Meeks,2010,Playoffs,eFG_%,54.84
18845,Jodie Meeks,2010,Regular_Season,eFG_%,54.56
18846,Jodie Meeks,2011,Playoffs,eFG_%,40.38
18847,Jodie Meeks,2011,Regular_Season,eFG_%,51.28
18848,Jodie Meeks,2012,Regular_Season,eFG_%,50.19
18849,Jodie Meeks,2013,Regular_Season,eFG_%,55.38
18850,Jodie Meeks,2017,Regular_Season,eFG_%,49.11
18851,Jodie Meeks,2018,Playoffs,eFG_%,34.48
18852,Joe Harris,2017,Regular_Season,eFG_%,61.19
18853,Joe Harris,2018,Playoffs,eFG_%,41.86
18854,Joe Harris,2018,Regular_Season,eFG_%,62.23
18855,Joe Harris,2019,Regular_Season,eFG_%,59.57
18856,Joe Ingles,2014,Regular_Season,eFG_%,51.69
18857,Joe Ingles,2015,Regular_Season,eFG_%,56.53
18858,Joe Ingles,2016,Playoffs,eFG_%,52.42
18859,Joe Ingles,2016,Regular_Season,eFG_%,58.87
18860,Joe Ingles,2017,Playoffs,eFG_%,61.57
18861,Joe Ingles,2017,Regular_Season,eFG_%,60.86
18862,Joe Ingles,2018,Playoffs,eFG_%,43.24
18863,Joe Ingles,2018,Regular_Season,eFG_%,56.55
18864,Joe Ingles,2019,Playoffs,eFG_%,53.7
18865,Joe Ingles,2019,Regular_Season,eFG_%,57.23
18866,Joe Johnson,2001,Regular_Season,eFG_%,46.23
18867,Joe Johnson,2002,Playoffs,eFG_%,29.41
18868,Joe Johnson,2002,Regular_Season,eFG_%,44.41
18869,Joe Johnson,2003,Regular_Season,eFG_%,46.2
18870,Joe Johnson,2004,Playoffs,eFG_%,58.4
18871,Joe Johnson,2004,Regular_Season,eFG_%,53.65
18872,Joe Johnson,2005,Regular_Season,eFG_%,49.89
18873,Joe Johnson,2006,Regular_Season,eFG_%,52.28
18874,Joe Johnson,2007,Playoffs,eFG_%,47.83
18875,Joe Johnson,2007,Regular_Season,eFG_%,48.86
18876,Joe Johnson,2008,Playoffs,eFG_%,45.24
18877,Joe Johnson,2008,Regular_Season,eFG_%,48.91
18878,Joe Johnson,2009,Playoffs,eFG_%,40.95
18879,Joe Johnson,2009,Regular_Season,eFG_%,50.47
18880,Joe Johnson,2010,Playoffs,eFG_%,48.48
18881,Joe Johnson,2010,Regular_Season,eFG_%,48.11
18882,Joe Johnson,2011,Playoffs,eFG_%,41.67
18883,Joe Johnson,2011,Regular_Season,eFG_%,52.15
18884,Joe Johnson,2012,Playoffs,eFG_%,46.6
18885,Joe Johnson,2012,Regular_Season,eFG_%,49.33
18886,Joe Johnson,2013,Playoffs,eFG_%,59.24
18887,Joe Johnson,2013,Regular_Season,eFG_%,53.34
18888,Joe Johnson,2014,Playoffs,eFG_%,42.55
18889,Joe Johnson,2014,Regular_Season,eFG_%,49.41
18890,Joe Johnson,2015,Playoffs,eFG_%,47.15
18891,Joe Johnson,2015,Regular_Season,eFG_%,50.87
18892,Joe Johnson,2016,Playoffs,eFG_%,49.25
18893,Joe Johnson,2016,Regular_Season,eFG_%,52.08
18894,Joe Johnson,2017,Regular_Season,eFG_%,46.11
18895,Joe Smith,1999,Playoffs,eFG_%,47.06
18896,Joe Smith,1999,Regular_Season,eFG_%,46.47
18897,Joe Smith,2001,Regular_Season,eFG_%,51.29
18898,Joe Smith,2003,Playoffs,eFG_%,49.09
18899,Joe Smith,2003,Regular_Season,eFG_%,44.0
18900,Joe Smith,2004,Regular_Season,eFG_%,51.37
18901,Joe Smith,2005,Playoffs,eFG_%,48.48
18902,Joe Smith,2007,Playoffs,eFG_%,48.65
18903,Joe Smith,2007,Regular_Season,eFG_%,47.78
18904,Joe Smith,2008,Playoffs,eFG_%,49.0
18905,Joe Smith,2008,Regular_Season,eFG_%,47.3
18906,Joel Anthony,2008,Playoffs,eFG_%,80.0
18907,Joel Anthony,2008,Regular_Season,eFG_%,48.31
18908,Joel Anthony,2009,Playoffs,eFG_%,71.43
18909,Joel Anthony,2009,Regular_Season,eFG_%,47.8
18910,Joel Anthony,2010,Playoffs,eFG_%,36.73
18911,Joel Anthony,2010,Regular_Season,eFG_%,53.54
18912,Joel Anthony,2011,Playoffs,eFG_%,58.62
18913,Joel Anthony,2011,Regular_Season,eFG_%,55.92
18914,Joel Anthony,2012,Playoffs,eFG_%,30.0
18915,Joel Anthony,2012,Regular_Season,eFG_%,51.47
18916,Joel Embiid,2017,Playoffs,eFG_%,46.38
18917,Joel Embiid,2017,Regular_Season,eFG_%,51.42
18918,Joel Embiid,2018,Playoffs,eFG_%,46.54
18919,Joel Embiid,2018,Regular_Season,eFG_%,51.67
18920,Joel Embiid,2019,Playoffs,eFG_%,48.65
18921,Joel Embiid,2019,Regular_Season,eFG_%,51.25
18922,Joel Przybilla,2001,Regular_Season,eFG_%,53.52
18923,Joel Przybilla,2004,Regular_Season,eFG_%,59.76
18924,Joel Przybilla,2007,Regular_Season,eFG_%,57.6
18925,Joel Przybilla,2008,Playoffs,eFG_%,55.56
18926,Joel Przybilla,2008,Regular_Season,eFG_%,62.45
18927,Joey Dorsey,2014,Regular_Season,eFG_%,55.17
18928,Joey Graham,2005,Regular_Season,eFG_%,51.33
18929,Joey Graham,2006,Playoffs,eFG_%,28.57
18930,Joey Graham,2006,Regular_Season,eFG_%,50.64
18931,Joey Graham,2008,Regular_Season,eFG_%,48.44
18932,Joffrey Lauvergne,2016,Regular_Season,eFG_%,48.96
18933,Johan Petro,2006,Regular_Season,eFG_%,51.6
18934,Johan Petro,2007,Regular_Season,eFG_%,41.91
18935,Johan Petro,2010,Regular_Season,eFG_%,44.48
18936,Johan Petro,2011,Regular_Season,eFG_%,42.12
18937,Johan Petro,2012,Playoffs,eFG_%,51.85
18938,John Amaechi,1999,Regular_Season,eFG_%,43.79
18939,John Amaechi,2000,Regular_Season,eFG_%,40.03
18940,John Collins,2017,Regular_Season,eFG_%,59.08
18941,John Collins,2018,Regular_Season,eFG_%,59.27
18942,John Crotty,1999,Regular_Season,eFG_%,48.8
18943,John Henson,2013,Regular_Season,eFG_%,53.83
18944,John Henson,2014,Playoffs,eFG_%,58.54
18945,John Henson,2014,Regular_Season,eFG_%,56.65
18946,John Henson,2016,Regular_Season,eFG_%,51.46
18947,John Henson,2017,Regular_Season,eFG_%,57.27
18948,John Henson,2018,Regular_Season,eFG_%,54.48
18949,John Holland,2018,Regular_Season,eFG_%,
18950,John Lucas,2011,Playoffs,eFG_%,51.25
18951,John Salley,1999,Playoffs,eFG_%,38.46
18952,John Salmons,2002,Regular_Season,eFG_%,45.69
18953,John Salmons,2003,Regular_Season,eFG_%,44.71
18954,John Salmons,2005,Regular_Season,eFG_%,44.53
18955,John Salmons,2006,Regular_Season,eFG_%,49.61
18956,John Salmons,2007,Regular_Season,eFG_%,50.13
18957,John Salmons,2008,Playoffs,eFG_%,45.79
18958,John Salmons,2008,Regular_Season,eFG_%,52.97
18959,John Salmons,2009,Playoffs,eFG_%,42.2
18960,John Salmons,2009,Regular_Season,eFG_%,50.05
18961,John Salmons,2010,Regular_Season,eFG_%,46.16
18962,John Salmons,2012,Regular_Season,eFG_%,47.96
18963,John Salmons,2013,Playoffs,eFG_%,35.29
18964,John Salmons,2013,Regular_Season,eFG_%,43.95
18965,John Starks,2000,Regular_Season,eFG_%,44.46
18966,John Stockton,1999,Playoffs,eFG_%,50.0
18967,John Stockton,1999,Regular_Season,eFG_%,53.03
18968,John Stockton,2000,Playoffs,eFG_%,45.95
18969,John Stockton,2000,Regular_Season,eFG_%,55.07
18970,John Stockton,2001,Playoffs,eFG_%,47.5
18971,John Stockton,2001,Regular_Season,eFG_%,53.35
18972,John Stockton,2002,Playoffs,eFG_%,46.15
18973,John Stockton,2002,Regular_Season,eFG_%,50.55
18974,John Wall,2011,Regular_Season,eFG_%,42.45
18975,John Wall,2013,Playoffs,eFG_%,38.72
18976,John Wall,2013,Regular_Season,eFG_%,47.34
18977,John Wall,2014,Playoffs,eFG_%,40.45
18978,John Wall,2014,Regular_Season,eFG_%,47.3
18979,John Wall,2015,Regular_Season,eFG_%,46.66
18980,John Wall,2016,Playoffs,eFG_%,48.93
18981,John Wall,2016,Regular_Season,eFG_%,48.19
18982,John Wall,2017,Playoffs,eFG_%,45.67
18983,John Wall,2018,Regular_Season,eFG_%,49.0
18984,Johnny Newman,1999,Regular_Season,eFG_%,50.4
18985,Johnny Newman,2000,Regular_Season,eFG_%,46.12
18986,Jon Barry,1999,Playoffs,eFG_%,59.52
18987,Jon Barry,2001,Playoffs,eFG_%,61.48
18988,Jon Barry,2001,Regular_Season,eFG_%,60.33
18989,Jon Barry,2002,Playoffs,eFG_%,56.48
18990,Jon Barry,2002,Regular_Season,eFG_%,55.31
18991,Jon Barry,2003,Playoffs,eFG_%,39.58
18992,Jon Barry,2004,Playoffs,eFG_%,55.21
18993,Jon Barry,2004,Regular_Season,eFG_%,53.4
18994,Jon Leuer,2016,Regular_Season,eFG_%,51.78
18995,Jonah Bolden,2018,Playoffs,eFG_%,36.84
18996,Jonas Jerebko,2009,Regular_Season,eFG_%,51.08
18997,Jonas Jerebko,2011,Regular_Season,eFG_%,50.33
18998,Jonas Jerebko,2014,Playoffs,eFG_%,33.33
18999,Jonas Jerebko,2014,Regular_Season,eFG_%,51.72
19000,Jonas Jerebko,2015,Playoffs,eFG_%,55.43
19001,Jonas Jerebko,2015,Regular_Season,eFG_%,48.78
19002,Jonas Jerebko,2016,Playoffs,eFG_%,56.45
19003,Jonas Jerebko,2016,Regular_Season,eFG_%,52.1
19004,Jonas Jerebko,2017,Playoffs,eFG_%,44.74
19005,Jonas Jerebko,2017,Regular_Season,eFG_%,56.16
19006,Jonas Jerebko,2018,Playoffs,eFG_%,34.52
19007,Jonas Jerebko,2018,Regular_Season,eFG_%,55.63
19008,Jonas Valanciunas,2012,Regular_Season,eFG_%,55.59
19009,Jonas Valanciunas,2013,Playoffs,eFG_%,63.27
19010,Jonas Valanciunas,2013,Regular_Season,eFG_%,53.11
19011,Jonas Valanciunas,2014,Playoffs,eFG_%,50.0
19012,Jonas Valanciunas,2014,Regular_Season,eFG_%,57.21
19013,Jonas Valanciunas,2015,Playoffs,eFG_%,56.67
