,Player,Season,Stage,Assists_per_game
14907,Johan Petro,2011,Regular_Season,0.76
14908,Chris Duhon,2011,Regular_Season,2.4
14909,Mike Miller,2011,Regular_Season,1.08
14910,Shelvin Mack,2011,Regular_Season,2.05
14911,Dominic McGuire,2011,Regular_Season,1.72
14912,Vladimir Radmanovic,2011,Regular_Season,1.1
14913,Joel Anthony,2011,Regular_Season,0.14
14914,Lou Amundson,2011,Regular_Season,0.23
14915,Omer Asik,2011,Regular_Season,0.48
14916,Thabo Sefolosha,2011,Regular_Season,1.12
14917,Damien Wilkins,2011,Regular_Season,0.73
14918,James Anderson,2011,Regular_Season,0.8
14919,Troy Murphy,2011,Regular_Season,0.86
14920,James Jones,2011,Regular_Season,0.37
14921,Keyon Dooling,2011,Regular_Season,1.11
14922,Chuck Hayes,2011,Regular_Season,1.43
14923,Nazr Mohammed,2011,Regular_Season,0.22
14924,Greg Stiemsma,2011,Regular_Season,0.51
14925,Josh McRoberts,2011,Regular_Season,1.02
14926,Ryan Hollins,2011,Regular_Season,0.23
14927,Sasha Pavlovic,2011,Regular_Season,0.4
14928,Reggie Evans,2011,Regular_Season,0.3
14929,Ben Wallace,2011,Regular_Season,0.69
14930,LeBron James,2011,Playoffs,5.61
14931,Kevin Durant,2011,Playoffs,3.7
14932,Dwyane Wade,2011,Playoffs,4.35
14933,Russell Westbrook,2011,Playoffs,5.85
14934,Kevin Garnett,2011,Playoffs,1.5
14935,Paul Pierce,2011,Playoffs,3.1
14936,Kobe Bryant,2011,Playoffs,4.33
14937,Rajon Rondo,2011,Playoffs,11.95
14938,James Harden,2011,Playoffs,3.4
14939,Tony Parker,2011,Playoffs,6.79
14940,Mario Chalmers,2011,Playoffs,3.91
14941,Tim Duncan,2011,Playoffs,2.79
14942,Brandon Bass,2011,Playoffs,0.75
14943,Blake Griffin,2011,Playoffs,2.45
14944,Jrue Holiday,2011,Playoffs,5.15
14945,Manu Ginobili,2011,Playoffs,4.0
14946,Andrew Bynum,2011,Playoffs,1.5
14947,Chris Bosh,2011,Playoffs,0.57
14948,Serge Ibaka,2011,Playoffs,0.6
14949,Chris Paul,2011,Playoffs,7.91
14950,Ray Allen,2011,Playoffs,1.0
14951,Danny Granger,2011,Playoffs,2.45
14952,Andre Iguodala,2011,Playoffs,3.69
14953,David West,2011,Playoffs,2.0
14954,Shane Battier,2011,Playoffs,1.17
14955,Pau Gasol,2011,Playoffs,3.67
14956,Lou Williams,2011,Playoffs,3.0
14957,George Hill,2011,Playoffs,2.91
14958,Evan Turner,2011,Playoffs,2.46
14959,Carmelo Anthony,2011,Playoffs,2.2
14960,Ty Lawson,2011,Playoffs,6.0
14961,Rudy Gay,2011,Playoffs,1.43
14962,Roy Hibbert,2011,Playoffs,1.09
14963,Derek Fisher,2011,Playoffs,1.25
14964,Kawhi Leonard,2011,Playoffs,0.57
14965,Spencer Hawes,2011,Playoffs,1.62
14966,Mike Miller,2011,Playoffs,0.74
14967,Stephen Jackson,2011,Playoffs,1.71
14968,Ramon Sessions,2011,Playoffs,3.58
14969,Elton Brand,2011,Playoffs,0.54
14970,Paul George,2011,Playoffs,2.36
14971,Dirk Nowitzki,2011,Playoffs,1.75
14972,Udonis Haslem,2011,Playoffs,0.59
14973,Thabo Sefolosha,2011,Playoffs,1.3
14974,Marc Gasol,2011,Playoffs,3.14
14975,Mo Williams,2011,Playoffs,1.36
14976,Gary Neal,2011,Playoffs,1.36
14977,Danny Green,2011,Playoffs,1.07
14978,Joe Johnson,2011,Playoffs,3.5
14979,Thaddeus Young,2011,Playoffs,1.15
14980,Mike Conley,2011,Playoffs,7.14
14981,Darren Collison,2011,Playoffs,3.0
14982,Zach Randolph,2011,Playoffs,0.86
14983,Glen Davis,2011,Playoffs,0.8
14984,Kendrick Perkins,2011,Playoffs,0.65
14985,Danilo Gallinari,2011,Playoffs,2.43
14986,Nick Young,2011,Playoffs,0.27
14987,Boris Diaw,2011,Playoffs,2.5
14988,Eric Bledsoe,2011,Playoffs,2.09
14989,Caron Butler,2011,Playoffs,1.0
14990,Josh Smith,2011,Playoffs,4.8
14991,Luol Deng,2011,Playoffs,1.5
14992,Jeff Teague,2011,Playoffs,4.17
14993,Randy Foye,2011,Playoffs,1.55
14994,Carlos Boozer,2011,Playoffs,3.0
14995,Andre Miller,2011,Playoffs,6.0
14996,Jameer Nelson,2011,Playoffs,6.6
14997,Richard Hamilton,2011,Playoffs,3.0
14998,Tiago Splitter,2011,Playoffs,0.77
14999,Arron Afflalo,2011,Playoffs,2.71
15000,Lavoy Allen,2011,Playoffs,0.25
15001,Steve Blake,2011,Playoffs,2.25
15002,Kenneth Faried,2011,Playoffs,0.57
15003,Al Jefferson,2011,Playoffs,2.5
15004,Metta World Peace,2011,Playoffs,2.33
15005,Nick Collison,2011,Playoffs,0.95
15006,Mickael Pietrus,2011,Playoffs,0.1
15007,Al Harrington,2011,Playoffs,0.86
15008,Avery Bradley,2011,Playoffs,0.8
15009,Leandro Barbosa,2011,Playoffs,1.27
15010,O.J. Mayo,2011,Playoffs,2.14
15011,Amar'e Stoudemire,2011,Playoffs,0.75
15012,J.R. Smith,2011,Playoffs,2.2
15013,JaVale McGee,2011,Playoffs,0.71
15014,Corey Brewer,2011,Playoffs,0.86
15015,Jordan Hill,2011,Playoffs,0.08
15016,Taj Gibson,2011,Playoffs,0.67
15017,Jason Richardson,2011,Playoffs,1.0
15018,Keyon Dooling,2011,Playoffs,0.7
15019,Jason Terry,2011,Playoffs,3.75
15020,Joel Anthony,2011,Playoffs,0.12
15021,J.J. Redick,2011,Playoffs,3.2
15022,Devin Harris,2011,Playoffs,3.75
15023,James Jones,2011,Playoffs,0.1
15024,DeAndre Jordan,2011,Playoffs,0.36
15025,Kenyon Martin,2011,Playoffs,0.27
15026,Paul Millsap,2011,Playoffs,0.5
15027,Tony Allen,2011,Playoffs,0.71
15028,Tyler Hansbrough,2011,Playoffs,0.55
15029,Ryan Anderson,2011,Playoffs,0.8
15030,Derrick Favors,2011,Playoffs,0.5
15031,Marvin Williams,2011,Playoffs,0.83
15032,Shawn Marion,2011,Playoffs,1.0
15033,Jason Kidd,2011,Playoffs,6.0
15034,Al Horford,2011,Playoffs,2.67
15035,Marreese Speights,2011,Playoffs,0.29
15036,Joakim Noah,2011,Playoffs,3.0
15037,C.J. Watson,2011,Playoffs,5.5
15038,John Lucas,2011,Playoffs,1.8
15039,Hedo Turkoglu,2011,Playoffs,2.4
15040,Matt Barnes,2011,Playoffs,1.45
15041,DeJuan Blair,2011,Playoffs,0.2
15042,Devin Ebanks,2011,Playoffs,0.67
15043,Landry Fields,2011,Playoffs,1.4
15044,Daequan Cook,2011,Playoffs,0.25
15045,Jodie Meeks,2011,Playoffs,0.31
15046,Kirk Hinrich,2011,Playoffs,1.0
15047,Norris Cole,2011,Playoffs,0.63
15048,Reggie Evans,2011,Playoffs,0.09
15049,Quincy Pondexter,2011,Playoffs,0.29
15050,Vince Carter,2011,Playoffs,0.25
15051,Tyson Chandler,2011,Playoffs,0.8
15052,Matt Bonner,2011,Playoffs,0.69
15053,Baron Davis,2011,Playoffs,3.25
15054,Delonte West,2011,Playoffs,2.0
15055,Marquis Daniels,2011,Playoffs,0.2
15056,Ian Mahinmi,2011,Playoffs,0.0
15057,Gordon Hayward,2011,Playoffs,3.0
15058,Greg Stiemsma,2011,Playoffs,0.26
15059,Timofey Mozgov,2011,Playoffs,0.43
15060,Mike Bibby,2011,Playoffs,2.6
15061,Lou Amundson,2011,Playoffs,0.18
15062,Ryan Hollins,2011,Playoffs,0.47
15063,Alec Burks,2011,Playoffs,0.75
15064,Tracy McGrady,2011,Playoffs,1.0
15065,Ronny Turiaf,2011,Playoffs,0.08
15066,Kyle Korver,2011,Playoffs,1.5
15067,Earl Clark,2011,Playoffs,0.2
15068,Omer Asik,2011,Playoffs,1.33
15069,DeMarre Carroll,2011,Playoffs,0.75
15070,Nazr Mohammed,2011,Playoffs,0.12
15071,Josh Howard,2011,Playoffs,1.0
15072,Jamaal Tinsley,2011,Playoffs,3.0
15073,Brendan Haywood,2011,Playoffs,0.25
15074,Willie Green,2011,Playoffs,0.6
15075,Steve Novak,2011,Playoffs,0.0
15076,Quentin Richardson,2011,Playoffs,0.4
15077,Jason Collins,2011,Playoffs,0.0
15078,Ronnie Brewer,2011,Playoffs,1.8
15079,Chris Duhon,2011,Playoffs,1.8
18717,Kevin Durant,2012,Regular_Season,4.62
18718,Kobe Bryant,2012,Regular_Season,6.01
18719,LeBron James,2012,Regular_Season,7.25
18720,James Harden,2012,Regular_Season,5.83
18721,Carmelo Anthony,2012,Regular_Season,2.55
18722,Russell Westbrook,2012,Regular_Season,7.4
18723,Stephen Curry,2012,Regular_Season,6.91
18724,Monta Ellis,2012,Regular_Season,6.05
18725,Damian Lillard,2012,Regular_Season,6.48
18726,LaMarcus Aldridge,2012,Regular_Season,2.59
18727,DeMar DeRozan,2012,Regular_Season,2.49
18728,Deron Williams,2012,Regular_Season,7.74
18729,Dwyane Wade,2012,Regular_Season,5.1
18730,David Lee,2012,Regular_Season,3.53
18731,Kemba Walker,2012,Regular_Season,5.74
18732,J.R. Smith,2012,Regular_Season,2.72
18733,Blake Griffin,2012,Regular_Season,3.74
18734,Brook Lopez,2012,Regular_Season,0.95
18735,Paul Pierce,2012,Regular_Season,4.81
18736,Brandon Jennings,2012,Regular_Season,6.51
18737,Al Jefferson,2012,Regular_Season,2.1
18738,Jrue Holiday,2012,Regular_Season,8.01
18739,Paul George,2012,Regular_Season,4.14
18740,Rudy Gay,2012,Regular_Season,2.69
18741,Klay Thompson,2012,Regular_Season,2.23
18742,Tony Parker,2012,Regular_Season,7.56
18743,Josh Smith,2012,Regular_Season,4.22
18744,Ryan Anderson,2012,Regular_Season,1.2
18745,Greg Monroe,2012,Regular_Season,3.47
18746,Dwight Howard,2012,Regular_Season,1.42
18747,Al Horford,2012,Regular_Season,3.24
18748,Carlos Boozer,2012,Regular_Season,2.27
18749,DeMarcus Cousins,2012,Regular_Season,2.65
18750,O.J. Mayo,2012,Regular_Season,4.4
18751,Jamal Crawford,2012,Regular_Season,2.54
18752,David West,2012,Regular_Season,2.92
18753,Luol Deng,2012,Regular_Season,2.96
18754,Chris Bosh,2012,Regular_Season,1.66
18755,Tim Duncan,2012,Regular_Season,2.67
18756,Ty Lawson,2012,Regular_Season,6.86
18757,Chris Paul,2012,Regular_Season,9.69
18758,Chandler Parsons,2012,Regular_Season,3.54
18759,Joe Johnson,2012,Regular_Season,3.51
18760,Zach Randolph,2012,Regular_Season,1.42
18761,Mike Conley,2012,Regular_Season,6.09
18762,Jeff Teague,2012,Regular_Season,7.24
18763,Danilo Gallinari,2012,Regular_Season,2.48
18764,Paul Millsap,2012,Regular_Season,2.58
18765,Goran Dragic,2012,Regular_Season,7.39
18766,Marc Gasol,2012,Regular_Season,3.98
18767,Thaddeus Young,2012,Regular_Season,1.64
18768,Isaiah Thomas,2012,Regular_Season,4.0
18769,J.J. Redick,2012,Regular_Season,3.79
18770,Jeremy Lin,2012,Regular_Season,6.06
18771,Evan Turner,2012,Regular_Season,4.32
18772,Vince Carter,2012,Regular_Season,2.4
18773,Greivis Vasquez,2012,Regular_Season,9.03
18774,Kevin Martin,2012,Regular_Season,1.38
18775,George Hill,2012,Regular_Season,4.67
18776,Nate Robinson,2012,Regular_Season,4.37
18777,Serge Ibaka,2012,Regular_Season,0.54
18778,Luis Scola,2012,Regular_Season,2.22
18779,Nicolas Batum,2012,Regular_Season,4.93
18780,Andre Iguodala,2012,Regular_Season,5.41
18781,Jeff Green,2012,Regular_Season,1.58
18782,Jarrett Jack,2012,Regular_Season,5.56
18783,J.J. Hickson,2012,Regular_Season,1.1
18784,Gordon Hayward,2012,Regular_Season,2.96
18785,Nikola Vucevic,2012,Regular_Season,1.86
18786,Kevin Garnett,2012,Regular_Season,2.34
18787,Brandon Knight,2012,Regular_Season,4.04
18788,Corey Brewer,2012,Regular_Season,1.51
18789,Darren Collison,2012,Regular_Season,5.12
18790,Ersan Ilyasova,2012,Regular_Season,1.6
18791,Tristan Thompson,2012,Regular_Season,1.32
18792,Raymond Felton,2012,Regular_Season,5.47
18793,Luke Ridnour,2012,Regular_Season,3.79
18794,Roy Hibbert,2012,Regular_Season,1.43
18795,Derrick Williams,2012,Regular_Season,0.59
18796,Robin Lopez,2012,Regular_Season,0.78
18797,Metta World Peace,2012,Regular_Season,1.49
18798,Kenneth Faried,2012,Regular_Season,0.96
18799,Marcus Thornton,2012,Regular_Season,1.26
18800,Spencer Hawes,2012,Regular_Season,2.23
18801,Jason Thompson,2012,Regular_Season,1.02
18802,Randy Foye,2012,Regular_Season,2.04
18803,Rodney Stuckey,2012,Regular_Season,3.55
18804,Ramon Sessions,2012,Regular_Season,3.77
18805,Carl Landry,2012,Regular_Season,0.8
18806,Martell Webster,2012,Regular_Season,1.88
18807,Ray Allen,2012,Regular_Season,1.71
18808,Jared Dudley,2012,Regular_Season,2.57
18809,Tayshaun Prince,2012,Regular_Season,2.39
18810,Andray Blatche,2012,Regular_Season,1.04
18811,Alonzo Gee,2012,Regular_Season,1.62
18812,Ben Gordon,2012,Regular_Season,1.88
18813,Tiago Splitter,2012,Regular_Season,1.6
18814,Danny Green,2012,Regular_Season,1.76
18815,J.J. Barea,2012,Regular_Season,3.97
18816,Omer Asik,2012,Regular_Season,0.91
18817,Jose Calderon,2012,Regular_Season,7.1
18818,Matt Barnes,2012,Regular_Season,1.54
18819,Jordan Crawford,2012,Regular_Season,3.21
18820,Amir Johnson,2012,Regular_Season,1.51
18821,Caron Butler,2012,Regular_Season,1.0
18822,Shawn Marion,2012,Regular_Season,2.43
18823,Kyle Korver,2012,Regular_Season,1.97
18824,Jason Terry,2012,Regular_Season,2.51
18825,Andrei Kirilenko,2012,Regular_Season,2.77
18826,Andre Miller,2012,Regular_Season,5.9
18827,Mike Dunleavy,2012,Regular_Season,1.93
18828,Joakim Noah,2012,Regular_Season,3.97
18829,Emeka Okafor,2012,Regular_Season,1.18
18830,Michael Beasley,2012,Regular_Season,1.48
18831,Harrison Barnes,2012,Regular_Season,1.21
18832,Patrick Patterson,2012,Regular_Season,1.14
18833,Dorell Wright,2012,Regular_Season,1.9
18834,Derrick Favors,2012,Regular_Season,0.97
18835,DeAndre Jordan,2012,Regular_Season,0.34
18836,Kevin Seraphin,2012,Regular_Season,0.72
18837,Kyle Singler,2012,Regular_Season,0.94
18838,JaVale McGee,2012,Regular_Season,0.3
18839,Antawn Jamison,2012,Regular_Season,0.66
18840,Carlos Delfino,2012,Regular_Season,2.01
18841,Jimmy Butler,2012,Regular_Season,1.4
18842,Manu Ginobili,2012,Regular_Season,4.57
18843,Tony Allen,2012,Regular_Season,1.24
18844,Michael Kidd-Gilchrist,2012,Regular_Season,1.5
18845,Marco Belinelli,2012,Regular_Season,2.03
18846,Brandon Bass,2012,Regular_Season,1.04
18847,Larry Sanders,2012,Regular_Season,1.17
18848,Dante Cunningham,2012,Regular_Season,0.84
18849,Chris Kaman,2012,Regular_Season,0.77
18850,Jerryd Bayless,2012,Regular_Season,3.3
18851,Tyson Chandler,2012,Regular_Season,0.94
18852,Kawhi Leonard,2012,Regular_Season,1.6
18853,Lance Stephenson,2012,Regular_Season,2.86
18854,John Salmons,2012,Regular_Season,2.97
18855,Markieff Morris,2012,Regular_Season,1.32
18856,Mario Chalmers,2012,Regular_Season,3.55
18857,Alexey Shved,2012,Regular_Season,3.71
18858,Marreese Speights,2012,Regular_Season,0.59
18859,Kosta Koufos,2012,Regular_Season,0.4
18860,Gary Neal,2012,Regular_Season,1.9
18861,Eric Bledsoe,2012,Regular_Season,3.07
18862,Will Bynum,2012,Regular_Season,3.55
18863,Maurice Harkless,2012,Regular_Season,0.66
18864,Ed Davis,2012,Regular_Season,0.78
18865,Jodie Meeks,2012,Regular_Season,0.88
18866,Wayne Ellington,2012,Regular_Season,1.33
18867,Thabo Sefolosha,2012,Regular_Season,1.54
18868,Courtney Lee,2012,Regular_Season,1.83
18869,Tyler Zeller,2012,Regular_Season,1.25
18870,Marcus Morris,2012,Regular_Season,0.81
18871,E'Twaun Moore,2012,Regular_Season,2.75
18872,Andrew Nicholson,2012,Regular_Season,0.59
18873,Tyler Hansbrough,2012,Regular_Season,0.44
18874,Al-Farouq Aminu,2012,Regular_Season,1.36
18875,Brian Roberts,2012,Regular_Season,2.81
18876,Jonas Valanciunas,2012,Regular_Season,0.73
18877,C.J. Watson,2012,Regular_Season,2.01
18878,Beno Udrih,2012,Regular_Season,4.58
18879,Steve Novak,2012,Regular_Season,0.43
18880,Toney Douglas,2012,Regular_Season,2.13
18881,Gerald Wallace,2012,Regular_Season,2.62
18882,Marvin Williams,2012,Regular_Season,1.05
18883,Elton Brand,2012,Regular_Season,0.97
18884,Taj Gibson,2012,Regular_Season,0.94
18885,P.J. Tucker,2012,Regular_Season,1.38
18886,Enes Kanter,2012,Regular_Season,0.44
18887,Jason Maxiell,2012,Regular_Season,0.75
18888,Shane Battier,2012,Regular_Season,1.0
18889,Jeffery Taylor,2012,Regular_Season,0.82
18890,Terrence Ross,2012,Regular_Season,0.73
18891,Kirk Hinrich,2012,Regular_Season,5.23
18892,Jason Kidd,2012,Regular_Season,3.28
18893,Lavoy Allen,2012,Regular_Season,0.92
18894,Ivan Johnson,2012,Regular_Season,0.67
18895,Alec Burks,2012,Regular_Season,1.44
18896,Willie Green,2012,Regular_Season,0.76
18897,Norris Cole,2012,Regular_Season,2.05
18898,Boris Diaw,2012,Regular_Season,2.4
18899,Earl Clark,2012,Regular_Season,1.1
18900,Greg Smith,2012,Regular_Season,0.36
18901,Gerald Green,2012,Regular_Season,0.83
18902,Nick Collison,2012,Regular_Season,1.49
18903,Ian Mahinmi,2012,Regular_Season,0.34
18904,Josh McRoberts,2012,Regular_Season,2.1
18905,MarShon Brooks,2012,Regular_Season,1.04
18906,DeMarre Carroll,2012,Regular_Season,0.92
18907,Jae Crowder,2012,Regular_Season,1.21
18908,Bismack Biyombo,2012,Regular_Season,0.44
18909,Austin Rivers,2012,Regular_Season,2.08
18910,Kris Humphries,2012,Regular_Season,0.49
18911,Quincy Pondexter,2012,Regular_Season,1.03
18912,Reggie Jackson,2012,Regular_Season,1.74
18913,Roger Mason,2012,Regular_Season,1.07
18914,Reggie Evans,2012,Regular_Season,0.54
18915,Darrell Arthur,2012,Regular_Season,0.56
18916,D.J. Augustin,2012,Regular_Season,2.24
18917,Thomas Robinson,2012,Regular_Season,0.66
18918,Lamar Odom,2012,Regular_Season,1.73
18919,Kendrick Perkins,2012,Regular_Season,1.42
18920,DeJuan Blair,2012,Regular_Season,0.74
18921,Ekpe Udoh,2012,Regular_Season,0.57
18922,Francisco Garcia,2012,Regular_Season,1.09
18923,Keith Bogans,2012,Regular_Season,1.03
18924,Greg Stiemsma,2012,Regular_Season,0.39
18925,Will Barton,2012,Regular_Season,0.79
18926,Udonis Haslem,2012,Regular_Season,0.51
18927,Matt Bonner,2012,Regular_Season,0.53
18928,Mike Miller,2012,Regular_Season,1.68
18929,Nando De Colo,2012,Regular_Season,1.92
18930,Pablo Prigioni,2012,Regular_Season,3.03
18931,Dahntay Jones,2012,Regular_Season,0.62
18932,Draymond Green,2012,Regular_Season,0.67
18933,Gustavo Ayon,2012,Regular_Season,1.29
18934,Chuck Hayes,2012,Regular_Season,1.51
18935,Festus Ezeli,2012,Regular_Season,0.28
18936,Nazr Mohammed,2012,Regular_Season,0.41
18937,Hasheem Thabeet,2012,Regular_Season,0.17
18938,Sam Young,2012,Regular_Season,0.75
18939,Lance Thomas,2012,Regular_Season,0.29
18940,Kent Bazemore,2012,Regular_Season,0.36
18941,Ronny Turiaf,2012,Regular_Season,0.54
18942,Joel Anthony,2012,Regular_Season,0.21
18943,LeBron James,2012,Playoffs,6.61
18944,Tony Parker,2012,Playoffs,6.95
18945,Tim Duncan,2012,Playoffs,1.9
18946,Paul George,2012,Playoffs,5.05
18947,Dwyane Wade,2012,Playoffs,4.77
18948,Carmelo Anthony,2012,Playoffs,1.58
18949,Kevin Durant,2012,Playoffs,6.27
18950,Roy Hibbert,2012,Playoffs,1.37
18951,David West,2012,Playoffs,2.05
18952,Kawhi Leonard,2012,Playoffs,1.05
18953,Stephen Curry,2012,Playoffs,8.08
18954,Chris Bosh,2012,Playoffs,1.48
18955,George Hill,2012,Playoffs,4.28
18956,Zach Randolph,2012,Playoffs,1.6
18957,Marc Gasol,2012,Playoffs,3.2
18958,Mike Conley,2012,Playoffs,7.13
18959,Manu Ginobili,2012,Playoffs,5.0
18960,Ray Allen,2012,Playoffs,1.26
18961,Danny Green,2012,Playoffs,1.52
18962,Mario Chalmers,2012,Playoffs,3.09
18963,Jarrett Jack,2012,Playoffs,4.67
18964,Carlos Boozer,2012,Playoffs,1.5
18965,Nate Robinson,2012,Playoffs,4.42
18966,Harrison Barnes,2012,Playoffs,1.25
18967,Klay Thompson,2012,Playoffs,1.83
18968,Lance Stephenson,2012,Playoffs,3.32
18969,Raymond Felton,2012,Playoffs,4.67
18970,Jimmy Butler,2012,Playoffs,2.67
18971,James Harden,2012,Playoffs,4.5
18972,J.R. Smith,2012,Playoffs,1.36
18973,Brook Lopez,2012,Playoffs,1.43
18974,Tony Allen,2012,Playoffs,1.8
18975,Kevin Martin,2012,Playoffs,1.27
18976,Reggie Jackson,2012,Playoffs,3.64
18977,Deron Williams,2012,Playoffs,8.43
18978,Gary Neal,2012,Playoffs,0.71
18979,Carl Landry,2012,Playoffs,1.42
18980,Serge Ibaka,2012,Playoffs,0.73
18981,Jerryd Bayless,2012,Playoffs,2.13
18982,Chris Paul,2012,Playoffs,6.33
18983,Quincy Pondexter,2012,Playoffs,0.73
18984,Marco Belinelli,2012,Playoffs,2.58
18985,Joakim Noah,2012,Playoffs,2.33
18986,Norris Cole,2012,Playoffs,2.0
18987,Chris Andersen,2012,Playoffs,0.15
18988,Ty Lawson,2012,Playoffs,8.0
18989,Jeff Green,2012,Playoffs,2.33
18990,Tiago Splitter,2012,Playoffs,1.21
18991,Paul Pierce,2012,Playoffs,5.33
18992,Iman Shumpert,2012,Playoffs,1.33
18993,Udonis Haslem,2012,Playoffs,0.27
18994,Chandler Parsons,2012,Playoffs,3.67
18995,Andre Iguodala,2012,Playoffs,5.33
18996,Tayshaun Prince,2012,Playoffs,1.93
18997,Joe Johnson,2012,Playoffs,2.71
18998,Shane Battier,2012,Playoffs,0.55
18999,Josh Smith,2012,Playoffs,3.5
19000,Al Horford,2012,Playoffs,3.0
19001,D.J. Augustin,2012,Playoffs,0.68
19002,Derek Fisher,2012,Playoffs,0.73
19003,Andrew Bogut,2012,Playoffs,1.83
19004,Gerald Wallace,2012,Playoffs,2.43
19005,Andre Miller,2012,Playoffs,3.83
19006,Matt Bonner,2012,Playoffs,0.3
19007,Jeff Teague,2012,Playoffs,5.0
19008,Blake Griffin,2012,Playoffs,2.5
19009,Tyler Hansbrough,2012,Playoffs,0.26
19010,Taj Gibson,2012,Playoffs,0.33
19011,Kevin Garnett,2012,Playoffs,3.5
19012,Omer Asik,2012,Playoffs,0.5
19013,Andray Blatche,2012,Playoffs,1.29
19014,Jason Terry,2012,Playoffs,2.0
19015,Wilson Chandler,2012,Playoffs,1.33
19016,Patrick Beverley,2012,Playoffs,2.83
19017,Matt Barnes,2012,Playoffs,0.5
19018,Draymond Green,2012,Playoffs,1.58
19019,Kenyon Martin,2012,Playoffs,0.92
19020,Luol Deng,2012,Playoffs,3.8
19021,Tyson Chandler,2012,Playoffs,0.33
19022,Dwight Howard,2012,Playoffs,1.0
19023,Devin Harris,2012,Playoffs,3.67
19024,Boris Diaw,2012,Playoffs,1.75
19025,Jamal Crawford,2012,Playoffs,1.67
19026,Corey Brewer,2012,Playoffs,1.17
19027,Francisco Garcia,2012,Playoffs,1.5
19028,Thabo Sefolosha,2012,Playoffs,2.09
19029,Kyle Korver,2012,Playoffs,0.67
19030,C.J. Watson,2012,Playoffs,1.86
19031,Cory Joseph,2012,Playoffs,1.2
19032,Mike Miller,2012,Playoffs,0.88
19033,Darrell Arthur,2012,Playoffs,0.4
19034,Monta Ellis,2012,Playoffs,5.5
19035,Pau Gasol,2012,Playoffs,6.5
19036,Nick Collison,2012,Playoffs,1.09
19037,Gerald Green,2012,Playoffs,0.33
19038,Brandon Jennings,2012,Playoffs,4.0
19039,Kenneth Faried,2012,Playoffs,0.2
19040,Caron Butler,2012,Playoffs,0.0
19041,Pablo Prigioni,2012,Playoffs,3.18
19042,Mike Dunleavy,2012,Playoffs,2.0
19043,DeJuan Blair,2012,Playoffs,0.58
19044,Nazr Mohammed,2012,Playoffs,0.33
19045,Ersan Ilyasova,2012,Playoffs,1.75
19046,Kirk Hinrich,2012,Playoffs,5.75
19047,Carlos Delfino,2012,Playoffs,2.0
19048,Larry Sanders,2012,Playoffs,1.25
19049,JaVale McGee,2012,Playoffs,0.0
19050,Darius Morris,2012,Playoffs,3.0
19051,Brandon Bass,2012,Playoffs,1.17
19052,Avery Bradley,2012,Playoffs,1.33
19053,Eric Bledsoe,2012,Playoffs,3.0
19054,Chris Copeland,2012,Playoffs,0.11
19055,Chauncey Billups,2012,Playoffs,1.0
19056,Ivan Johnson,2012,Playoffs,0.5
19057,Andrew Goudelock,2012,Playoffs,1.0
19058,Luc Mbah a Moute,2012,Playoffs,1.75
19059,Reggie Evans,2012,Playoffs,0.86
19060,Kris Humphries,2012,Playoffs,0.14
19061,David Lee,2012,Playoffs,0.83
19062,Lamar Odom,2012,Playoffs,1.83
19063,Aaron Brooks,2012,Playoffs,1.83
19064,Ian Mahinmi,2012,Playoffs,0.06
19065,Johan Petro,2012,Playoffs,0.67
19066,Antawn Jamison,2012,Playoffs,0.25
19067,J.J. Redick,2012,Playoffs,1.25
19068,Keyon Dooling,2012,Playoffs,0.29
19069,Sam Young,2012,Playoffs,0.27
19070,Richard Hamilton,2012,Playoffs,1.25
19071,Festus Ezeli,2012,Playoffs,0.17
19072,Anthony Tolliver,2012,Playoffs,0.17
19073,Kendrick Perkins,2012,Playoffs,0.64
19074,DeAndre Jordan,2012,Playoffs,0.17
19075,Kosta Koufos,2012,Playoffs,0.5
19076,Metta World Peace,2012,Playoffs,1.67
19077,Jeff Ayres,2012,Playoffs,0.11
19078,Jeremy Lin,2012,Playoffs,2.0
19079,Earl Clark,2012,Playoffs,0.25
19080,Jason Kidd,2012,Playoffs,2.0
19081,Marquis Teague,2012,Playoffs,1.5
19082,DeAndre Liggins,2012,Playoffs,0.5
19083,Joel Anthony,2012,Playoffs,0.0
22840,Kevin Durant,2013,Regular_Season,5.49
22841,Carmelo Anthony,2013,Regular_Season,3.14
22842,LeBron James,2013,Regular_Season,6.34
22843,Kevin Love,2013,Regular_Season,4.43
22844,Blake Griffin,2013,Regular_Season,3.86
22845,Stephen Curry,2013,Regular_Season,8.54
22846,James Harden,2013,Regular_Season,6.11
22847,DeMar DeRozan,2013,Regular_Season,3.96
22848,Paul George,2013,Regular_Season,3.54
22849,Dirk Nowitzki,2013,Regular_Season,2.7
22850,Damian Lillard,2013,Regular_Season,5.57
22851,DeMarcus Cousins,2013,Regular_Season,2.92
22852,LaMarcus Aldridge,2013,Regular_Season,2.58
22853,Al Jefferson,2013,Regular_Season,2.12
22854,John Wall,2013,Regular_Season,8.79
22855,Monta Ellis,2013,Regular_Season,5.74
22856,Goran Dragic,2013,Regular_Season,5.88
22857,Klay Thompson,2013,Regular_Season,2.23
22858,Kyrie Irving,2013,Regular_Season,6.1
22859,Isaiah Thomas,2013,Regular_Season,6.31
22860,Rudy Gay,2013,Regular_Season,2.86
22861,Kyle Lowry,2013,Regular_Season,7.42
22862,Thaddeus Young,2013,Regular_Season,2.3
