"poi_name","open_days","Total_hours","Rating","Total_Review","Index","id","lat","lon","type","city","city_id"
"Museum of Original Costume The",0.661538461538462,0.268084319526627,0.643895348837209,0.0598102565722952,0.408332096618648,6731,"49.25732755","-123.1366058","museum","Vancouver",5915022
"Port Coquitlam Heritage & Cultural Society",0.661538461538462,0.268084319526627,0.6875,0.00181159420289855,0.404733593816997,7497,"..","..","museum","Coquitlam",5915034
"Rennie Collection At Wing Sang",0.661538461538462,0.268084319526627,0.6875,0.00690670289855072,0.40600737099091,7756,"49.2806995","-123.1031317","museum","Vancouver",5915022
"Samson V Maritime Museum",0.661538461538462,0.268084319526627,0.625,0.00226449275362319,0.389221818454678,8095,"49.2009132","-122.9278272","museum","New Westminster",5915029
"Samson V Museum",0.661538461538462,0.268084319526627,0.625,0.00226449275362319,0.389221818454678,8096,"49.19955079","-122.9117624","museum","New Westminster",5915029
"Seaforth Highlanders of Canada Regimental Museum And Archives",0.661538461538462,0.268084319526627,0.875,0.00101902173913043,0.451410450701055,8182,"49.27113215","-123.1448866","museum","Vancouver",5915022
"Steveston Museum And Visitor Centre",0.661538461538462,0.268084319526627,0.625,0.00147192028985507,0.389023675338736,8614,"49.1253077","-123.182869","museum","Richmond",5915015
"Surrey Museum & Archives",0.661538461538462,0.268084319526627,0.625,0.00735960144927536,0.390495595628591,8719,"49.1049308","-122.7318198","museum","Surrey",5915004
"The Apartment",0.661538461538462,0.268084319526627,0.375,0.000226449275362319,0.326212307585113,8913,"49.2804859","-123.1015866","museum","Vancouver",5915022
"Underwater Archaeological Society of British Columbia",0.661538461538462,0.268084319526627,0.643895348837209,0.0598102565722952,0.408332096618648,9244,"49.277482","-123.1477655","museum","Vancouver",5915022
"Unit/Pitt Projects",0.661538461538462,0.268084319526627,0.643895348837209,0.0598102565722952,0.408332096618648,9252,"49.280103","-123.098813","museum","Vancouver",5915022
"University of Bc: Charles Woodward Memorial Room",0.661538461538462,0.268084319526627,0.25,0.000792572463768116,0.295103838382214,9269,"49.2645689","-123.2476074","museum","Greater Vancouver A",5915020
"Vancouver Naval Museum",0.661538461538462,0.268084319526627,0.75,0.00464221014492754,0.421066247802504,9356,"49.2949211","-123.1485038","museum","Vancouver",5915022
"Vancouver Police Museum",0.661538461538462,0.268084319526627,0.5,0.0460824275362319,0.36892630215033,9359,"49.282247","-123.0987999","museum","Vancouver",5915022
