id,employment_proximity
59150035016,0.0112
59150036001,0.0262
59150036002,0.0281
59150036003,0.0271
59150036004,0.0292
59150036005,0.028
59150036006,0.0276
59150036007,0.0274
59150037001,0.0335
59150037002,0.0326
59150037003,0.0308
59150037004,0.0307
59150037005,0.0294
59150037006,0.0322
59150037007,0.0321
59150038001,0.0395
59150038002,0.0434
59150038003,0.0483
59150038004,0.0515
59150038005,0.0503
59150039001,0.0488
59150039002,0.0514
59150039003,0.0555
59150039004,0.0624
59150039005,0.0557
59150039006,0.0499
59150039007,0.0499
59150040003,0.0605
59150040004,0.0684
59150040005,0.0745
59150040006,0.0714
59150040009,0.0708
59150041004,0.0673
59150041006,0.0579
59150042001,0.0644
59150042002,0.0705
59150042006,0.0774
59150042007,0.072
59150042008,0.0853
59150042011,0.0705
59150043004,0.0863
59150044001,0.0899
59150044002,0.0864
59150044003,0.0914
59150045001,0.0837
59150045002,0.0946
59150045003,0.1022
59150045004,0.0921
59150046001,0.0804
59150046002,0.0904
59150047001,0.0787
59150047002,0.072
59150047003,0.0757
59150048002,0.0698
59150048003,0.0729
59150048004,0.0759
59150048005,0.0792
59150048006,0.0697
59150048007,0.0697
59150048010,0.0746
59150049001,0.0623
59150049002,0.064
59150049003,0.0671
59150049004,0.0641
59150049008,0.0645
59150049010,0.059
59150049011,0.0578
59150049012,0.068
59150049013,0.0627
59150050002,0.0556
59150050003,0.0583
59150050004,0.0593
59150050005,0.0553
59150050006,0.0713
59150050007,0.0724
59150050008,0.0714
59150050010,0.0642
59150051001,0.065
59150051002,0.065
59150051003,0.0737
59150051004,0.0577
59150051005,0.0725
59150051006,0.0774
59150051009,0.0733
59150051010,0.076
59150052001,0.0711
59150052002,0.0726
59150052003,0.0736
59150052004,0.0736
59150052009,0.0755
59150052010,0.078
59150052011,0.0199
59150053001,0.0687
59150053003,0.0692
59150053004,0.0767
59150053005,0.0734
59150053006,0.0716
59150054001,0.0743
59150054002,0.083
59150054003,0.0795
59150054005,0.0762
59150054009,0.1089
59150054010,0.0938
59150055001,0.0807
59150055002,0.0838
59150055006,0.0806
59150055009,0.0778
59150055010,0.0788
59150055011,0.0866
59150055013,0.0781
59150055014,0.0792
59150056001,0.0954
59150056002,0.0953
59150056003,0.0868
59150056004,0.0968
59150056006,0.0931
59150056007,0.0831
59150056009,0.0961
59150056011,0.094
59150056012,0.088
59150056015,0.0791
59150056016,0.0944
59150056017,0.0726
59150056019,0.0879
59150056020,0.0948
59150056022,0.0956
59150056024,0.0856
59150056025,0.0887
59150056026,0.1213
59150056027,0.0744
59150059001,0.0945
59150059002,0.0987
59150059009,0.0968
59150059010,0.0921
59150059013,0.1126
59150059014,0.107
59150062003,0.0906
59150064001,0.0902
59150064002,0.0929
59150064003,0.0929
59150064004,0.102
59150064005,0.0902
59150064006,0.102
59150064007,0.1091
59150064008,0.1063
59150064009,0.1148
59150067007,0.1001
59150067008,0.1108
59150067009,0.1064
59150068004,0.105
59150068005,0.0922
59150069003,0.1049
59150069004,0.0924
59150069005,0.0989
59150070001,0.0951
59150070002,0.0939
59150070003,0.0938
59150070004,0.0936
59150070005,0.0835
59150070006,0.0844
59150070007,0.0844
59150070008,0.0861
59150070009,0.0891
59150071001,0.0934
59150071002,0.0836
59150071003,F
59150071004,0.0862
59150071012,0.1073
59150071013,0.1078
59150071020,0.0834
59150071021,0.085
59150071023,0.0993
59150071026,0.1017
59150071031,0.1038
59150071032,0.1021
59150071033,0.0974
59150071034,0.1012
59150071035,0.0892
59150072001,0.072
59150072002,0.0727
59150072003,0.0778
59150072004,0.1042
59150072005,0.0872
59150072006,0.1052
59150072007,0.1071
59150072008,0.1038
59150072011,0.112
59150072012,0.1092
59150073001,0.08
59150073002,0.0868
59150073003,0.1016
59150073004,0.0842
59150073005,0.0902
59150073006,0.0922
59150073007,0.1005
59150074001,0.0913
59150074002,0.0966
59150075003,0.0701
59150075004,0.0673
59150075005,0.0701
59150075006,0.0808
59150075007,0.0828
59150075008,0.0834
59150075009,0.0818
59150075010,0.087
59150075011,0.0727
59150076001,0.0642
59150076002,0.0702
59150076006,0.0415
59150076007,0.0796
59150077001,0.0768
59150077002,0.082
59150077003,0.0855
59150077005,0.0868
59150077006,0.0863
59150077007,0.0852
59150077008,0.0821
59150078005,0.0804
59150078007,0.0582
59150078008,0.1054
59150078009,0.0916
59150079001,0.0721
59150079002,0.0748
59150079003,0.0718
59150079004,0.0688
59150080003,0.0855
59150080004,0.0922
59150080005,0.0906
59150081001,0.0813
59150081005,0.0887
59150081006,0.0791
59150081007,0.09
59150081008,0.0952
59150081009,0.0926
59150081010,0.0906
59150081011,0.0892
59150082001,0.0815
59150082002,0.0921
59150083001,0.0789
59150083002,0.0863
59150084001,0.0986
59150084002,0.0965
59150085001,0.1003
59150085002,0.0959
59150086002,0.0833
59150086003,0.0899
59150086004,0.0884
59150087001,0.0829
59150088001,0.074
59150089001,0.0706
59150089002,0.0643
59150089003,0.0662
59150090001,0.07
59150090002,0.0701
59150090003,0.0627
59150090004,0.0609
59150091001,0.0776
59150091002,0.0786
59150092001,0.0757
59150092002,0.0729
59150093001,0.0624
59150093002,0.0695
59150094001,0.0728
59150094002,0.0814
59150094003,0.0749
59150095001,0.064
59150095002,0.0604
59150095003,0.0617
59150095004,0.0659
59150095005,0.0679
59150096001,0.0645
59150096002,0.0737
59150096003,F
59150096004,0.0665
59150096005,0.0659
59150096006,0.067
59150096007,0.0671
59150097001,0.0505
59150097002,0.0549
59150097003,0.0533
59150097004,0.0524
59150097007,0.0516
59150097008,0.055
59150097009,0.0565
59150097010,0.0527
59150098003,0.0404
59150098004,0.0495
59150099001,0.0503
59150099004,0.0611
59150100001,0.0522
59150100002,0.0522
59150100003,0.0502
59150100004,0.0514
59150100005,0.0524
59150100006,0.0531
59150100007,0.0497
59150101001,0.0417
59150101002,0.0434
59150101003,0.0487
59150101004,0.0483
59150102002,0.0445
59150102003,0.0444
59150102004,0.0515
59150103001,0.033
59150103003,0.0554
59150103004,0.0568
59150103005,0.0559
59150103006,0.0565
59150103008,0.033
59150104001,0.0345
59150104002,0.0355
59150104003,0.0374
59150104004,0.0381
59150104005,0.0383
59150104006,0.0401
59150104007,0.0428
59150104008,0.0452
59150105001,0.0343
59150105002,0.0378
59150105003,0.0444
59150105004,0.0451
59150105005,0.0491
59150105006,0.0542
59150105007,0.0539
59150105008,0.0454
59150105009,0.0433
59150105010,0.0384
59150106001,0.0281
59150106003,0.0597
59150106004,0.0693
59150106005,0.0639
59150106006,0.0557
59150106008,0.0272
59150107001,0.061
59150107002,0.051
59150107003,0.0568
59150108001,0.0644
59150109001,0.0656
59150109002,0.0729
59150109003,0.0673
59150109004,0.0677
59150109005,0.0708
59150109006,0.0704
59150110001,0.073
59150110004,0.0717
59150110005,0.0722
59150111002,0.0709
59150111003,0.0633
59150111004,0.0607
59150111007,0.0791
59150112001,0.0729
59150112002,0.0735
59150112003,0.0727
59150112004,0.0773
59150112005,0.0773
59150112006,0.0748
59150112007,0.0645
59150112008,0.0676
59150112009,0.0607
59150112010,0.0501
59150112012,0.072
59150112014,0.0643
59150112017,0.062
59150113002,0.0803
59150113005,0.0789
59150114001,0.0754
59150114002,0.0756
59150114003,0.0764
59150114004,0.077
59150114005,0.0793
59150114006,0.08
59150114007,0.0773
59150115001,0.0791
59150115003,F
59150115004,0.08
59150115005,0.0763
59150115007,0.0782
59150116001,0.0758
59150116002,0.0776
59150116003,0.0751
59150116004,0.0732
59150116005,0.0419
59150116006,0.0536
59150116007,0.0779
59150116008,0.0775
59150117001,0.0671
59150117002,0.0724
59150117003,0.0733
59150117004,0.0659
59150117005,0.0739
59150117006,0.0637
59150117007,0.0626
59150117008,0.0613
59150117009,0.0516
59150117010,0.054
59150117011,0.0485
59150117012,0.0634
59150118001,0.0471
59150118002,0.0512
59150118003,0.0537
59150119001,0.0398
59150119003,0.0394
59150119004,0.0551
59150119005,0.0537
59150120001,0.0271
59150120002,0.0531
59150120003,0.0286
59150121002,0.029
59150121004,0.0305
59150121005,0.0299
59150121006,0.0338
59150122001,0.0356
59150122002,0.0344
59150122003,0.0317
59150122004,0.0328
59150122005,0.0326
59150123001,0.0289
59150123003,0.0326
59150123004,0.0326
59150123006,0.0291
59150123007,0.0323
59150123008,0.0311
59150124001,0.0316
59150124002,0.0303
59150124003,0.0306
59150124004,0.0318
59150124005,0.032
59150124006,0.0314
59150124007,0.0307
59150124008,0.0308
59150124009,0.0331
59150124010,0.0308
59150124011,0.0304
59150124012,0.0326
59150125001,0.0288
59150125002,0.0302
59150125003,0.0322
59150125004,0.0321
59150125005,0.0308
59150126001,0.0327
59150126002,0.0335
59150126003,0.0342
59150126004,0.0339
59150126005,0.0329
59150126006,0.0314
59150126007,0.032
59150126008,0.0329
59150126009,0.0334
59150127001,0.0298
59150127003,0.0302
59150127004,0.0324
59150127005,0.0328
59150127006,0.0303
59150127007,0.0292
59150127008,0.0258
59150129001,0.0301
59150129002,0.0329
59150129003,0.0332
59150129004,0.034
59150129005,0.0304
59150129006,0.0312
59150129007,0.0288
59150129008,0.0311
59150129009,0.033
59150130001,0.0323
59150130002,0.0338
59150130003,0.0371
59150131001,0.0354
59150131002,0.0344
59150131003,0.0348
59150131004,0.0361
59150131005,0.0356
59150131006,0.0326
59150132001,0.0331
59150132002,0.034
59150132003,0.0351
59150132004,0.0264
59150133001,0.0388
59150133002,0.0378
59150133003,0.0394
59150133004,0.0411
59150133005,0.0407
59150133006,0.0408
59150133007,0.0433
59150133008,0.0438
59150133009,0.0448
59150133010,0.0464
59150134001,0.0391
59150134002,0.0413
59150135001,0.0421
59150135002,0.0435
59150135003,0.0428
59150135004,0.046
59150135005,0.0501
59150135006,0.0495
59150135007,0.0478
59150135008,0.0474
59150135009,0.0483
59150135010,0.0444
59150136001,0.0492
59150136002,0.0455
59150136003,0.0499
59150136004,0.0512
59150136005,0.0528
59150136006,0.0494
59150137001,0.0541
59150137002,0.0622
59150137003,0.0569
59150137004,0.0538
59150137005,0.0519
59150140001,0.0569
59150140002,0.053
59150140003,0.0583
59150140004,0.057
59150140005,0.0594
59150141002,0.0697
59150141003,0.0766
59150141004,0.0616
59150141005,0.0535
59150141006,0.066
59150141009,0.0444
59150141010,0.0398
59150141011,0.0642
59150141012,0.0262
59150142001,0.0494
59150142002,0.0566
59150142003,0.0488
59150142004,0.0535
59150142005,0.052
59150142006,0.061
59150142007,0.0684
59150143001,0.0585
59150143002,0.0603
59150143003,0.0613
59150143004,0.0575
59150143005,0.0551
59150145001,0.0445
59150145003,0.0528
59150145004,0.0461
59150145005,0.0432
59150145006,0.0536
59150145007,0.0538
59150145010,0.0405
59150146001,0.0402
59150146002,0.0424
59150146003,0.0443
59150146004,0.0451
59150146005,0.0444
59150147001,0.0447
59150147002,0.0444
59150147003,0.046
59150147004,0.0452
59150147005,0.045
59150147006,0.0468
59150148001,0.0451
59150148002,0.0438
59150148005,0.0507
59150148006,0.0461
59150152002,0.0481
59150152005,0.0574
59150153001,0.0442
59150153002,0.037
59150153003,0.0395
59150153004,0.0378
59150157001,0.0322
59150157002,0.0352
59150157003,0.0302
59150158001,0.035
59150158002,0.0343
59150159001,0.0383
59150159002,0.039
59150159003,0.0314
59150159004,0.0352
59150159005,0.035
59150160001,0.0382
59150160002,0.0395
59150160003,0.0359
59150160004,0.0399
59150161003,0.0333
59150162003,0.0311
59150163001,0.0262
59150163002,0.0311
59150163003,0.0297
59150163004,0.0335
59150164001,0.0277
59150164002,0.0261
59150164003,0.0268
59150164004,0.0258
59150164005,0.0237
59150165001,0.029
59150166001,0.0285
59150166002,0.0246
59150167003,0.0225
59150174001,0.0491
59150174002,0.0426
59150174003,0.0509
59150174004,0.0502
59150175004,0.0462
59150175005,0.0496
59150175006,0.0422
59150175007,0.0435
59150175008,0.0512
59150176001,0.0426
59150176003,0.0474
59150176004,0.043
59150176005,0.0432
59150177001,0.0418
59150177002,0.0415
59150177003,0.0426
59150178001,0.0473
59150178002,0.0362
59150178004,0.0433
59150178005,0.0465
59150178006,0.0471
59150178010,0.0437
59150178011,0.0469
59150179001,0.0454
59150179002,0.0325
59150179003,0.0433
59150179004,0.0446
59150180001,0.0491
59150180002,0.0473
59150180003,0.0492
59150180004,0.053
59150181001,0.059
59150181002,0.0591
59150181007,0.0529
59150181008,0.0531
59150181009,0.0535
59150181010,0.0542
59150181012,0.0535
59150182001,0.0513
59150182002,0.0518
59150182003,0.0547
59150182010,0.05
59150182011,0.0519
59150182012,0.0505
59150182013,0.0521
59150182014,0.0534
59150183001,0.0581
59150183002,0.0625
59150183003,0.0679
59150183004,0.057
59150183005,0.0601
59150183006,0.0572
59150184001,0.0676
59150184002,0.0793
59150185001,0.0755
59150185002,0.0724
59150185003,0.0663
59150185004,0.0663
59150186001,0.09
59150186002,0.0875
59150187003,0.0763
59150187006,0.068
59150187008,0.0703
59150188001,0.0802
59150189003,0.0733
59150189004,0.0755
59150190001,0.0837
59150191001,0.0891
59150192001,0.1004
59150192002,0.087
59150193001,0.0817
59150194001,0.0793
59150195001,0.0679
59150195002,0.0724
59150195004,0.0637
59150195005,0.0643
59150196001,0.0731
59150196002,0.0765
59150197001,0.078
59150198001,0.0695
59150198002,0.07
59150199001,0.0684
59150199002,0.0697
59150200001,0.0777
59150200002,0.0782
59150200005,0.0599
59150200006,0.0627
59150200007,0.062
59150200010,0.063
59150200011,0.0593
59150200012,0.0602
59150200013,0.055
59150201001,0.0672
59150201002,0.066
59150201003,0.0635
59150201004,0.0614
59150202001,0.0687
59150202002,0.066
59150202003,0.067
59150202004,0.063
59150202005,0.0644
59150202006,0.0602
59150202007,0.0616
59150203001,0.0684
59150203002,0.0619
59150203003,0.0645
59150203004,0.0563
59150203005,0.0601
59150203006,0.0639
59150203007,0.0632
59150204001,0.0612
59150204002,0.0667
59150204003,0.0699
59150204004,0.0625
59150204005,0.0588
59150204006,0.0635
59150205001,0.0625
59150205002,0.0607
59150205003,0.0602
59150205004,0.0605
59150205005,0.0579
59150205006,0.061
59150205007,0.0582
59150205008,0.0563
59150205009,0.0568
59150206001,0.0599
59150206002,0.0571
59150206003,0.0549
59150206004,0.0566
59150206005,0.0568
59150206006,0.058
59150206007,0.0551
59150206008,0.0566
59150206009,0.0575
59150206010,0.0554
59150206011,0.0568
59150206012,0.0582
59150206013,0.0581
59150206014,0.0578
59150206015,0.0573
59150206016,0.058
59150207001,0.0523
59150207002,0.0564
59150207003,0.0556
59150207004,0.0558
59150207005,0.0529
59150207006,0.052
59150208001,0.0554
59150208002,0.0555
59150208003,0.0573
59150208004,0.0555
59150208005,0.0555
59150208006,0.0518
59150208007,0.0524
59150208008,0.0543
59150208009,0.0524
59150209001,0.0487
59150209002,0.0477
59150209003,0.0452
59150209004,0.0538
59150209005,0.0544
59150209006,0.0554
59150210001,0.0569
59150210002,0.0542
59150210003,0.0517
59150210004,0.0524
59150210005,0.0539
59150210006,0.0524
59150210007,0.055
59150210008,0.054
59150211001,0.0479
59150212001,0.0603
59150212002,0.0609
59150212005,0.062
59150212006,0.0611
59150212007,0.0535
59150212008,0.0636
59150213001,0.0596
59150213002,0.0588
59150213003,0.0591
59150213004,0.0597
59150213005,0.0595
59150213006,0.0575
59150213007,0.0569
59150214001,0.0526
59150214002,0.0555
59150219001,0.0522
59150219008,0.0652
59150219009,0.0662
59150219012,0.0742
59150219013,0.0596
59150219016,0.0713
59150219017,0.0489
59150220001,0.0572
59150220003,0.0644
59150220004,0.0604
59150221001,0.0504
59150221003,0.0341
59150221010,0.0505
59150221012,0.0384
59150222001,0.0353
59150222002,0.0408
59150223002,0.0338
59150223003,0.0367
59150223004,0.0326
59150224001,0.026
59150224002,0.0264
59150225001,0.0265
59150225003,0.0313
59150225005,0.0301
59150226001,0.0198
59150226002,0.0243
59150227001,0.0221
59150227002,0.0198
59150227003,0.0198
59150227004,0.0201
59150227005,0.0192
59150227006,0.0174
59150228003,0.0489
59150228004,0.0238
59150228005,0.0303
59150229001,0.0008
59150230002,0.0268
59150230005,0.0079
59150231002,0.029
59150231003,0.0297
59150231004,0.0273
59150231007,0.0252
59150232002,0.0306
59150232005,0.0241
59150233003,0.0255
59150233006,0.0284
59150233007,0.0304
59150233008,0.0254
59150234001,0.0228
59150234002,0.0221
59150234003,0.0214
59150235006,0.0211
59150236002,0.0223
59150236003,0.0121
59150237001,0.0182
59150238001,0.0158
59150239001,0.0085
59150239002,0.0136
59150240002,0.0108
59150241001,0.0085
59150241002,0.0078
59150241004,0.0106
59150241005,0.0121
59150241006,0.0137
59150241007,0.0076
59150241008,0.0081
59150242001,0.0095
59150242003,0.0092
59150242004,0.0098
59150242007,0.0093
59150242008,0.0081
59150243002,0.0088
59150243003,0.0081
59150243004,0.0076
59150244005,0.0113
59150244008,0.0055
59150244010,0.0006
59150244011,0.0015
59150245002,0.0079
59150245003,0.0069
59150246002,0.0057
59150246003,0.0073
59150246004,0.0089
59150249001,0.0104
59150249002,0.0087
59150249004,0.0099
59150249005,0.0086
59150249006,0.0116
59150249007,0.0095
59150249008,0.0093
59150249009,0.0123
59150250001,0.0136
59150250002,0.0116
59150250005,0.0111
59150250006,0.0104
59150250007,0.0113
59150250009,0.0116
59150251001,0.0116
59150251002,0.0096
59150251003,0.0093
59150251004,0.0093
59150252001,0.0135
59150253006,0.0362
59150253008,0.0464
59150253010,0.042
59150253013,0.0424
59150253014,0.0483
59150253015,0.0386
59150254005,0.0364
59150254006,0.0389
59150254009,0.0364
59150255005,0.0372
59150255007,0.0342
59150255008,0.0328
59150260001,0.0379
59150260004,0.0383
59150260008,0.0425
59150260009,0.0421
59150261001,0.0439
59150261002,0.0446
59150261003,0.0447
59150262001,0.0446
59150262002,0.0393
59150263001,0.0485
59150263002,0.0516
59150264001,0.0525
59150265001,0.0499
59150266004,0.0446
59150267003,0.0486
59150268001,0.051
59150269001,0.0532
59150269002,0.0544
59150269003,0.0555
59150270001,0.0556
59150270002,0.0581
59150271002,0.0595
59150271003,0.0588
59150271005,0.0588
59150272001,0.0594
59150272002,0.0542
59150272003,0.0547
59150273001,0.0559
59150273002,0.0564
59150274001,0.054
59150274002,0.0537
59150274003,0.0548
59150274004,0.0518
59150275001,0.0593
59150275002,0.0597
59150275003,0.0614
59150276001,0.0552
59150276002,0.0563
59150276003,0.0584
59150276004,0.0587
59150277003,0.0557
59150277004,0.0573
59150277005,0.0574
59150277008,0.0601
59150277009,0.0532
59150278004,0.0527
59150278005,0.0497
59150278006,0.0523
59150278010,0.0506
59150279003,0.0474
59150279004,0.0467
59150279005,0.0472
59150279006,0.0431
59150280001,0.0429
59150281003,0.0454
59150281004,0.0452
59150282003,0.0622
59150282004,0.061
59150282005,0.0623
59150282006,0.0617
59150282009,0.0567
59150283001,0.0635
59150283002,0.0648
59150283003,0.0662
59150284001,0.0647
59150284002,0.0611
59150284003,0.063
59150284004,0.0595
59150284005,0.0662
59150284006,0.0679
59150285001,0.0759
59150285002,0.0689
59150285003,0.0663
59150285004,0.0686
59150286001,0.0805
59150286002,0.0823
59150286003,0.0841
59150286004,0.0801
59150286005,0.0779
59150286006,0.0713
59150286007,0.0747
59150286008,0.0786
59150286010,0.078
59150286011,0.0798
59150287001,0.0688
59150287002,0.0688
59150288001,0.0658
59150288002,0.0582
59150289001,0.0755
59150289002,0.0702
59150289003,0.0721
59150289004,0.0671
59150290001,0.08
59150290002,0.0797
59150290003,0.0767
59150290004,0.073
59150291001,0.095
59150291003,0.0825
59150291006,0.0833
59150292001,0.0952
59150292002,0.1013
59150292003,0.0885
59150292004,0.091
59150293001,0.1079
59150293002,0.1063
59150293003,0.1016
59150293004,0.0816
59150294001,0.1124
59150294002,0.1092
59150294003,0.1009
59150294004,0.1042
59150294005,0.0991
59150295001,0.1192
59150295002,0.1155
59150295003,0.1135
59150295004,0.1127
59150296002,0.0835
59150296003,0.1039
59150296004,0.1112
59150296005,0.1169
59150296006,0.0893
59150296007,0.1097
59150297001,0.1037
59150297002,0.1136
59150297003,0.1207
59150297004,0.1251
59150298001,0.1042
59150298002,0.1085
59150298003,0.0997
59150298004,0.0947
59150299001,0.1123
59150299002,0.118
59150299003,0.1229
59150299004,0.1253
59150299005,0.1177
59150299006,0.1133
59150300001,0.1045
59150300002,0.1084
59150300003,0.1005
59150300004,0.0908
59150301001,0.1089
59150301002,0.1133
59150301003,0.114
59150301004,0.122
59150301005,0.1185
59150301006,0.1144
59150302001,0.0988
59150302002,0.1015
59150302003,0.1053
59150302004,0.1067
59150302005,0.1103
59150302006,0.1026
59150303004,0.0948
59150303005,0.0967
59150303006,0.1008
59150303007,0.0969
59150303008,0.0921
59150303009,0.0893
59150304001,0.0992
59150304002,0.1019
59150304003,0.0982
59150304004,0.0957
59150304005,0.092
59150304006,0.0958
59150304007,0.0995
59150304008,0.0951
59150304009,0.0989
59150304010,0.0998
59150305001,0.112
59150305002,0.1157
59150305003,0.1162
59150305004,0.1095
59150305005,0.1109
59150305006,0.1151
59150305007,0.1185
59150306001,0.102
59150306002,0.1058
59150306005,0.1062
59150306006,0.1032
59150307001,0.0945
59150307005,0.1045
59150307007,0.1039
59150307008,0.1079
59150307009,0.1121
59150307011,0.1202
59150307012,0.1122
59150307013,0.1124
59150307014,0.1119
59150307015,0.03
59150307016,0.1083
59150307020,0.0998
59150307021,0.1166
59150308001,0.1236
59150308002,0.1289
59150308003,0.1341
59150308004,0.1318
59150308005,0.1271
59150308006,0.1232
59150309001,0.1224
59150309002,0.1268
59150309003,0.131
59150309004,0.1353
59150309005,0.1386
59150309006,0.1421
59150310001,0.1364
59150310003,0.1485
59150310004,0.1474
59150310005,0.1429
59150310006,0.1388
59150310007,0.1443
59150310008,0.1424
59150311001,0.1388
59150311002,0.1427
59150311003,0.1362
59150311004,0.1341
59150312004,0.1404
59150312005,0.1411
59150312009,0.1438
59150312010,0.1432
59150312011,0.143
59150313006,0.133
59150313007,0.143
59150313010,0.1212
59150314001,0.1384
59150314002,0.1378
59150314003,0.1365
59150314004,0.1356
59150314005,0.138
59150315002,0.1424
59150315003,0.1364
59150315004,0.1375
59150315005,0.1344
59150315006,0.1332
59150315007,0.1451
59150316001,0.1364
59150316002,0.1352
59150316004,0.1327
59150316005,0.1355
59150316006,0.134
59150316007,0.1341
59150317001,0.131
59150317002,0.1297
59150317003,0.1276
59150317004,0.1259
59150317005,0.1284
59150318001,0.1391
59150318002,0.1382
59150318003,0.1338
59150318004,0.1323
59150318005,0.1295
59150319001,0.1279
59150319002,0.1263
59150319003,0.1239
59150319004,0.1151
59150320001,0.1352
59150320002,0.1284
59150320003,0.1233
59150320004,0.1274
59150320005,0.1238
59150320006,0.1222
59150321001,0.1189
59150321002,0.1084
59150321003,0.1057
59150321004,0.112
59150322001,0.1214
59150322002,0.1188
59150322003,0.1138
59150322004,0.1134
59150323001,0.1117
59150323002,0.1008
59150323003,0.1011
59150323004,0.1014
59150323005,0.1036
59150323006,0.106
59150323007,0.099
59150323008,0.0886
59150324001,0.1074
59150324002,0.1122
59150324003,0.1018
59150324004,0.1059
59150324011,0.1022
59150324012,0.1144
59150325001,0.1097
59150325002,0.1213
59150325003,0.0971
59150325004,0.1079
59150325005,0.124
59150326001,0.1255
59150326002,0.1275
59150326003,0.1208
59150326004,0.1175
59150326005,0.1214
59150326006,0.1271
59150327002,0.1484
59150327007,0.1422
59150327008,0.1364
59150327011,0.1392
59150327015,F
59150327016,0.1306
59150327017,0.1266
59150327018,0.1356
59150327019,0.147
59150327021,0.1488
59150327022,0.1335
59150327023,0.1462
59150327024,0.1401
59150327025,0.1435
59150328001,0.1295
59150328007,0.1392
59150328012,0.1412
59150329003,0.1451
59150329005,0.1481
59150329010,0.1526
59150329011,0.1393
59150329012,0.1477
59150329013,0.1479
59150329014,0.148
59150329015,0.1353
59150329016,0.1261
59150329017,0.1403
59150330003,0.1448
59150330004,0.1429
59150330005,0.1446
59150330006,0.1452
59150331001,0.1451
59150331002,0.1459
59150331003,0.1489
59150331004,0.1485
59150331005,0.1524
59150331006,F
59150331007,0.1414
59150331008,0.1413
59150332001,0.1466
59150332002,0.1413
59150332003,0.138
59150332004,0.1459
59150332005,0.144
59150333001,0.1468
59150333002,0.1484
