id,prox_emp,prox_pharma,prox_childcare,prox_health,prox_grocery,prox_educpri,prox_educsec,prox_lib,prox_parks,prox_transit
59150472002,0.1411,0.0971,0.1719,0.0197,0.2001,0.145,0.2578,0.0577,0.0111,0.04
59150472003,0.1406,0.075,0.1269,0.0193,0.1648,0.1306,0.2074,0.0536,0.011,0.0469
59150473001,0.138,0.1146,0.1399,0.0191,0.233,0.0848,0.161,0.0987,0.0145,0.0454
59150473002,0.1397,0.1111,0.1463,0.0198,0.2355,0.1372,0.2195,0.0769,0.0112,0.0495
59150473003,0.1407,0.1374,0.1393,0.0205,0.3204,0.1096,0.1878,0.0865,0.0127,0.0484
59150473004,0.1419,0.1687,0.16,0.0224,0.3314,0.1086,0.1911,0.0987,0.0145,0.0547
59150474001,0.1499,0.2915,0.2214,0.0317,0.5484,0.114,0.1947,0.0769,0.022,0.06
59150474002,0.1478,0.2882,0.2112,0.0304,0.5433,0.1401,0.2243,0.0686,0.0224,0.0512
59150474003,0.1432,0.1701,0.2184,0.0249,0.2945,0.141,0.2208,0.0686,0.01,0.0414
59150474004,0.1447,0.1714,0.1702,0.0252,0.3395,0.1429,0.2268,0.0761,0.0111,0.0513
59150475001,0.152,0.2643,0.2111,0.0243,0.6161,0.1346,0.251,0.1372,0.03,0.0638
59150475002,0.1464,0.1796,0.1859,0.0211,0.3725,0.1143,0.2154,0.1399,0.0319,0.0511
59150475003,0.1439,0.1916,0.1822,0.0245,0.3768,0.1097,0.1946,0.0987,0.0145,0.053
59150475004,0.1526,0.318,0.2396,0.0294,0.6129,0.1067,0.197,0.0973,0.0229,0.0623
59150476001,0.147,0.2116,0.2525,0.0264,0.5489,0.1315,0.2624,0.1346,0.0325,0.0555
59150476002,0.1483,0.2336,0.2122,0.0241,0.4737,0.1284,0.2441,0.1112,0.0279,0.0554
59150476003,0.1447,0.2227,0.1806,0.0318,0.3415,0.097,0.196,0.0824,0.0159,0.0479
59150476004,0.1491,0.2699,0.2496,0.0382,0.483,0.102,0.191,0.0844,0.0324,0.0627
59150476005,0.1469,0.1752,0.1756,0.034,0.2952,0.0773,0.1478,0.0647,0.0285,0.047
59150477001,0.1453,0.1589,0.208,0.031,0.2449,0.0501,0.1058,0.0572,0.0252,0.0395
59150477002,0.1461,0.1558,0.1858,0.0304,0.2368,0.0951,0.1614,0.0536,0.0288,0.0374
59150477003,0.1516,0.2672,0.2543,0.0448,0.5035,0.1386,0.2342,0.0796,0.013,0.0754
59150478001,0.1458,0.2327,0.2437,0.0299,0.3648,0.1503,0.2403,0.0659,0.017,0.0477
59150478002,0.1416,0.1688,0.191,0.0254,0.3327,0.1664,0.2571,0.0602,0.0204,0.0436
59150478003,0.1392,0.1285,0.1936,0.0234,0.2795,0.1653,0.2524,0.0558,0.0257,0.0401
59150478004,0.1369,0.1128,0.1916,0.0221,0.2302,0.1709,0.2568,0.0512,0.0257,0.0366
59150479001,0.1381,0.0436,0.1739,0.0257,0.0775,0.1547,0.1994,..,0.0222,0.0253
59150479002,0.14,0.077,0.2091,0.0292,0.1481,0.1876,0.2418,..,0.0286,0.0291
59150479003,0.1394,0.049,0.2009,0.0291,0.1243,0.1975,0.2546,..,0.0222,0.0276
59150479004,0.1372,0.0953,0.2291,0.0238,0.1902,0.2245,0.2894,..,0.0323,0.0286
59150479005,0.136,0.0692,0.1572,0.0291,0.1343,0.3996,0.5151,..,0.0793,0.0232
59150480001,0.1367,0.0773,0.1849,0.0239,0.1735,0.202,0.2604,..,0.0244,0.0264
59150480002,0.1359,0.05,0.1877,0.0222,0.169,0.185,0.2385,..,0.0173,0.0244
59150480003,0.1359,0.0357,0.1755,0.022,0.1419,0.1856,0.2393,..,0.0147,0.0231
59150481001,0.1406,0.0409,0.2355,0.0309,0.1996,0.182,0.2346,..,0.0277,0.0277
59150481002,0.1407,0.027,0.2194,0.0253,0.1622,0.1854,0.2389,..,0.0267,0.0282
59150482001,0.1394,0.0334,0.1674,0.0251,0.1593,0.1955,0.252,..,0.0269,0.0277
59150482002,0.1387,0.0304,0.1485,0.0281,0.1429,0.2012,0.2594,..,0.0363,0.0283
59150482003,0.1349,0.0419,0.1386,0.0232,0.2247,0.2028,0.2615,..,0.0247,0.0319
59150483001,0.1365,0.0348,0.1439,0.0325,0.1535,0.1797,0.2316,..,0.0263,0.0256
59150483002,0.1366,0.0342,0.1441,0.0309,0.1354,0.2056,0.265,..,0.0257,0.0275
59150484001,0.1356,0.0316,0.1895,0.0276,0.1305,0.1897,0.2446,..,0.0209,0.0284
59150484002,0.1347,0.0309,0.1318,0.0277,0.1608,0.1517,0.1955,..,0.0173,0.0295
59150484003,0.1347,0.0317,0.1316,0.0246,0.1631,0.1447,0.1865,..,0.0257,0.0316
59150485001,0.1256,0.0266,0.1681,0.0439,0.0855,0.4473,0.5766,..,0.1045,0.0155
59150485002,0.1318,0.0265,0.134,0.0443,0.107,0.154,0.1985,..,0.0358,0.0219
59150485003,0.1323,0.032,0.1284,0.0393,0.1071,0.1681,0.1814,..,0.0305,0.0225
59150485004,0.13,0.0339,0.1302,0.0308,0.1261,0.133,0.1335,..,0.0286,0.0247
59150485005,0.1326,0.0366,0.1716,0.029,0.1801,0.1274,0.1237,..,0.0278,0.0348
59150486001,0.1296,0.0096,0.0933,0.1013,0.0318,0.1117,0.144,..,0.0362,0.0067
59150486004,0.1304,0.0163,0.1009,0.1047,0.0467,0.1155,0.1489,..,0.0376,0.0071
59150487001,0.1334,0.0231,0.1922,0.0526,0.0327,0.1602,0.2043,..,0.0623,0.0081
59150487002,0.1327,0.0648,0.1228,0.0433,0.0453,0.1419,0.1654,..,0.052,0.0277
59150487003,0.1314,0.0247,0.1176,0.0439,0.0743,0.1397,0.1641,..,0.095,0.0244
59150487004,0.1342,0.041,0.1211,0.0388,0.1207,0.1346,0.135,..,0.0581,0.0352
59150487005,0.1346,0.033,0.1114,0.0417,0.1203,0.1567,0.1419,..,0.0545,0.0358
59150487008,0.1348,0.0204,0.1348,0.0758,0.0522,0.2172,0.2843,..,0.0594,0.0119
59150488001,0.1337,0.0348,0.1152,0.0355,0.1542,0.1377,0.0923,..,0.0424,0.0417
59150488002,0.1317,0.0258,0.1018,0.0335,0.1183,0.1284,0.0817,..,0.0361,0.0564
59150488003,0.1304,0.0305,0.1,0.0351,0.1329,0.1255,0.0888,..,0.0449,0.0399
59150489001,0.1294,0.0296,0.1816,0.0346,0.0768,0.1603,0.1429,..,0.0514,0.0357
59150489002,0.1296,0.0294,0.1326,0.0329,0.0816,0.1719,0.1311,..,0.0548,0.0403
59150489005,0.1264,0.021,0.1283,0.0203,0.0494,0.4588,0.0803,..,0.1228,0.0535
59150489008,0.1252,0.026,0.1048,0.0205,0.0814,0.2102,0.0816,..,0.0523,0.0499
59150490001,0.1288,0.018,0.1298,0.0254,0.0124,0.2039,0.1395,..,0.0566,0.037
59150490002,0.1279,0.0151,0.1722,0.0234,0.0178,0.2705,0.1312,0.0493,0.0821,0.0431
59150490003,0.1238,0.0076,0.1108,0.0209,0.0176,0.2569,0.123,0.047,0.0812,0.0507
59150491002,0.1195,0.013,0.0885,0.0189,0.0493,0.1882,0.0877,..,0.0595,0.0739
59150491003,0.1253,0.0068,0.1032,0.0198,0.0178,0.1919,0.0876,..,0.0583,0.0556
59150492001,0.112,0.0168,0.1472,0.0226,0.0161,0.1768,0.1471,0.0567,0.0626,0.0427
59150492002,0.1174,0.0089,0.1344,0.0209,0.0162,0.1759,0.1396,0.0567,0.0642,0.0468
59150492003,0.1201,0.008,0.118,0.0198,0.0097,0.1667,0.1349,0.0532,0.064,0.0525
59150492004,0.1153,0.0081,0.1235,0.0214,0.0086,0.1383,0.1387,0.0587,0.071,0.0429
59150492005,0.1242,0.0072,0.0997,0.0208,0.011,0.1516,0.1331,0.0501,0.073,0.0597
59150493001,0.1219,..,0.0926,0.0203,0.027,0.1282,0.0923,..,0.0687,0.0641
59150493002,0.1237,0.0063,0.0937,0.0202,0.0137,0.1339,0.0927,..,0.07,0.0735
59150493003,0.119,..,0.0737,0.0182,0.0216,0.1604,0.0821,..,0.0743,0.0875
59150494001,0.1125,0.0063,0.0908,0.0207,0.025,0.1252,0.0958,0.0549,0.0822,0.061
59150494003,0.1213,..,0.0814,0.0188,0.0314,0.1273,0.0842,0.047,0.087,0.1057
59150494004,0.1153,..,0.0842,0.0187,0.0264,0.1103,0.086,0.0504,0.0753,0.1064
59150495001,0.1149,0.0063,0.0996,0.0208,0.025,0.1225,0.0998,0.0597,0.0918,0.0602
59150495005,0.1154,0.0133,0.1194,0.0212,0.0383,0.0521,0.0671,0.0672,0.1388,0.0589
59150495008,0.1032,..,0.0549,0.0159,0.0304,0.063,0.0425,0.0483,0.0662,0.039
59150495014,0.1133,0.0069,0.0531,0.0161,0.0555,0.0768,0.0366,..,0.0752,0.0471
59150495015,0.1103,0.0067,0.0395,0.015,0.0546,0.0465,..,..,0.0603,0.038
59150495016,0.1253,0.0093,0.0407,0.0178,0.0572,0.0514,..,..,0.0459,0.0347
59150495021,0.0427,0.0166,0.0402,0.0001,0.0191,0.0302,0.0389,0.0679,0.0435,0.0245
59150495027,0.0998,0.0141,0.0983,0.0155,0.0545,0.0702,0.0542,0.0641,0.0572,0.1472
59150495028,0.1031,0.0153,0.1496,0.0169,0.0788,0.0728,0.0593,0.0693,0.0818,0.0746
59150495030,0.1249,0.0142,0.1478,0.0237,0.0591,0.0711,0.0554,0.0653,0.0818,0.067
59150495037,0.1102,0.0065,0.094,0.0185,0.0208,0.0803,0.063,0.0641,0.0673,0.0588
59150495038,0.1065,..,0.0853,0.0176,0.0292,0.08,0.0567,0.0545,0.1429,0.0702
59150495039,0.1124,..,0.0984,0.0192,0.0295,0.0745,0.0593,0.0613,0.0764,0.0578
59150495040,0.0364,..,0.0801,0.0001,0.0189,0.074,0.0573,0.0597,0.0562,0.045
59150495041,0.1221,..,0.0658,0.0183,0.0347,0.1231,0.0788,..,0.0819,0.0707
59150495042,0.0379,..,0.063,0.0003,0.0157,0.0652,0.0495,0.0532,0.0436,0.0324
59150495043,0.0896,..,0.0243,0.0096,0.0181,0.0278,0.0359,..,0.0278,0.0251
59150495044,0.106,..,0.0521,0.0158,0.0256,0.0631,0.0398,..,0.0675,0.0378
59150495045,0.0896,..,0.0219,0.0138,..,0.0265,..,..,0.0288,0.0206
59150495046,0.0923,0.0063,0.0518,0.0091,0.0346,0.0366,0.0472,0.0562,0.0412,0.0281
59150496001,0.1191,0.0141,0.1081,0.0219,0.0181,0.1055,0.0895,0.0686,0.0663,0.0568
59150496002,0.1165,..,0.1065,0.021,0.008,0.0995,0.0762,0.0666,0.0658,0.0515
59150497001,0.1165,0.0284,0.1222,0.0208,0.079,0.093,0.0823,0.0778,0.112,0.0526
59150497002,0.116,0.0072,0.1073,0.0202,0.0228,0.0864,0.0709,0.07,0.0834,0.059
59150498001,0.1182,0.0346,0.132,0.0215,0.0903,0.1419,0.1459,0.1001,0.067,0.0509
59150498002,0.1183,0.0306,0.1191,0.0227,0.0761,0.1173,0.111,0.0834,0.0735,0.054
59150499001,0.1191,0.0595,0.1427,0.0208,0.1029,0.1919,0.2128,0.1187,0.0652,0.0477
59150499002,0.112,0.0423,0.1217,0.0155,0.1036,0.088,0.1134,0.1031,0.082,0.0523
59150500001,0.1165,0.0315,0.1448,0.0165,0.0934,0.1062,0.1021,0.0887,0.0865,0.0526
59150500002,0.1167,0.022,0.1619,0.0166,0.0772,0.0609,0.0785,0.0753,0.088,0.0577
59150500003,0.1098,0.0319,0.1093,0.0151,0.1087,0.066,0.0851,0.0844,0.084,0.0544
59150503003,0.1153,0.1241,0.0763,0.0152,0.1426,0.0507,0.0654,0.1457,0.0961,0.0511
59150503004,0.1245,0.1795,0.0915,0.0194,0.2303,0.066,0.0851,0.2311,0.1088,0.0655
59150504002,0.0958,0.1073,0.0541,0.0129,0.059,0.0674,0.0869,0.0769,0.0818,0.0187
59150504004,0.1166,0.1558,0.0938,0.0218,0.1363,0.0704,0.0907,0.1273,0.0769,0.0324
59150504005,0.1214,0.1439,0.0897,0.0204,0.166,0.0521,0.0671,0.1427,0.0952,0.0369
59150504006,0.1261,0.2035,0.1056,0.0232,0.3599,0.0619,0.0797,0.2045,0.0902,0.0503
59150504008,0.1167,0.1758,0.1036,0.0212,0.1268,0.0725,0.0934,0.1296,0.0967,0.0313
59150504009,0.0931,0.1303,0.0685,0.0126,0.0969,0.0671,0.0866,0.0934,0.1142,0.022
59150505001,0.1233,0.1547,0.1317,0.0283,0.113,0.0708,0.0913,0.1208,0.0516,0.0545
59150505002,0.1238,0.2199,0.1417,0.0269,0.1296,0.0726,0.0936,0.1457,0.0509,0.0501
59150505003,0.1224,0.2616,0.1805,0.0252,0.1356,0.0756,0.0975,0.1834,0.0634,0.0469
59150505004,0.1226,0.1739,0.1189,0.0269,0.1652,0.075,0.0967,0.1883,0.0742,0.044
59150505005,0.1172,0.2125,0.1,0.0216,0.1174,0.0688,0.0886,0.1208,0.0744,0.0309
59150506001,0.118,0.0873,0.083,0.0237,0.0799,0.0501,0.0646,0.0659,0.0432,0.0278
59150506002,0.1164,0.0959,0.0968,0.0227,0.0973,0.0732,0.0943,0.0753,0.0401,0.0301
59150506003,0.1177,0.1187,0.0969,0.0228,0.0999,0.0716,0.0923,0.0854,0.0498,0.0341
59150507001,0.1257,0.0757,0.1186,0.0388,0.0477,0.0384,0.085,0.0602,0.0417,0.0323
59150507002,0.1248,0.1282,0.1199,0.0369,0.0527,0.0895,0.1509,0.0659,0.0433,0.0349
59150507003,0.1234,0.0994,0.1181,0.0348,0.0796,0.0937,0.1208,0.07,0.0483,0.0369
59150507004,0.1228,0.1035,0.1175,0.0289,0.0992,0.0689,0.0888,0.0787,0.0764,0.0421
59150507005,0.1227,0.1039,0.1198,0.0277,0.1,0.0688,0.0886,0.0834,0.1236,0.0435
59150507006,0.1219,0.1343,0.1299,0.024,0.1029,0.0695,0.0895,0.1046,0.0684,0.0535
59150508001,0.1206,0.0532,0.0921,0.0378,0.0839,0.0816,0.1052,0.0476,0.0292,0.0231
59150508002,0.1195,0.0899,0.0943,0.0275,0.1182,0.0769,0.0991,0.0512,0.0304,0.0241
59150508003,0.1168,0.0898,0.0924,0.025,0.1008,0.0565,0.0729,0.0549,0.054,0.0255
59150508004,0.1162,0.0871,0.0801,0.0231,0.0717,0.0557,0.0719,0.0592,0.0506,0.028
59150509001,0.1124,0.0426,0.0651,0.026,0.0608,0.1178,0.1519,..,0.0264,0.0185
59150509003,0.1097,0.0734,0.0571,0.0244,0.0645,0.0943,0.1216,0.0504,0.0412,0.0226
59150509004,0.1063,0.0693,0.0494,0.0235,0.0506,0.072,0.0928,0.0532,0.0412,0.0211
59150509005,0.1057,0.0641,0.0537,0.0258,0.0401,0.06,0.0773,0.0577,0.0397,0.0214
59150509006,0.1037,0.0712,0.0558,0.021,0.0638,0.0528,0.068,0.0641,0.0421,0.0222
59150509009,0.1175,0.1132,0.0848,0.0279,0.2203,0.0954,0.1229,0.0493,0.0378,0.0249
59150509010,0.1113,0.0786,0.0635,0.0244,0.0626,0.0619,0.0797,0.0597,0.0451,0.0352
59150510001,0.1184,0.0093,0.062,0.0317,0.0396,0.1019,0.1313,..,0.0103,0.024
59150510002,0.1191,0.0103,0.066,0.0312,0.0444,0.0939,0.121,..,..,0.0234
59150510003,0.1216,0.0172,0.0594,0.0317,0.0461,0.0839,0.1082,..,0.0109,0.0253
59150510004,0.1209,0.0165,0.0733,0.0307,0.0436,0.0755,0.0974,..,0.0123,0.0242
59150510005,0.1191,0.034,0.0835,0.0307,0.0709,0.0889,0.1145,..,0.0319,0.0209
59150510006,0.1175,0.0334,0.1276,0.027,0.0692,0.1009,0.1301,..,0.0111,0.0208
59150510007,0.1123,0.0291,0.0682,0.0254,0.0563,0.1088,0.1403,..,0.022,0.0218
59150511001,0.1196,0.0252,0.0937,0.03,0.0607,0.0789,0.1017,..,0.0247,0.0214
59150511002,0.1227,0.0321,0.096,0.0338,0.056,0.0708,0.0913,..,0.0286,0.025
59150511003,0.1254,0.0276,0.0992,0.0329,0.0122,..,0.0342,0.0486,0.0794,0.0255
59150512001,0.1299,0.0132,0.063,0.0392,0.0196,0.0712,0.0918,..,0.0106,0.0372
59150512002,0.1313,0.0069,0.0672,0.0399,0.0236,0.0698,0.0899,..,0.0114,0.0381
59150512003,0.134,0.0146,0.1082,0.0429,0.0164,0.0676,0.0871,..,0.0133,0.0448
59150512004,0.1305,0.0242,0.1665,0.0414,0.0181,0.0562,0.0724,..,0.0327,0.0353
59150512005,0.1281,0.0228,0.0948,0.0324,0.0883,0.0619,0.0798,..,0.0276,0.0282
59150512006,0.125,0.0165,0.0862,0.0311,0.044,0.0683,0.0881,..,0.0245,0.0255
59150513001,0.1302,0.0296,0.1884,0.0416,0.0131,0.0286,0.071,..,0.0204,0.0398
59150513002,0.1293,0.0385,0.1669,0.0377,0.015,0.0267,0.0709,0.049,0.0364,0.0378
59150513003,0.1286,0.0406,0.154,0.036,0.015,0.0269,0.074,0.0528,0.0466,0.0389
59150513004,0.128,0.0495,0.1373,0.0358,0.0339,0.0556,0.1115,0.0572,0.0483,0.0375
59150513005,0.1294,0.0639,0.1416,0.0379,0.0346,0.0872,0.1561,0.0629,0.0412,0.0403
59150513006,0.1259,0.0427,0.133,0.0338,0.0087,0.0335,0.0933,0.0508,0.0303,0.0239
59150513007,0.1268,0.0519,0.1455,0.0343,0.0108,0.0586,0.1207,0.0466,0.0213,0.0284
59150513008,0.1261,0.0456,0.1569,0.0339,0.011,0.0593,0.1173,..,0.0179,0.0287
59150513009,0.1255,0.043,0.1735,0.0335,0.0099,0.06,0.1152,..,0.0152,0.0302
59150514001,0.1355,0.0103,0.1218,0.0431,0.0122,0.0673,0.0868,..,0.013,0.0466
59150514002,0.134,0.0217,0.143,0.0459,0.0095,0.0958,0.1235,..,0.0214,0.04
59150514003,0.1358,0.0117,0.1217,0.0441,0.0084,0.103,0.1328,..,0.0118,0.0487
59150514004,0.1368,0.019,0.1236,0.0555,..,0.0905,0.1521,..,0.0152,0.0425
59150514005,0.1351,0.0307,0.1503,0.0544,0.0079,0.0782,0.1376,..,0.0123,0.0375
59150514006,0.133,0.0487,0.1701,0.0442,0.0089,0.098,0.1656,..,0.0212,0.0307
59150514007,0.1345,0.0304,0.1557,0.0531,0.0073,0.1127,0.1869,..,0.0135,0.0347
59150514008,0.1325,0.0331,0.1922,0.0406,0.011,0.038,0.049,..,0.0122,0.0341
59150514009,0.1254,0.0334,0.1694,0.0304,0.0107,0.0605,0.1145,..,0.0141,0.0329
59150514010,0.1305,0.0339,0.187,0.0382,0.0144,0.0569,0.0733,..,0.0185,0.0431
59150515001,0.1304,0.0791,0.1417,0.0418,0.0079,0.0682,0.1343,..,0.0123,0.0263
59150515002,0.1322,0.0468,0.1415,0.0445,0.0071,0.075,0.1477,..,0.0213,0.0256
59150515003,0.1327,0.0392,0.1442,0.0445,..,0.1061,0.1936,..,0.0103,0.0266
59150515006,0.1268,0.0403,0.1262,0.0393,..,0.0752,0.1732,..,0.0209,0.0204
59150516001,0.141,0.0277,0.1566,0.0611,..,0.1256,0.2045,..,0.0149,0.0484
59150516002,0.139,0.026,0.207,0.0586,..,0.127,0.2124,..,0.0139,0.0435
59150516003,0.1351,0.028,0.1619,0.0528,..,0.1175,0.1967,..,0.0135,0.0362
59150516004,0.1367,0.0323,0.1831,0.056,..,0.1194,0.2077,..,0.0122,0.0381
59150516005,0.1398,0.045,0.1757,0.0591,..,0.1315,0.2196,..,0.0239,0.0422
59150516006,0.1348,0.0387,0.1626,0.0526,..,0.1147,0.2087,..,0.0108,0.0336
59150516007,0.1327,0.0386,0.1559,0.051,..,0.1123,0.2177,..,0.0103,0.031
59150517001,0.1344,0.0897,0.2162,0.0521,..,0.1203,0.2232,..,0.0104,0.0296
59150517002,0.1329,0.0434,0.1526,0.0515,..,0.1297,0.228,..,0.0118,0.023
59150517003,0.1315,0.0424,0.1478,0.0459,..,0.1431,0.2544,..,0.0246,0.0225
59150517004,0.1302,0.0424,0.0947,0.0416,..,0.0997,0.1807,..,0.0315,0.0157
59150518001,0.1367,0.0392,0.1696,0.0554,..,0.1374,0.2231,..,0.0242,0.0364
59150518002,0.1343,0.0434,0.2132,0.0512,..,0.147,0.2406,..,0.0255,0.0348
59150518003,0.1368,0.0398,0.1501,0.0535,..,0.1492,0.2485,0.0473,0.0287,0.029
59150518004,0.1378,0.0443,0.1329,0.047,..,0.1559,0.2526,0.0512,0.0341,0.0286
59150518005,0.1429,0.0388,0.2181,0.0567,..,0.2033,0.3072,0.0558,0.0364,0.0396
59150519001,0.1489,0.0485,0.1567,0.0528,0.0283,0.2375,0.3426,0.0707,0.0645,0.0523
59150519002,0.1387,0.0696,0.1111,0.0462,..,0.1203,0.1998,0.048,0.0354,0.0215
59150519003,0.1438,0.037,0.1108,0.0495,..,0.1281,0.2084,0.0536,0.0466,0.0255
59150520001,0.1378,0.0389,0.1431,0.0468,0.0315,0.3427,0.4758,0.0787,0.0646,0.0366
59150520005,0.1481,0.0377,0.1712,0.0546,0.035,0.1766,0.2276,0.0876,0.0544,0.0367
59150521001,0.1511,0.0572,0.124,0.0695,0.0513,0.1772,0.2284,0.0887,0.067,0.036
59150521002,0.1487,0.0748,0.116,0.0647,0.0509,0.1693,0.2182,0.0876,0.0542,0.0345
59150521003,0.1503,0.1035,0.1252,0.0593,0.0391,0.1221,0.1574,0.0787,0.0442,0.0406
59150521004,0.1506,0.0527,0.1103,0.0512,0.0087,0.1177,0.1517,0.0693,0.0476,0.0356
59150521005,0.1504,0.0492,0.12,0.0477,0.0077,0.0986,0.127,0.0629,0.0473,0.0439
59150521006,0.1521,0.0614,0.1176,0.0517,0.0114,0.1393,0.1796,0.07,0.0547,0.032
59150521007,0.1525,0.0642,0.138,0.0674,0.0385,0.1534,0.1977,0.0714,0.0701,0.0327
59150522001,0.1506,0.0559,0.0926,0.05,0.0114,0.1235,0.1592,0.0635,0.0477,0.0349
59150522002,0.1491,0.0661,0.1039,0.0467,0.0116,0.091,0.1173,0.0582,0.0455,0.038
59150522003,0.1486,0.0639,0.1084,0.045,0.0099,0.0912,0.1175,0.0536,0.0466,0.04
59150522004,0.1477,0.0676,0.1032,0.0423,0.0296,0.1217,0.1568,0.0476,0.0413,0.0381
59150522005,0.1484,0.073,0.0993,0.0437,0.0307,0.1245,0.1605,0.0512,0.0302,0.0328
59150522006,0.1491,0.0779,0.1127,0.0466,0.0157,0.1087,0.1402,0.0553,0.041,0.0294
59150522007,0.1486,0.1103,0.1334,0.0438,0.0503,0.1484,0.2268,0.0483,0.0385,0.035
59150523001,0.1514,0.0717,0.1537,0.0529,0.0212,0.1554,0.2351,0.0602,0.0484,0.0342
59150523002,0.151,0.0963,0.1087,0.049,0.0232,0.1289,0.1661,0.0602,0.0441,0.0358
59150523003,0.1482,0.1537,0.1179,0.0459,0.0498,0.1528,0.2351,0.0516,0.0406,0.03
59150523004,0.149,0.1275,0.1232,0.049,0.0304,0.2051,0.3039,0.1,0.0425,0.0314
59150523005,0.1505,0.1214,0.1072,0.0444,0.0991,0.1528,0.2425,0.0528,0.0332,0.035
59150523006,0.1511,0.1152,0.1114,0.0457,0.0326,0.2166,0.327,0.0549,0.0334,0.0347
59150523007,0.1482,0.1339,0.1227,0.0441,0.0913,0.1232,0.2026,0.0504,0.041,0.0363
59150524001,0.1485,0.1378,0.1344,0.0377,0.1144,0.1588,0.2449,0.0473,0.0378,0.0329
59150524002,0.1462,0.1302,0.1914,0.0343,0.0584,0.1515,0.2326,..,0.0262,0.038
59150524003,0.1466,0.1219,0.1593,0.0346,0.0694,0.1468,0.224,..,0.0264,0.0408
59150524004,0.1465,0.0796,0.1428,0.0393,0.0397,0.1568,0.2021,..,0.0374,0.0366
59150524005,0.1473,0.0948,0.1377,0.0413,0.0515,0.1612,0.2078,..,0.0374,0.0329
59150525001,0.1487,0.1672,0.1359,0.0362,0.1698,0.0901,0.1621,0.0528,0.0213,0.0468
59150525002,0.1485,0.1676,0.1429,0.0353,0.1115,0.1123,0.187,0.049,0.028,0.0493
59150525003,0.151,0.1926,0.1466,0.0362,0.1063,0.1114,0.1823,..,0.0267,0.0575
59150525004,0.1515,0.2405,0.1411,0.0377,0.1537,0.0815,0.1487,0.0504,0.0298,0.0586
59150525005,0.1499,0.2186,0.142,0.0355,0.1879,0.081,0.1522,0.0549,0.0238,0.0514
59150526001,0.1469,0.0967,0.1349,0.0343,0.0735,0.146,0.1882,..,0.0272,0.0388
59150526002,0.1442,0.0749,0.1398,0.0324,0.074,0.1214,0.1565,..,0.0287,0.0315
59150526003,0.1491,0.1078,0.1441,0.0333,0.113,0.1172,0.151,..,0.0378,0.0457
59150526004,0.15,0.1462,0.1525,0.0352,0.1115,0.1132,0.1817,..,0.0368,0.0541
59150526005,0.1467,0.08,0.1536,0.0309,0.1044,0.15,0.1933,..,0.0392,0.0389
59150527001,0.1494,0.1928,0.1519,0.0357,0.1979,0.112,0.1842,0.047,0.0391,0.0607
59150527002,0.1481,0.1483,0.1585,0.0321,0.2367,0.1458,0.2247,..,0.04,0.0472
59150527003,0.1489,0.1491,0.1765,0.0318,0.235,0.157,0.2423,0.0466,0.0419,0.0409
59150527004,0.1474,0.1765,0.1677,0.0332,0.2455,0.1188,0.1965,0.0504,0.0308,0.0487
59150528001,0.1498,0.2061,0.1302,0.0398,0.1694,0.1138,0.2061,0.0653,0.0455,0.0512
59150528002,0.1488,0.2072,0.1289,0.0387,0.1884,0.0833,0.1607,0.0597,0.0313,0.0517
59150528003,0.1497,0.1871,0.1482,0.0351,0.2204,0.1086,0.1987,0.0653,0.0415,0.0423
59150528004,0.1477,0.2057,0.1461,0.0335,0.2368,0.082,0.159,0.0597,0.0352,0.0493
59150528005,0.1475,0.1814,0.1574,0.0335,0.2324,0.085,0.1573,0.0549,0.0319,0.0525
59150529001,0.156,0.154,0.127,0.0396,0.1796,0.1197,0.2439,0.091,0.0582,0.048
59150529002,0.1546,0.1772,0.1439,0.0391,0.211,0.1198,0.2342,0.0824,0.1002,0.0502
59150529003,0.1529,0.2073,0.1405,0.0353,0.2192,0.1116,0.2102,0.0721,0.0455,0.0451
59150529004,0.151,0.2429,0.1771,0.0311,0.338,0.1073,0.228,0.091,0.043,0.0457
59150529005,0.149,0.189,0.1652,0.0327,0.3084,0.1046,0.2112,0.0805,0.0244,0.0445
59150530001,0.154,0.1541,0.155,0.0289,0.2545,0.1136,0.2846,0.1229,0.0491,0.0509
59150530002,0.1504,0.1623,0.1778,0.0305,0.3077,0.1104,0.2511,0.1046,0.0489,0.0445
59150531001,0.1548,0.1344,0.1227,0.0331,0.1286,0.1164,0.2367,0.0876,0.0495,0.0557
59150531002,0.1532,0.1126,0.1255,0.0313,0.1463,0.1154,0.2552,0.1031,0.0492,0.052
59150531004,0.1525,0.1691,0.1994,0.0266,0.4656,0.1119,0.2902,0.2106,0.0393,0.0612
59150531005,0.1489,0.1879,0.2468,0.0224,0.5483,0.135,0.2876,0.1624,0.0363,0.054
59150531008,0.15,0.1063,0.1819,0.0236,0.2045,0.0999,0.4929,0.1744,0.0332,0.0541
59150532001,0.1548,0.1315,0.1219,0.0369,0.1174,0.1456,0.2608,0.0778,0.0436,0.0608
59150532002,0.1564,0.1528,0.1243,0.0411,0.1501,0.1527,0.2689,0.0761,0.0477,0.0537
59150532003,0.1539,0.1729,0.127,0.0402,0.158,0.122,0.2196,0.0686,0.0501,0.0493
59150532004,0.1526,0.1394,0.1298,0.0423,0.1109,0.1112,0.1966,0.0597,0.0391,0.046
59150532005,0.15,0.1494,0.1318,0.0421,0.1395,0.0982,0.1767,0.0572,0.0373,0.0441
