"fromId","all_destination_scores","nearest1_gallery_scores","nearest1_library_or_archives_scores","nearest1_museum_scores","nearest1_theatre_performance_and_concert_hall_scores","nearest3_gallery_scores","nearest3_library_or_archives_scores","nearest3_museum_scores","nearest3_theatre_performance_and_concert_hall_scores","gallery_scores","library_archives_scores","museum_score","theatre_concert_hall_scores","pop","lat","lon"
"59150709013",0.829016856583953,0.627088674676227,0.558203933857527,0.586828793156899,0.624253390629128,0.645115715236465,0.50657195122345,0.509596976324643,0.464142092951634,0.7896078,0.3351235,0.5151978,0.4759775,"151",49.2611,-123.0956
"59150709017",0.848737508063679,0.627088674676227,0.585612023267317,0.641305827132232,0.624253390629128,0.529278795794799,0.547596309398125,0.468021183056012,0.483178229776615,0.8074753,0.3398039,0.5267814,0.4992261,"180",49.2605,-123.0977
"59150709018",0.828558685972758,0.598014856063728,0.535663534361142,0.586828793156899,0.594957926348731,0.47425492415619,0.507311203312907,0.439614507005848,0.459431703501406,0.7848223,0.3346197,0.5113223,0.480769,"280",49.2606,-123.0967
"59150710001",0.842392833882709,0.664188353057637,0.585612023267317,0.611412802324598,0.661635900210088,0.543922678825288,0.519459859562535,0.513891063068916,0.496163568758696,0.8121234,0.3365292,0.5225529,0.4909576,"211",49.262,-123.0955
"59150710002",0.830377865992103,0.627088674676227,0.913571938144089,0.565949422950866,0.594957926348731,0.493297459797208,0.529203762175906,0.471196005347357,0.46917797231423,0.7819551,0.3363574,0.5096204,0.4804374,"63",49.262,-123.094
"59150710003",0.816749216009545,0.574104561675346,0.516519816082056,0.547803004330005,0.570865350670093,0.488423339580297,0.48891070558037,0.422018867379811,0.451625818738255,0.7583968,0.33597,0.4978705,0.4678915,"114",49.2611,-123.094
"59150710004",0.828745398012076,0.598014856063728,0.476944126051523,0.489288832014819,0.473845428569274,0.444239946374906,0.489942354876195,0.390318143840121,0.431326245219272,0.7695002,0.3384783,0.5071003,0.4762578,"106",49.2611,-123.092
"59150710005",0.842578199795,0.627088674676227,0.45431727060536,0.51175704242438,0.510906996022862,0.469806655522129,0.471975333391854,0.41616376019762,0.455977758991885,0.7869032,0.3419769,0.5150643,0.4891834,"112",49.262,-123.092
"59150711002",0.890377521077388,0.799296617462412,0.747953639133719,0.818366032892952,0.797774169028857,0.633552801968897,0.561798666482917,0.549416304375515,0.543989594150309,0.8869467,0.3499144,0.5598055,0.526614,"166",49.2633,-123.0994
"59150711004",0.884304284436448,0.799296617462412,0.747953639133719,0.732216954077485,0.797774169028857,0.61835137906324,0.549347673556657,0.524307318511054,0.53111063327403,0.8803652,0.3495343,0.5547475,0.5191144,"99",49.2632,-123.098
"59150711005",0.86678891240052,0.799296617462412,0.747953639133719,0.818366032892952,0.797774169028857,0.610778521682201,0.537052805485819,0.509637176010598,0.518767803111234,0.847891,0.3444216,0.5385918,0.5121762,"239",49.2641,-123.0979
